id,catalog_number,sprocket_diameters
396268,100A13,Outside Diameter:5.820 in|Pitch Diameter:5.224 in|Caliper Diameter:4.435 in
396317,2080B22,Outside Diameter:7.560 in|Pitch Diameter:7.099 in|Caliper Diameter:6.474 in
396333,140A24,Outside Diameter:14.340 in|Pitch Diameter:13.407 in|Caliper Diameter:12.407 in
396440,50B30F-1F,Outside Diameter:6.320 in|Pitch Sprocket Diameter:5.979 in|Caliper Diameter:5.579 in
396461,2042A20,Outside Diameter:6.910 in|Pitch Diameter:6.392 in|Caliper Diameter:5.768 in
396387,50B22F-1F,Outside Diameter:4.720 in|Pitch Sprocket Diameter:4.392 in|Caliper Diameter:3.992 in
396420,50B34FP,Outside Diameter:7.120 in|Pitch Sprocket Diameter:6.774 in|Caliper Diameter:6.374 in
396497,2052A25,Outside Diameter:10.650 in|Pitch Diameter:9.973 in|Caliper DIameter:9.204 in
396469,2042A30,Outside Diameter:10.110 in|Pitch Diameter:9.567 in|Caliper Diameter:8.942 in
396493,2052A30,Outside Diameter:12.640 in|Pitch Diameter:11.958 in|Caliper DIameter:11.208 in
396505,100A19,Outside Diameter:8.240 in|Pitch Diameter:7.595 in|Caliper Diameter:6.819 in
396513,2050A24,No. Teeth:24 |Outside Diameter:5.120 in|Pitch Diameter:4.830 in|Caliper Diameter:4.430 in
396485,2040A25,Outside Diameter:4.260 in|Pitch Diameter:4.021 in|Caliper Diameter:3.701 in
396562,140A23,Outside Diameter:13.780 in|Pitch Diameter:12.852 in|Caliper Diameter:11.822 in
396545,2040B18,Outside Diameter:3.140 in|Pitch Diameter:2.924 in|Caliper Diameter:2.612 in
396553,60B16F-1G,Outside Diameter:4.220 in|Pitch Diameter:3.845 in|Caliper Diameter:3.375 in
396668,60B60F-1G,Outside Diameter:14.760 in|Pitch Diameter:14.330 in|Caliper Diameter:13.861 in
396692,50B38F-1G,Outside Diameter:7.920 in|Pitch Sprocket Diameter:7.569 in|Caliper Diameter:7.169 in
396696,80B36F-1H,Outside Diameter:12.030 in|Pitch Diameter:11.474 in|Caliper Diameter:10.849 in
396741,50B12FP,Outside Diameter:2.710 in|Pitch Sprocket Diameter:2.415 in|Caliper Diameter:2.015 in
396733,100C80,Outside Diameter:32.570 in|Pitch Diameter:31.839 in|Caliper Diameter:31.089 in
396777,80B11F-1D,Outside Diameter:4.010 in|Pitch Diameter:3.550 in|Caliper Diameter:2.888 in
396827,40B25F-1D,Outside Diameter:4.260 in|Pitch Diameter:3.989 in|Caliper Diameter:3.669 in
396865,80B19F-2C,Outside Diameter:6.590 in|Pitch Diameter:6.076 in|Caliper Diameter:5.430 in
396873,50B38F-1F,Outside Diameter:7.920 in|Pitch Sprocket Diameter:7.569 in|Caliper Diameter:7.169 in
396909,80B36F-1C,Outside Diameter:12.030 in|Pitch Diameter:11.474 in|Caliper Diameter:10.849 in
396857,35B21FH,Outside Diameter:2.710 in|Pitch Diameter:2.516 in|Caliper Diameter:2.309 in
396934,35B28FJ,Outside Diameter:3.550 in|Pitch Diameter:3.349 in|Caliper Diameter:3.149 in
396893,80B36F-2R,Outside Diameter:12.030 in|Pitch Diameter:11.474 in|Caliper Diameter:10.849 in
396958,140B23,Outside Diameter:13.780 in|Pitch Diameter:12.852 in|Caliper Diameter:11.822 in
396966,60B12F-1D,Outside Diameter:3.250 in|Pitch Diameter:2.898 in|Caliper Diameter:2.429 in
397068,35B19FH,Outside Diameter:2.470 in|Pitch Diameter:2.279 in|Caliper Diameter:2.071 in
397064,60B42F-2C,Outside Diameter:10.460 in|Pitch Diameter:10.037 in|Caliper Diameter:9.568 in
397109,60B16F-1H,Outside Diameter:4.220 in|Pitch Diameter:3.845 in|Caliper Diameter:3.375 in
397007,40B16FJ,Outside Diameter:2.810 in|Pitch Diameter:2.563 in|Caliper Diameter:2.250 in
397036,80B21F-1C,Outside Diameter:7.240 in|Pitch Diameter:6.710 in|Caliper Diameter:6.066 in
397129,35B21FJ,Outside Diameter:2.710 in|Pitch Diameter:2.516 in|Caliper Diameter:2.309 in
397138,2042B14,Outside Diameter:4.980 in|Pitch Diameter:4.494 in|Caliper Diameter:3.869 in
397125,60B24F-1R,Outside Diameter:6.150 in|Pitch Diameter:5.746 in|Caliper Diameter:5.277 in
397117,60B21F-1B,Outside Diameter:5.430 in|Pitch Diameter:5.033 in|Caliper Diameter:4.549 in
397154,200A23,Outside Diameter:19.960 in|Pitch Diameter:18.360 in|Caliper Diameter:16.755 in
397089,60B22F-1J,Outside Diameter:5.670 in|Pitch Diameter:5.270 in|Caliper Diameter:4.801 in
397162,60B19F-1F,Outside Diameter:4.950 in|Pitch Diameter:4.557 in|Caliper Diameter:4.072 in
397142,60B23F-1G,Outside Diameter:5.910 in|Pitch Diameter:5.508 in|Caliper Diameter:5.026 in
397170,60B15F-1J,Outside Diameter:3.980 in|Pitch Diameter:3.608 in|Caliper Diameter:3.119 in
397178,60B16F-1D,Outside Diameter:4.220 in|Pitch Diameter:3.845 in|Caliper Diameter:3.375 in
397186,40B26FJ,Outside Diameter:4.420 in|Pitch Diameter:4.148 in|Caliper Diameter:3.835 in
397206,60B18F-1J,Outside Diameter:4.700 in|Pitch Diameter:4.319 in|Caliper Diameter:3.850 in
397218,60B35F-1H,Outside Diameter:8.780 in|Pitch Diameter:8.367 in|Caliper Diameter:7.889 in
397235,60B38F-1R,Outside Diameter:9.500 in|Pitch Diameter:9.083 in|Caliper Diameter:8.614 in
397248,60B40F-2C,Outside Diameter:9.980 in|Pitch Diameter:9.560 in|Caliper Diameter:9.091 in
397252,60B40F-1J,Outside Diameter:9.980 in|Pitch Diameter:9.560 in|Caliper Diameter:9.091 in
397210,60B18F-1C,Outside Diameter:4.700 in|Pitch Diameter:4.319 in|Caliper Diameter:3.850 in
397223,60B36F-1L,Outside Diameter:9.020 in|Pitch Diameter:8.606 in|Caliper Diameter:8.137 in
397279,60B29F-1B,Outside Diameter:7.350 in|Pitch Diameter:6.937 in|Caliper Diameter:6.458 in
397239,60B35F-1C,Outside Diameter:8.780 in|Pitch Diameter:8.367 in|Caliper Diameter:7.889 in
397256,50B37F-1G,Outside Diameter:7.720 in|Pitch Sprocket Diameter:7.37 in|Caliper Diameter:6.963 in
397283,2050B23,No. Teeth:23 |Outside Diameter:4.920 in|Pitch Diameter:4.633 in|Caliper Diameter:4.222 in
397303,60B28F-1C,Outside Diameter:7.110 in|Pitch Diameter:6.698 in|Caliper Diameter:6.229 in
397202,60B17F-1D,Outside Diameter:4.460 in|Pitch Diameter:4.082 in|Caliper Diameter:3.595 in
397287,60B32F-1B,Outside Diameter:8.070 in|Pitch Diameter:7.652 in|Caliper Diameter:7.183 in
397198,60B17F-1L,Outside Diameter:4.460 in|Pitch Diameter:4.082 in|Caliper Diameter:3.595 in
397295,60B23F-1H,Outside Diameter:5.910 in|Pitch Diameter:5.508 in|Caliper Diameter:5.026 in
397314,180A15,Outside Diameter:11.930 in|Pitch Diameter:10.822 in|Caliper Diameter:9.357 in
397261,60B38F-1D,Outside Diameter:9.500 in|Pitch Diameter:9.083 in|Caliper Diameter:8.614 in
397309,60B32F-1D,Outside Diameter:8.070 in|Pitch Diameter:7.652 in|Caliper Diameter:7.183 in
397339,50B13F-1D,Outside Diameter:2.910 in|Pitch Sprocket Diameter:2.612 in|Caliper Diameter:2.193 in
397365,50B34F-1B,Outside Diameter:7.120 in|Pitch Sprocket Diameter:6.774 in|Caliper Diameter:6.374 in
397326,60B30F-1H,Outside Diameter:7.590 in|Pitch Diameter:7.175 in|Caliper Diameter:6.706 in
397271,60B40F-1C,Outside Diameter:9.980 in|Pitch Diameter:9.560 in|Caliper Diameter:9.091 in
397343,50B34F-1F,Outside Diameter:7.120 in|Pitch Sprocket Diameter:6.774 in|Caliper Diameter:6.374 in
397322,60B32F-1J,Outside Diameter:8.070 in|Pitch Diameter:7.652 in|Caliper Diameter:7.183 in
397375,50B37F-1R,Outside Diameter:7.720 in|Pitch Sprocket Diameter:7.37 in|Caliper Diameter:6.963 in
397330,60B30F-1D,Outside Diameter:7.590 in|Pitch Diameter:7.175 in|Caliper Diameter:6.706 in
397355,50B33F-1F,Outside Diameter:6.920 in|Pitch Sprocket Diameter:6.575 in|Caliper Diameter:6.168 in
397388,50B36F-1H,Outside Diameter:7.520 in|Pitch Sprocket Diameter:7.171 in|Caliper Diameter:6.771 in
397347,50B35F-1G,Outside Diameter:7.320 in|Pitch Sprocket Diameter:6.973 in|Caliper Diameter:6.565 in
397404,50B28FL,Outside Diameter:5.920 in|Pitch Sprocket Diameter:5.582 in|Caliper Diameter:5.182 in
397412,50B32F-1G,Outside Diameter:6.720 in|Pitch Sprocket Diameter:6.376 in|Caliper Diameter:5.976 in
397424,60B10F-1,Outside Diameter:2.760 in|Pitch Diameter:2.427 in|Caliper Diameter:1.958 in
397428,35B28F-1B,Outside Diameter:3.550 in|Pitch Diameter:3.349 in|Caliper Diameter:3.149 in
397408,50B28F-1F,Outside Diameter:5.920 in|Pitch Sprocket Diameter:5.582 in|Caliper Diameter:5.182 in
397433,50B31F-1R,Outside Diameter:6.520 in|Pitch Sprocket Diameter:6.178 in|Caliper Diameter:5.770 in
397482,50B55F-1H,Outside Diameter:11.310 in|Pitch Sprocket Diameter:10.948 in|Caliper Diameter:10.543 in
397393,50B36F-1C,Outside Diameter:7.520 in|Pitch Sprocket Diameter:7.171 in|Caliper Diameter:6.771 in
397476,60B11F-1B,Outside Diameter:3.000 in|Pitch Diameter:2.663 in|Caliper Diameter:2.166 in
397490,50B60F-1F,Outside Diameter:12.300 in|Pitch Sprocket Diameter:11.942 in|Caliper Diameter:11.542 in
397467,60B10FP,Outside Diameter:2.760 in|Pitch Diameter:2.427 in|Caliper Diameter:1.958 in
397486,50B55F-1B,Outside Diameter:11.310 in|Pitch Sprocket Diameter:10.948 in|Caliper Diameter:10.543 in
397443,60B48F-1R,Outside Diameter:11.890 in|Pitch Diameter:11.468 in|Caliper Diameter:10.999 in
397471,50B9FJ,Outside Diameter:2.090 in|Pitch Sprocket Diameter:1.828 in|Caliper Diameter:1.400 in
397530,50B40FL,Outside Diameter:8.320 in|Pitch Sprocket Diameter:7.966 in|Caliper Diameter:7.566 in
397518,60B12FP,Outside Diameter:3.250 in|Pitch Diameter:2.898 in|Caliper Diameter:2.429 in
397526,60B13FL,Outside Diameter:3.490 in|Pitch Diameter:3.134 in|Caliper Diameter:2.642 in
397514,60B13F-1F,Outside Diameter:3.490 in|Pitch Diameter:3.134 in|Caliper Diameter:2.642 in
397552,40B25FJ,Outside Diameter:4.260 in|Pitch Diameter:3.989 in|Caliper Diameter:3.669 in
397560,50B50F-1B,Outside Diameter:10.310 in|Pitch Sprocket Diameter:9.954 in|Caliper Diameter:9.554 in
397510,60B15F-1C,Outside Diameter:3.980 in|Pitch Diameter:3.608 in|Caliper Diameter:3.119 in
397556,50B40F-1F,Outside Diameter:8.320 in|Pitch Sprocket Diameter:7.966 in|Caliper Diameter:7.566 in
397595,80B25F-1R,Outside Diameter:8.520 in|Pitch Diameter:7.979 in|Caliper Diameter:7.338 in
397502,2062B8,Outside Diameter:4.520 in|Pitch Diameter:3.920 in|Caliper Diameter:3.045 in
397587,80B12F-1D,Outside Diameter:4.330 in|Pitch Diameter:3.864 in|Caliper Diameter:3.239 in
397591,80B27F-1R,Outside Diameter:9.160 in|Pitch Diameter:8.614 in|Caliper Diameter:7.974 in
397570,50B50F-1C,Outside Diameter:10.310 in|Pitch Sprocket Diameter:9.954 in|Caliper Diameter:9.554 in
397624,80B30F-1R,Outside Diameter:10.110 in|Pitch Diameter:9.567 in|Caliper Diameter:8.942 in
397603,80B27F-2G,Outside Diameter:9.160 in|Pitch Diameter:8.614 in|Caliper Diameter:7.974 in
397620,80B36F-1D,Outside Diameter:12.030 in|Pitch Diameter:11.474 in|Caliper Diameter:10.849 in
397616,80B26F-1J,Outside Diameter:8.840 in|Pitch Diameter:8.296 in|Caliper Diameter:7.671 in
397636,80B28F-1L,Outside Diameter:9.480 in|Pitch Diameter:8.931 in|Caliper Diameter:8.306 in
397579,50B45F-1C,Outside Diameter:9.310 in|Pitch Sprocket Diameter:8.960 in|Caliper Diameter:8.554 in
397662,80B21F-1F,Outside Diameter:7.240 in|Pitch Diameter:6.710 in|Caliper Diameter:6.066 in
397640,80B28F-1G,Outside Diameter:9.480 in|Pitch Diameter:8.931 in|Caliper Diameter:8.306 in
397612,80B26F-2C,Outside Diameter:8.840 in|Pitch Diameter:8.296 in|Caliper Diameter:7.671 in
397666,80B20F-2R,Outside Diameter:6.910 in|Pitch Diameter:6.392 in|Caliper Diameter:5.767 in
397649,80B30F-1D,Outside Diameter:10.110 in|Pitch Diameter:9.567 in|Caliper Diameter:8.942 in
397682,180A14,Outside Diameter:11.210 in|Pitch Diameter:10.111 in|Caliper Diameter:8.705 in
397654,80B20F-2C,Outside Diameter:6.910 in|Pitch Diameter:6.392 in|Caliper Diameter:5.767 in
397695,80B24F-1G,Outside Diameter:8.200 in|Pitch Diameter:7.661 in|Caliper Diameter:7.036 in
397690,80B22F-2R,Outside Diameter:7.560 in|Pitch Diameter:7.027 in|Caliper Diameter:6.402 in
397670,80B18F-2C,Outside Diameter:6.270 in|Pitch Diameter:5.759 in|Caliper Diameter:5.134 in
397674,2050B25,No. Teeth:25 |Outside Diameter:5.320 in|Pitch Diameter:5.026 in|Caliper Diameter:4.616 in
397747,40B21FP,Outside Diameter:3.620 in|Pitch Diameter:3.355 in|Caliper Diameter:3.033 in
397686,80B24F-1D,Outside Diameter:8.200 in|Pitch Diameter:7.661 in|Caliper Diameter:7.036 in
397703,80B21F-1G,Outside Diameter:7.240 in|Pitch Diameter:6.710 in|Caliper Diameter:6.066 in
397795,80B60F-2G,Outside Diameter:19.680 in|Pitch Diameter:19.107 in|Caliper Diameter:18.482 in
397759,80B22F-1F,Outside Diameter:7.560 in|Pitch Diameter:7.027 in|Caliper Diameter:6.402 in
397818,50B34F-1H,Outside Diameter:7.120 in|Pitch Sprocket Diameter:6.774 in|Caliper Diameter:6.374 in
397831,160A19,Outside Diameter:13.190 in|Pitch Diameter:12.152 in|Caliper Diameter:10.985 in
397839,40B15FH,Outside Diameter:2.650 in|Pitch Diameter:2.405 in|Caliper Diameter:2.079 in
397822,80B14F-1P,Outside Diameter:4.980 in|Pitch Diameter:4.494 in|Caliper Diameter:3.869 in
397860,40B50F-1H,Outside Diameter:8.250 in|Pitch Diameter:7.963 in|Caliper Diameter:7.650 in
397923,60B42F-1R,Outside Diameter:10.460 in|Pitch Diameter:10.037 in|Caliper Diameter:9.568 in
397914,60B45F-1R,Outside Diameter:11.180 in|Pitch Diameter:10.752 in|Caliper Diameter:10.276 in
397918,40B42FP,Outside Diameter:6.970 in|Pitch Diameter:6.691 in|Caliper Diameter:6.379 in
397945,60B60F-1H,Outside Diameter:14.760 in|Pitch Diameter:14.330 in|Caliper Diameter:13.861 in
397941,60B60F-2G,Outside Diameter:14.760 in|Pitch Diameter:14.330 in|Caliper Diameter:13.861 in
397910,50B21F-1H,Outside Diameter:4.520 in|Pitch Sprocket Diameter:4.194 in|Caliper Diameter:3.782 in
397951,60B27F-1C,Outside Diameter:6.870 in|Pitch Diameter:6.461 in|Caliper Diameter:5.980 in
397962,60B54F-1H,Outside Diameter:13.330 in|Pitch Diameter:12.889 in|Caliper Diameter:12.430 in
397995,80B13F-1C,Outside Diameter:4.660 in|Pitch Diameter:4.179 in|Caliper Diameter:3.523 in
397975,80B13F-1J,Outside Diameter:4.660 in|Pitch Diameter:4.179 in|Caliper Diameter:3.523 in
398003,80B17F-1H,Outside Diameter:5.950 in|Pitch Diameter:5.442 in|Caliper Diameter:4.794 in
397957,60B23F-1C,Outside Diameter:5.910 in|Pitch Diameter:5.508 in|Caliper Diameter:5.026 in
397966,200B22,Outside Diameter:18.890 in|Pitch Diameter:17.567 in|Caliper Diameter:16.005 in
397931,60B45F-1F,Outside Diameter:11.180 in|Pitch Diameter:10.752 in|Caliper Diameter:10.276 in
397987,140A28,Outside Diameter:16.580 in|Pitch Diameter:15.629 in|Caliper Diameter:14.629 in
398023,80B15F-1L,Outside Diameter:5.300 in|Pitch Diameter:4.810 in|Caliper Diameter:4.158 in
397979,80B14F-1R,Outside Diameter:4.980 in|Pitch Diameter:4.494 in|Caliper Diameter:3.869 in
397983,80B14F-1H,Outside Diameter:4.980 in|Pitch Diameter:4.494 in|Caliper Diameter:3.869 in
398015,60B18F-1G,Outside Diameter:4.700 in|Pitch Diameter:4.319 in|Caliper Diameter:3.850 in
398031,160A80,Outside Diameter:52.100 in|Pitch Diameter:50.942 in|Caliper Diameter:49.817 in
398073,140A40,Outside Diameter:23.290 in|Pitch Diameter:22.306 in|Caliper Diameter:21.306 in
1752441,40B29FJ,Outside Diameter:4.900 in|Pitch Diameter:4.625 in|Caliper Diameter:4.305 in
1752469,80B25F-2G,Outside Diameter:8.520 in|Pitch Diameter:7.979 in|Caliper Diameter:7.338 in
398067,80B10F-1D,Outside Diameter:3.680 in|Pitch Diameter:3.236 in|Caliper Diameter:2.611 in
1752445,60B9FJ,Outside Diameter:2.511 in|Pitch Diameter:2.193 in|Caliper Diameter:1.691 in
1752449,80B23F-1C,Outside Diameter:7.880 in|Pitch Diameter:7.344 in|Caliper Diameter:6.702 in
1752461,80B25F-1C,Outside Diameter:8.520 in|Pitch Diameter:7.979 in|Caliper Diameter:7.338 in
1752453,80B23F-1H,Outside Diameter:7.880 in|Pitch Diameter:7.344 in|Caliper Diameter:6.702 in
1752465,80B25F-1J,Outside Diameter:8.520 in|Pitch Diameter:7.979 in|Caliper Diameter:7.338 in
1752457,80B23F-2C,Outside Diameter:7.880 in|Pitch Diameter:7.344 in|Caliper Diameter:6.702 in
1752437,40B29F-1C,Outside Diameter:4.900 in|Pitch Diameter:4.625 in|Caliper Diameter:4.305 in
398054,50B33FL,Outside Diameter:6.920 in|Pitch Sprocket Diameter:6.575 in|Caliper Diameter:6.168 in
1752433,35B27F-1D,Outside Diameter:3.430 in|Pitch Diameter:3.230 in|Caliper Diameter:3.025 in
2305255,40B47F-1B,Outside Diameter:7.770 in|Pitch Diameter:7.486 in|Caliper Diameter:7.169 in
395768,50B19F-1D,Outside Diameter:4.120 in|Pitch Sprocket Diameter:3.798 in|Caliper Diameter:3.384 in
394709,35B26FP,Outside Diameter:3.310 in|Pitch Diameter:3.111 in|Caliper Diameter:2.911 in
396492,2042B8,Outside Diameter:3.010 in|Pitch Diameter:2.613 in|Caliper Diameter:1.988 in
395097,60B13F-1H,Outside Diameter:3.490 in|Pitch Diameter:3.134 in|Caliper Diameter:2.642 in
394628,40B20F-1D,Outside Diameter:3.460 in|Pitch Diameter:3.196 in|Caliper Diameter:2.883 in
396325,40B19F-1H,Outside Diameter:3.300 in|Pitch Diameter:3.038 in|Caliper Diameter:2.715 in
397190,60B20F-1B,Outside Diameter:5.190 in|Pitch Diameter:4.794 in|Caliper Diameter:4.325 in
397146,60B24F-1G,Outside Diameter:6.150 in|Pitch Diameter:5.746 in|Caliper Diameter:5.277 in
395023,80B22F-1H,Outside Diameter:7.560 in|Pitch Diameter:7.027 in|Caliper Diameter:6.402 in
397583,50B12FL,Outside Diameter:2.710 in|Pitch Sprocket Diameter:2.415 in|Caliper Diameter:2.015 in
397383,50B38F-1D,Outside Diameter:7.920 in|Pitch Sprocket Diameter:7.569 in|Caliper Diameter:7.169 in
394483,40B12FH,Outside Diameter:2.170 in|Pitch Diameter:1.932 in|Caliper Diameter:1.620 in
394520,40B15FL,Outside Diameter:2.650 in|Pitch Diameter:2.405 in|Caliper Diameter:2.079 in
394583,60B20F-1F,Outside Diameter:5.190 in|Pitch Diameter:4.794 in|Caliper Diameter:4.325 in
394717,35B16FJ,Outside Diameter:2.110 in|Pitch Diameter:1.922 in|Caliper Diameter:1.722 in
394607,160A18,Outside Diameter:12.540 in|Pitch Diameter:11.518 in|Caliper Diameter:10.393 in
394816,40B20F-1G,Outside Diameter:3.460 in|Pitch Diameter:3.196 in|Caliper Diameter:2.883 in
394885,50B17F-1C,Outside Diameter:3.720 in|Pitch Sprocket Diameter:3.401 in|Caliper Diameter:2.987 in
394926,41B14FL,Outside Diameter:2.490 in|Pitch Diameter:2.247 in|Caliper Diameter:1.941 in
395031,50B18FL,Outside Diameter:3.920 in|Pitch Sprocket Diameter:3.599 in|Caliper Diameter:3.199 in
394834,35B32F-1C,Outside Diameter:4.030 in|Pitch Diameter:3.826 in|Caliper Diameter:3.626 in
395073,40B30F-1G,Outside Diameter:5.060 in|Pitch Diameter:4.783 in|Caliper Diameter:4.471 in
394955,40B24F-1G,Outside Diameter:4.100 in|Pitch Diameter:3.831 in|Caliper Diameter:3.518 in
394729,35B13FL,Outside Diameter:1.750 in|Pitch Diameter:1.567 in|Caliper Diameter:1.356 in
395168,40B9FH,Outside Diameter:1.670 in|Pitch Diameter:1.462 in|Caliper Diameter:1.127 in
395566,140A48,Outside Diameter:27.750 in|Pitch Diameter:26.758 in|Caliper Diameter:25.758 in
395485,160A21,Outside Diameter:14.470 in|Pitch Diameter:13.420 in|Caliper Diameter:12.256 in
395648,100A28,Outside Diameter:11.840 in|Pitch Diameter:11.164 in|Caliper Diameter:10.414 in
395469,50B16F-1H,Outside Diameter:3.520 in|Pitch Sprocket Diameter:3.204 in|Caliper Diameter:2.804 in
395542,140A15,Outside Diameter:9.280 in|Pitch Diameter:8.418 in|Caliper Diameter:7.371 in
395698,160B15,Outside Diameter:10.610 in|Pitch Diameter:9.620 in|Caliper Diameter:8.442 in
395403,80B36F-1L,Outside Diameter:12.030 in|Pitch Diameter:11.474 in|Caliper Diameter:10.849 in
395686,140B12,Outside Diameter:7.580 in|Pitch Diameter:6.762 in|Caliper Diameter:5.762 in
395644,100A70,Outside Diameter:28.580 in|Pitch Diameter:27.861 in|Caliper Diameter:27.111 in
395652,200A30,Outside Diameter:25.290 in|Pitch Diameter:23.917 in|Caliper Diameter:22.355 in
395792,200B19,Outside Diameter:16.480 in|Pitch Diameter:15.190 in|Caliper Diameter:13.576 in
395840,160B27,Outside Diameter:18.310 in|Pitch Diameter:17.228 in|Caliper Diameter:16.073 in
395780,40B32FP,Outside Diameter:5.380 in|Pitch Diameter:5.101 in|Caliper Diameter:4.788 in
395719,160B14,Outside Diameter:9.960 in|Pitch Diameter:8.988 in|Caliper Diameter:7.863 in
395951,50B18FP,Outside Diameter:3.920 in|Pitch Sprocket Diameter:3.599 in|Caliper Diameter:3.199 in
395822,240B21,Outside Diameter:21.710 in|Pitch Diameter:20.129 in|Caliper Diameter:18.197 in
395971,40B22FJ,Outside Diameter:3.780 in|Pitch Diameter:3.513 in|Caliper Diameter:3.201 in
396124,2060B11,Outside Diameter:3.000 in|Pitch Diameter:2.773 in|Caliper Diameter:2.276 in
396009,100B45,Outside Diameter:18.630 in|Pitch Diameter:17.920 in|Caliper Diameter:17.159 in
396181,2040B25,Outside Diameter:4.260 in|Pitch Diameter:4.021 in|Caliper Diameter:3.701 in
396226,60B16FP,Outside Diameter:4.220 in|Pitch Diameter:3.845 in|Caliper Diameter:3.375 in
396464,2042A22,Outside Diameter:7.560 in|Pitch Diameter:7.027 in|Caliper Diameter:6.402 in
396504,2060A23,Outside Diameter:5.900 in|Pitch Diameter:5.560 in|Caliper Diameter:5.077 in
396316,2080B20,Outside Diameter:6.910 in|Pitch Diameter:6.472 in|Caliper Diameter:5.845 in
396801,100B40,Outside Diameter:16.630 in|Pitch Diameter:15.933 in|Caliper Diameter:15.183 in
396843,80B17F-1G,Outside Diameter:5.950 in|Pitch Diameter:5.442 in|Caliper Diameter:4.794 in
397116,60B22F-1B,Outside Diameter:5.670 in|Pitch Diameter:5.270 in|Caliper Diameter:4.801 in
397189,60B19F-1D,Outside Diameter:4.950 in|Pitch Diameter:4.557 in|Caliper Diameter:4.072 in
397282,60B28F-1J,Outside Diameter:7.110 in|Pitch Diameter:6.698 in|Caliper Diameter:6.229 in
397128,60B26F-1D,Outside Diameter:6.630 in|Pitch Diameter:6.222 in|Caliper Diameter:5.753 in
397338,2042B15,Outside Diameter:5.310 in|Pitch Diameter:4.810 in|Caliper Diameter:4.158 in
397294,60B27F-1D,Outside Diameter:6.870 in|Pitch Diameter:6.461 in|Caliper Diameter:5.980 in
397513,60B13F-1D,Outside Diameter:3.490 in|Pitch Diameter:3.134 in|Caliper Diameter:2.642 in
397153,2080B24,Outside Diameter:8.200 in|Pitch Diameter:7.727 in|Caliper Diameter:7.102 in
397373,50B38F-1B,Outside Diameter:7.920 in|Pitch Sprocket Diameter:7.569 in|Caliper Diameter:7.169 in
397403,50B60F-1G,Outside Diameter:12.300 in|Pitch Sprocket Diameter:11.942 in|Caliper Diameter:11.542 in
397598,80B28F-1D,Outside Diameter:9.480 in|Pitch Diameter:8.931 in|Caliper Diameter:8.306 in
394954,50B10F-1,Outside Diameter:2.300 in|Pitch Sprocket Diameter:2.023 in|Caliper Diameter:1.623 in
395848,80B12F-1G,Outside Diameter:4.330 in|Pitch Diameter:3.864 in|Caliper Diameter:3.239 in
396495,2060A22,Outside Diameter:5.670 in|Pitch Diameter:5.324 in|Caliper Diameter:4.855 in
396143,2052B22,Outside Diameter:9.440 in|Pitch Diameter:8.783 in|Caliper DIameter:8.033 in
396184,2040B19,Outside Diameter:3.290 in|Pitch Diameter:3.080 in|Caliper Diameter:2.757 in
396183,2040B17,Outside Diameter:2.970 in|Pitch Diameter:2.768 in|Caliper Diameter:2.444 in
397262,50B16F-1D,Outside Diameter:3.520 in|Pitch Sprocket Diameter:3.204 in|Caliper Diameter:2.804 in
397267,35B18F-1,Outside Diameter:2.350 in|Pitch Diameter:2.160 in|Caliper Diameter:1.960 in
394510,40B15F-1D,Outside Diameter:2.650 in|Pitch Diameter:2.405 in|Caliper Diameter:2.079 in
395577,100A14,Outside Diameter:6.230 in|Pitch Diameter:5.618 in|Caliper Diameter:4.868 in
398063,41B20FL,Outside Diameter:3.460 in|Pitch Diameter:3.196 in|Caliper Diameter:2.890 in
396620,50B38F-1H,Outside Diameter:7.920 in|Pitch Sprocket Diameter:7.569 in|Caliper Diameter:7.169 in
397893,40B12FL,Outside Diameter:2.170 in|Pitch Diameter:1.932 in|Caliper Diameter:1.620 in
397982,80B15F-1J,Outside Diameter:5.300 in|Pitch Diameter:4.810 in|Caliper Diameter:4.158 in
2305254,40B33FL,Outside Diameter:5.540 in|Pitch Diameter:5.260 in|Caliper Diameter:4.941 in
394489,40B19F-1G,Outside Diameter:3.300 in|Pitch Diameter:3.038 in|Caliper Diameter:2.715 in
394649,240B20,Outside Diameter:20.740 in|Pitch Diameter:19.177 in|Caliper Diameter:17.302 in
394714,35B14FL,Outside Diameter:1.870 in|Pitch Diameter:1.685 in|Caliper Diameter:1.485 in
394831,50B24F-1H,Outside Diameter:5.120 in|Pitch Sprocket Diameter:4.788 in|Caliper Diameter:4.388 in
394504,40B11FL,Outside Diameter:2.000 in|Pitch Diameter:1.775 in|Caliper Diameter:1.444 in
394799,35B54FJ,Outside Diameter:6.660 in|Pitch Diameter:6.449 in|Caliper Diameter:6.249 in
394839,35B40F-1B,Outside Diameter:4.990 in|Pitch Diameter:4.780 in|Caliper Diameter:4.580 in
394770,60B20F-1L,Outside Diameter:5.190 in|Pitch Diameter:4.794 in|Caliper Diameter:4.325 in
395057,50B20F-1H,Outside Diameter:4.320 in|Pitch Sprocket Diameter:3.995 in|Caliper Diameter:3.595 in
394804,35B60F-1C,Outside Diameter:7.380 in|Pitch Diameter:7.165 in|Caliper Diameter:6.965 in
395032,50B18F-1F,Outside Diameter:3.920 in|Pitch Sprocket Diameter:3.599 in|Caliper Diameter:3.199 in
394903,80B20F-1F,Outside Diameter:6.910 in|Pitch Diameter:6.392 in|Caliper Diameter:5.767 in
