id,catalog_number,chain_technical_data
396392,T50B24,Pitch:0.625 in|Chain Size:50-3 
396374,T60B21,Pitch:0.750 in|Chain Size:60-3 
396432,D80B24,Pitch:1.000 in|Chain Size:80-2 
396436,D80B21,Pitch:1.000 in|Chain Size:80-2 
396333,140A24,Pitch:1.750 in|Chain Size:140 
396416,D50B35,Pitch:0.625 in|Chain Size:50-2 
396440,50B30F-1F,Pitch:0.625 in|Chain Size:50 
396461,2042A20,Size:C2042 |Pitch:1.000 in|Inside Width :0.312 in|Roller Diameter :0.625 in
396465,60BTL48,Pitch:0.750 in|Chain Size:60 
396387,50B22F-1F,Pitch:0.625 in|Chain Size:50 
396448,D60B48,Pitch:0.750 in|Chain Size:60-2 
396444,T100B13,Pitch:1.250 in|Chain Size:100-3 
396420,50B34FP,Pitch:0.625 in|Chain Size:50 
396497,2052A25,Size:C2052 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.750 in
396469,2042A30,Size:C2042 |Pitch:1.000 in|Inside Width :0.312 in|Roller Diameter :0.625 in
396517,40BTL25,Pitch:0.500 in|Chain Size:40 
396493,2052A30,Size:C2052 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.750 in
396505,100A19,Pitch:1.250 in|Chain Size:100 
396521,60A31,Pitch:0.750 in|Chain Size:60 
396529,T80B22,Pitch:1.000 in|Chain Size:80-3 
396513,2050A24,Size:A2050/C2050 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.400 in
396485,2040A25,Size:A2040/C2040 |Pitch:1.000 in|Inside Width :0.312 in|Roller Diameter :0.313 in
396562,140A23,Pitch:1.750 in|Chain Size:140 
396525,T80B30,Pitch:1.000 in|Chain Size:80-3 
396545,2040B18,Size:A2040/C2040 |Pitch:1.000 in|Inside Width :0.312 in|Roller Diameter :0.313 in
396553,60B16F-1G,Pitch:0.750 in|Chain Size:60 
396557,35BTL18,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
396598,120F48,Pitch:1.500 in|Chain Size:120 
396578,D100B14,Pitch:1.250 in|Chain Size:100-2 
396627,140J54,Pitch:1.750 in|Chain Size:140 
396643,1.20E+30,Pitch:1.500 in|Chain Size:120 
396619,120F54,Pitch:1.500 in|Chain Size:120 
396651,D60B23,Pitch:0.750 in|Chain Size:60-2 
396606,1.00E+21,Pitch:1.250 in|Chain Size:100 
396639,100SF17,Pitch:1.250 in|Chain Size:100 
396708,80BTL25,Pitch:1.000 in|Chain Size:80 
396635,1.20E+21,Pitch:1.500 in|Chain Size:120 
396721,80SF54,Pitch:1.000 in|Chain Size:80 
396668,60B60F-1G,Pitch:0.750 in|Chain Size:60 
396725,80SK15,Pitch:1.000 in|Chain Size:80 
396712,80BTL21,Pitch:1.000 in|Chain Size:80 
396647,1.20E+25,Pitch:1.500 in|Chain Size:120 
396757,60SK26,Pitch:0.750 in|Chain Size:60 
396716,80SK16,Pitch:1.000 in|Chain Size:80 
396692,50B38F-1G,Pitch:0.625 in|Chain Size:50 
396696,80B36F-1H,Pitch:1.000 in|Chain Size:80 
396745,60SF48,Pitch:0.750 in|Chain Size:60 
396753,60SF96,Pitch:0.750 in|Chain Size:60 
396765,80SF36,Pitch:1.000 in|Chain Size:80 
396729,60A27,Pitch:0.750 in|Chain Size:60 
396737,50SK72,Pitch:0.625 in|Chain Size:50 
396741,50B12FP,Pitch:0.625 in|Chain Size:50 
396733,100C80,Pitch:1.250 in|Chain Size:100 
396773,80SF26,Pitch:1.000 in|Chain Size:80 
396785,40SDS60,Pitch:0.500 in|Chain Size:40 
396777,80B11F-1D,Pitch:1.000 in|Chain Size:80 
396798,160J35,Pitch:2.000 in|Chain Size:160 
396761,80SF32,Pitch:1.000 in|Chain Size:80 
396793,160M60,Pitch:2.000 in|Chain Size:160 
396814,120F40,Pitch:1.500 in|Chain Size:120 
396789,40SDS40,Pitch:0.500 in|Chain Size:40 
396806,35JA24,Pitch:0.375 in|Chain Size:35 
396827,40B25F-1D,Pitch:0.500 in|Chain Size:40 
396831,50JA12,Pitch:0.625 in|Chain Size:50 
396865,80B19F-2C,Pitch:1.000 in|Chain Size:80 
396852,80B20SS,Pitch:1.000 in|Chain Size:80.000 
396873,50B38F-1F,Pitch:0.625 in|Chain Size:50 
396861,60B22SS,Pitch:0.750 in|Chain Size:60 
396889,50BTL12,Pitch:0.625 in|Chain Size:50 
396810,80BTL15,Pitch:1.000 in|Chain Size:80 
396885,100BTL36,Pitch:1.250 in|Chain Size:100 
396802,35JA26,Pitch:0.375 in|Chain Size:35 
396909,80B36F-1C,Pitch:1.000 in|Chain Size:80 
396901,40B18SS,Pitch:0.500 in|Chain Size:40 
396857,35B21FH,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
396913,40B22SS,Pitch:0.500 in|Chain Size:40 
396905,40B13SS,Pitch:0.500 in|Chain Size:40 
396917,35B35SS,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
396930,50A26,Pitch:0.625 in|Chain Size:50 
396877,40BTL35,Pitch:0.500 in|Chain Size:40 
396897,100BTL54,Pitch:1.250 in|Chain Size:100 
396934,35B28FJ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
396938,50B26SS,Pitch:0.625 in|Chain Size:50 
396922,35B28SS,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
396893,80B36F-2R,Pitch:1.000 in|Chain Size:80 
396942,60B17SS,Pitch:0.750 in|Chain Size:60 
396835,40SK72,Pitch:0.500 in|Chain Size:40 
396954,50B10SS,Pitch:0.625 in|Chain Size:50 
396962,50B19SS,Pitch:0.625 in|Chain Size:50 
396950,50B25SS,Pitch:0.625 in|Chain Size:50 
396958,140B23,Pitch:1.750 in|Chain Size:140 
396966,60B12F-1D,Pitch:0.750 in|Chain Size:60 
397003,50BTL13,Pitch:0.625 in|Chain Size:50 
397020,40BTL16,Pitch:0.500 in|Chain Size:40 
396978,D80BTL21,Pitch:1.000 in|Chain Size:80-2 
397024,60BTL25,Pitch:0.750 in|Chain Size:60 
397068,35B19FH,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
397028,60BTL32,Pitch:0.750 in|Chain Size:60 
397032,120A26,Pitch:1.500 in|Chain Size:120 
397064,60B42F-2C,Pitch:0.750 in|Chain Size:60 
397081,80BTL32,Pitch:1.000 in|Chain Size:80 
396999,40BTL18,Pitch:0.500 in|Chain Size:40 
397072,D50ATL17,Pitch:0.625 in|Chain Size:50-2 
397105,D80B30,Pitch:1.000 in|Chain Size:80-2 
397048,40BTL60,Pitch:0.500 in|Chain Size:40 
397109,60B16F-1H,Pitch:0.750 in|Chain Size:60 
397085,D40BTL19,Pitch:0.500 in|Chain Size:40-2 
397007,40B16FJ,Pitch:0.500 in|Chain Size:40 
397036,80B21F-1C,Pitch:1.000 in|Chain Size:80 
397129,35B21FJ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
397138,2042B14,Size:C2042 |Pitch:1.000 in|Inside Width :0.312 in|Roller Diameter :0.625 in
397113,D80ATL14,Pitch:1.000 in|Chain Size:80-2 
397052,50BTL54,Pitch:0.625 in|Chain Size:50 
397125,60B24F-1R,Pitch:0.750 in|Chain Size:60 
397117,60B21F-1B,Pitch:0.750 in|Chain Size:60 
397150,40SH23,Pitch:0.500 in|Chain Size:40 
397076,80BTL45,Pitch:1.000 in|Chain Size:80 
397154,200A23,Pitch:2.500 in|Chain Size:200 
397089,60B22F-1J,Pitch:0.750 in|Chain Size:60 
397162,60B19F-1F,Pitch:0.750 in|Chain Size:60 
397142,60B23F-1G,Pitch:0.750 in|Chain Size:60 
397170,60B15F-1J,Pitch:0.750 in|Chain Size:60 
397178,60B16F-1D,Pitch:0.750 in|Chain Size:60 
397186,40B26FJ,Pitch:0.500 in|Chain Size:40 
397158,T80B15,Pitch:1.000 in|Chain Size:80-3 
397206,60B18F-1J,Pitch:0.750 in|Chain Size:60 
397214,80SF21,Pitch:1.000 in|Chain Size:80 
397218,60B35F-1H,Pitch:0.750 in|Chain Size:60 
397235,60B38F-1R,Pitch:0.750 in|Chain Size:60 
397248,60B40F-2C,Pitch:0.750 in|Chain Size:60 
397252,60B40F-1J,Pitch:0.750 in|Chain Size:60 
397210,60B18F-1C,Pitch:0.750 in|Chain Size:60 
397223,60B36F-1L,Pitch:0.750 in|Chain Size:60 
397231,80A42,Pitch:1.000 in|Chain Size:80 
397279,60B29F-1B,Pitch:0.750 in|Chain Size:60 
397239,60B35F-1C,Pitch:0.750 in|Chain Size:60 
397256,50B37F-1G,Pitch:0.625 in|Chain Size:50 
397283,2050B23,Size:A2050/C2050 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.400 in
397303,60B28F-1C,Pitch:0.750 in|Chain Size:60 
397202,60B17F-1D,Pitch:0.750 in|Chain Size:60 
397287,60B32F-1B,Pitch:0.750 in|Chain Size:60 
397198,60B17F-1L,Pitch:0.750 in|Chain Size:60 
397295,60B23F-1H,Pitch:0.750 in|Chain Size:60 
397314,180A15,Pitch:2.250 in|Chain Size:180 
397261,60B38F-1D,Pitch:0.750 in|Chain Size:60 
397318,120CTL45,Pitch:1.500 in|Chain Size:120 
397309,60B32F-1D,Pitch:0.750 in|Chain Size:60 
397339,50B13F-1D,Pitch:0.625 in|Chain Size:50 
397365,50B34F-1B,Pitch:0.625 in|Chain Size:50 
397326,60B30F-1H,Pitch:0.750 in|Chain Size:60 
397271,60B40F-1C,Pitch:0.750 in|Chain Size:60 
397343,50B34F-1F,Pitch:0.625 in|Chain Size:50 
397322,60B32F-1J,Pitch:0.750 in|Chain Size:60 
397375,50B37F-1R,Pitch:0.625 in|Chain Size:50 
397330,60B30F-1D,Pitch:0.750 in|Chain Size:60 
397355,50B33F-1F,Pitch:0.625 in|Chain Size:50 
397275,40B25SS,Pitch:0.500 in|Chain Size:40 
397388,50B36F-1H,Pitch:0.625 in|Chain Size:50 
397347,50B35F-1G,Pitch:0.625 in|Chain Size:50 
397404,50B28FL,Pitch:0.625 in|Chain Size:50 
397370,D40BTL20,Pitch:0.500 in|Chain Size:40-2 
397412,50B32F-1G,Pitch:0.625 in|Chain Size:50 
397424,60B10F-1,Pitch:0.750 in|Chain Size:60 
397428,35B28F-1B,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
397408,50B28F-1F,Pitch:0.625 in|Chain Size:50 
397459,25A21,Pitch:0.250 in|Chain Size:25 |Inside Width :0.125 in|Roller Diameter :0.130 in
397433,50B31F-1R,Pitch:0.625 in|Chain Size:50 
397482,50B55F-1H,Pitch:0.625 in|Chain Size:50 
397393,50B36F-1C,Pitch:0.625 in|Chain Size:50 
397476,60B11F-1B,Pitch:0.750 in|Chain Size:60 
397490,50B60F-1F,Pitch:0.625 in|Chain Size:50 
397467,60B10FP,Pitch:0.750 in|Chain Size:60 
397486,50B55F-1B,Pitch:0.625 in|Chain Size:50 
397443,60B48F-1R,Pitch:0.750 in|Chain Size:60 
397498,120A80,Pitch:1.500 in|Chain Size:120 
397522,50B45SS,Pitch:0.625 in|Chain Size:50 
397471,50B9FJ,Pitch:0.625 in|Chain Size:50 
397530,50B40FL,Pitch:0.625 in|Chain Size:50 
397518,60B12FP,Pitch:0.750 in|Chain Size:60 
397526,60B13FL,Pitch:0.750 in|Chain Size:60 
397514,60B13F-1F,Pitch:0.750 in|Chain Size:60 
397552,40B25FJ,Pitch:0.500 in|Chain Size:40 
397560,50B50F-1B,Pitch:0.625 in|Chain Size:50 
397510,60B15F-1C,Pitch:0.750 in|Chain Size:60 
397544,35BTL21,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
397556,50B40F-1F,Pitch:0.625 in|Chain Size:50 
397548,50B14SS,Pitch:0.625 in|Chain Size:50 
397540,T100B15,Pitch:1.250 in|Chain Size:100-3 
397595,80B25F-1R,Pitch:1.000 in|Chain Size:80 
397502,2062B8,Size:C2062 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.875 in
397587,80B12F-1D,Pitch:1.000 in|Chain Size:80 
397591,80B27F-1R,Pitch:1.000 in|Chain Size:80 
397570,50B50F-1C,Pitch:0.625 in|Chain Size:50 
397624,80B30F-1R,Pitch:1.000 in|Chain Size:80 
397603,80B27F-2G,Pitch:1.000 in|Chain Size:80 
397620,80B36F-1D,Pitch:1.000 in|Chain Size:80 
397616,80B26F-1J,Pitch:1.000 in|Chain Size:80 
397636,80B28F-1L,Pitch:1.000 in|Chain Size:80 
397579,50B45F-1C,Pitch:0.625 in|Chain Size:50 
397662,80B21F-1F,Pitch:1.000 in|Chain Size:80 
397640,80B28F-1G,Pitch:1.000 in|Chain Size:80 
397612,80B26F-2C,Pitch:1.000 in|Chain Size:80 
397666,80B20F-2R,Pitch:1.000 in|Chain Size:80 
397649,80B30F-1D,Pitch:1.000 in|Chain Size:80 
397682,180A14,Pitch:2.250 in|Chain Size:180 
397654,80B20F-2C,Pitch:1.000 in|Chain Size:80 
397719,D35B18,Pitch:0.375 in|Chain Size:35-2 |Inside Width :0.188 in|Roller Diameter :0.200 in
397695,80B24F-1G,Pitch:1.000 in|Chain Size:80 
397707,D50B17,Pitch:0.625 in|Chain Size:50-2 
397690,80B22F-2R,Pitch:1.000 in|Chain Size:80 
397723,D35B60,Pitch:0.375 in|Chain Size:35-2 |Inside Width :0.188 in|Roller Diameter :0.200 in
397670,80B18F-2C,Pitch:1.000 in|Chain Size:80 
397739,D35B13,Pitch:0.375 in|Chain Size:35-2 |Inside Width :0.188 in|Roller Diameter :0.200 in
397674,2050B25,Size:A2050/C2050 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.400 in
397747,40B21FP,Pitch:0.500 in|Chain Size:40 
397686,80B24F-1D,Pitch:1.000 in|Chain Size:80 
397763,D40B16,Pitch:0.500 in|Chain Size:40-2 
397715,D35B22,Pitch:0.375 in|Chain Size:35-2 |Inside Width :0.188 in|Roller Diameter :0.200 in
397751,D40B60,Pitch:0.500 in|Chain Size:40-2 
397731,D35B19,Pitch:0.375 in|Chain Size:35-2 |Inside Width :0.188 in|Roller Diameter :0.200 in
397727,60SDS18,Pitch:0.750 in|Chain Size:60 
397779,D100B21,Pitch:1.250 in|Chain Size:100-2 
397703,80B21F-1G,Pitch:1.000 in|Chain Size:80 
397795,80B60F-2G,Pitch:1.000 in|Chain Size:80 
397759,80B22F-1F,Pitch:1.000 in|Chain Size:80 
397743,D160B21,Pitch:2.000 in|Chain Size:160-2 
397787,D100B9,Pitch:1.250 in|Chain Size:100-2 
397818,50B34F-1H,Pitch:0.625 in|Chain Size:50 
397775,D40B22,Pitch:0.500 in|Chain Size:40-2 
397771,D40B40,Pitch:0.500 in|Chain Size:40-2 
397831,160A19,Pitch:2.000 in|Chain Size:160 
397839,40B15FH,Pitch:0.500 in|Chain Size:40 
397822,80B14F-1P,Pitch:1.000 in|Chain Size:80 
397860,40B50F-1H,Pitch:0.500 in|Chain Size:40 
397885,60BTL26,Pitch:0.750 in|Chain Size:60 
397923,60B42F-1R,Pitch:0.750 in|Chain Size:60 
397914,60B45F-1R,Pitch:0.750 in|Chain Size:60 
397918,40B42FP,Pitch:0.500 in|Chain Size:40 
397945,60B60F-1H,Pitch:0.750 in|Chain Size:60 
397941,60B60F-2G,Pitch:0.750 in|Chain Size:60 
397910,50B21F-1H,Pitch:0.625 in|Chain Size:50 
397927,35A35,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
397951,60B27F-1C,Pitch:0.750 in|Chain Size:60 
397962,60B54F-1H,Pitch:0.750 in|Chain Size:60 
397995,80B13F-1C,Pitch:1.000 in|Chain Size:80 
397975,80B13F-1J,Pitch:1.000 in|Chain Size:80 
398003,80B17F-1H,Pitch:1.000 in|Chain Size:80 
397957,60B23F-1C,Pitch:0.750 in|Chain Size:60 
397966,200B22,Pitch:2.500 in|Chain Size:200 
397931,60B45F-1F,Pitch:0.750 in|Chain Size:60 
397987,140A28,Pitch:1.750 in|Chain Size:140 
398023,80B15F-1L,Pitch:1.000 in|Chain Size:80 
397999,1.20E+20,Pitch:1.500 in|Chain Size:120 
398011,80B34,Pitch:1.000 in|Chain Size:80 
397979,80B14F-1R,Pitch:1.000 in|Chain Size:80 
397983,80B14F-1H,Pitch:1.000 in|Chain Size:80 
398015,60B18F-1G,Pitch:0.750 in|Chain Size:60 
1752580,1.40E+20,Pitch:1.750 in|Chain Size:140 
1752596,160F15,Pitch:2.000 in|Chain Size:160 
1752576,1.40E+16,Pitch:1.750 in|Chain Size:140 
1752600,160F19,Pitch:2.000 in|Chain Size:160 
1752612,35JA22,Pitch:0.375 in|Chain Size:35 
1752604,160F23,Pitch:2.000 in|Chain Size:160 
1752628,50SF84,Pitch:0.625 in|Chain Size:50 
1752592,140SF11,Pitch:1.750 in|Chain Size:140 
398031,160A80,Pitch:2.000 in|Chain Size:160 
398039,40A12,Pitch:0.500 in|Chain Size:40 
398073,140A40,Pitch:1.750 in|Chain Size:140 
1752424,50A47,Pitch:0.625 in|Chain Size:50 
1752441,40B29FJ,Pitch:0.500 in|Chain Size:40 
398058,60A35,Pitch:0.750 in|Chain Size:60 
1752469,80B25F-2G,Pitch:1.000 in|Chain Size:80 
398067,80B10F-1D,Pitch:1.000 in|Chain Size:80 
1752445,60B9FJ,Pitch:0.750 in|Chain Size:60 
1752449,80B23F-1C,Pitch:1.000 in|Chain Size:80 
1752461,80B25F-1C,Pitch:1.000 in|Chain Size:80 
1752453,80B23F-1H,Pitch:1.000 in|Chain Size:80 
1752465,80B25F-1J,Pitch:1.000 in|Chain Size:80 
1752457,80B23F-2C,Pitch:1.000 in|Chain Size:80 
1752437,40B29F-1C,Pitch:0.500 in|Chain Size:40 
398054,50B33FL,Pitch:0.625 in|Chain Size:50 
1752433,35B27F-1D,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
1752577,1.40E+17,Pitch:1.750 in|Chain Size:140 
1752597,160F16,Pitch:2.000 in|Chain Size:160 
1752605,160F24,Pitch:2.000 in|Chain Size:160 
1752585,140F23,Pitch:1.750 in|Chain Size:140 
1752593,140SF12,Pitch:1.750 in|Chain Size:140 
1752601,160F20,Pitch:2.000 in|Chain Size:160 
1752617,35SH36,Pitch:0.375 in|Chain Size:35 
1752609,160J28,Pitch:2.000 in|Chain Size:160 
1752613,35JA23,Pitch:0.375 in|Chain Size:35 
1752589,140F30,Pitch:1.750 in|Chain Size:140 
2305255,40B47F-1B,Pitch:0.500 in|Chain Size:40 
395768,50B19F-1D,Pitch:0.625 in|Chain Size:50 
394709,35B26FP,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
397010,40BTL30,Pitch:0.500 in|Chain Size:40 
396492,2042B8,Size:C2042 |Pitch:1.000 in|Inside Width :0.312 in|Roller Diameter :0.625 in
395097,60B13F-1H,Pitch:0.750 in|Chain Size:60 
394628,40B20F-1D,Pitch:0.500 in|Chain Size:40 
394604,50A36,Pitch:0.625 in|Chain Size:50 
394936,T40B36,Pitch:0.500 in|Chain Size:40-3 
396010,50A32,Pitch:0.625 in|Chain Size:50 
396325,40B19F-1H,Pitch:0.500 in|Chain Size:40 
397190,60B20F-1B,Pitch:0.750 in|Chain Size:60 
397783,D100B13,Pitch:1.250 in|Chain Size:100-2 
395452,D40B24,Pitch:0.500 in|Chain Size:40-2 
397146,60B24F-1G,Pitch:0.750 in|Chain Size:60 
395023,80B22F-1H,Pitch:1.000 in|Chain Size:80 
397583,50B12FL,Pitch:0.625 in|Chain Size:50 
397383,50B38F-1D,Pitch:0.625 in|Chain Size:50 
396869,60B35SS,Pitch:0.750 in|Chain Size:60 
394483,40B12FH,Pitch:0.500 in|Chain Size:40 
394520,40B15FL,Pitch:0.500 in|Chain Size:40 
394583,60B20F-1F,Pitch:0.750 in|Chain Size:60 
394717,35B16FJ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
394607,160A18,Pitch:2.000 in|Chain Size:160 
394816,40B20F-1G,Pitch:0.500 in|Chain Size:40 
394885,50B17F-1C,Pitch:0.625 in|Chain Size:50 
394926,41B14FL,Pitch:0.500 in|Chain Size:41 
394898,40A20,Pitch:0.500 in|Chain Size:40 
395031,50B18FL,Pitch:0.625 in|Chain Size:50 
394742,35A16,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
394834,35B32F-1C,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
395126,40A18,Pitch:0.500 in|Chain Size:40 
394902,120A70,Pitch:1.500 in|Chain Size:120 
395073,40B30F-1G,Pitch:0.500 in|Chain Size:40 
395143,T80B25,Pitch:1.000 in|Chain Size:80-3 
394955,40B24F-1G,Pitch:0.500 in|Chain Size:40 
395164,D80B12,Pitch:1.000 in|Chain Size:80-2 
395229,60SDS17,Pitch:0.750 in|Chain Size:60 
395304,80A34,Pitch:1.000 in|Chain Size:80 
395252,D80BTL20,Pitch:1.000 in|Chain Size:80-2 
394729,35B13FL,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
395168,40B9FH,Pitch:0.500 in|Chain Size:40 
394922,40BTL42,Pitch:0.500 in|Chain Size:40 
395308,80A28,Pitch:1.000 in|Chain Size:80 
395566,140A48,Pitch:1.750 in|Chain Size:140 
395485,160A21,Pitch:2.000 in|Chain Size:160 
395648,100A28,Pitch:1.250 in|Chain Size:100 
395469,50B16F-1H,Pitch:0.625 in|Chain Size:50 
395542,140A15,Pitch:1.750 in|Chain Size:140 
395698,160B15,Pitch:2.000 in|Chain Size:160 
395732,50A23,Pitch:0.625 in|Chain Size:50 
395489,120A25,Pitch:1.500 in|Chain Size:120 
395403,80B36F-1L,Pitch:1.000 in|Chain Size:80 
395760,120B36,Pitch:1.500 in|Chain Size:120 
395764,D60B35,Pitch:0.750 in|Chain Size:60-2 
395686,140B12,Pitch:1.750 in|Chain Size:140 
395644,100A70,Pitch:1.250 in|Chain Size:100 
395652,200A30,Pitch:2.500 in|Chain Size:200 
395898,60A22,Pitch:0.750 in|Chain Size:60 
395792,200B19,Pitch:2.500 in|Chain Size:200 
395906,60B52,Pitch:0.750 in|Chain Size:60 
395840,160B27,Pitch:2.000 in|Chain Size:160 
395736,D40B25,Pitch:0.500 in|Chain Size:40-2 
395967,80B32,Pitch:1.000 in|Chain Size:80 
395780,40B32FP,Pitch:0.500 in|Chain Size:40 
395719,160B14,Pitch:2.000 in|Chain Size:160 
395951,50B18FP,Pitch:0.625 in|Chain Size:50 
395822,240B21,Pitch:3.000 in|Chain Size:240 
396082,25A32,Pitch:0.250 in|Chain Size:25 |Inside Width :0.125 in|Roller Diameter :0.130 in
395971,40B22FJ,Pitch:0.500 in|Chain Size:40 
396042,50A70,Pitch:0.625 in|Chain Size:50 
396124,2060B11,Size:A2060/C2060 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.469 in
396009,100B45,Pitch:1.250 in|Chain Size:100 
396259,25B26SS,Pitch:0.250 in|Chain Size:25 |Inside Width :0.125 in|Roller Diameter :0.130 in
396144,D100B16,Pitch:1.250 in|Chain Size:100-2 
396344,T40B30,Pitch:0.500 in|Chain Size:40-3 
396181,2040B25,Size:A2040/C2040 |Pitch:1.000 in|Inside Width :0.312 in|Roller Diameter :0.313 in
396365,80BTL60,Pitch:1.000 in|Chain Size:80 
396226,60B16FP,Pitch:0.750 in|Chain Size:60 
396381,50JA15,Pitch:0.625 in|Chain Size:50 
396464,2042A22,Size:C2042 |Pitch:1.000 in|Inside Width :0.312 in|Roller Diameter :0.625 in
396504,2060A23,Size:A2060/C2060 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.469 in
396435,D80B20,Pitch:1.000 in|Chain Size:80-2 
396460,D80B13,Pitch:1.000 in|Chain Size:80-2 
396403,D60B16,Pitch:0.750 in|Chain Size:60-2 
396443,D80B36,Pitch:1.000 in|Chain Size:80-2 
396288,50SDS35,Pitch:0.625 in|Chain Size:50 
396385,T50B17,Pitch:0.625 in|Chain Size:50-3 
396316,2080B20,Size:C2080/A2080 |Pitch:2.000 in|Inside Width :0.625 in|Roller Diameter :0.625 in
396675,80B18SS,Pitch:1.000 in|Chain Size:80.000 
396687,50BTL42,Pitch:0.625 in|Chain Size:50 
396764,80SF40,Pitch:1.000 in|Chain Size:80 
396728,80A16,Pitch:1.000 in|Chain Size:80 
396707,80BTL24,Pitch:1.000 in|Chain Size:80 
396801,100B40,Pitch:1.250 in|Chain Size:100 
396699,40A50,Pitch:0.500 in|Chain Size:40 
397035,D100B17,Pitch:1.250 in|Chain Size:100-2 
396768,80SF23,Pitch:1.000 in|Chain Size:80 
396662,40B20SS,Pitch:0.500 in|Chain Size:40 
396843,80B17F-1G,Pitch:1.000 in|Chain Size:80 
397019,40BTL15,Pitch:0.500 in|Chain Size:40 
397084,D40BTL18,Pitch:0.500 in|Chain Size:40-2 
397006,T100B19,Pitch:1.250 in|Chain Size:100-3 
396872,35BTL19,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
397116,60B22F-1B,Pitch:0.750 in|Chain Size:60 
396896,120CTL70,Pitch:1.500 in|Chain Size:120 
397067,D50BTL20,Pitch:0.625 in|Chain Size:50-2 
397189,60B19F-1D,Pitch:0.750 in|Chain Size:60 
397063,D40BTL23,Pitch:0.500 in|Chain Size:40-2 
397051,50BTL48,Pitch:0.625 in|Chain Size:50 
397047,40BTL45,Pitch:0.500 in|Chain Size:40 
397282,60B28F-1J,Pitch:0.750 in|Chain Size:60 
397128,60B26F-1D,Pitch:0.750 in|Chain Size:60 
397338,2042B15,Size:C2042 |Pitch:1.000 in|Inside Width :0.312 in|Roller Diameter :0.625 in
397325,D80B14,Pitch:1.000 in|Chain Size:80-2 
397294,60B27F-1D,Pitch:0.750 in|Chain Size:60 
397513,60B13F-1D,Pitch:0.750 in|Chain Size:60 
397153,2080B24,Size:C2080/A2080 |Pitch:2.000 in|Inside Width :0.625 in|Roller Diameter :0.625 in
397373,50B38F-1B,Pitch:0.625 in|Chain Size:50 
397403,50B60F-1G,Pitch:0.625 in|Chain Size:50 
397598,80B28F-1D,Pitch:1.000 in|Chain Size:80 
822926,80B35,Pitch:1.000 in|Chain Size:80 
394954,50B10F-1,Pitch:0.625 in|Chain Size:50 
394893,T60B26,Pitch:0.750 in|Chain Size:60-3 
395848,80B12F-1G,Pitch:1.000 in|Chain Size:80 
396495,2060A22,Size:A2060/C2060 |Pitch:1.500 in|Inside Width :0.500 in|Roller Diameter :0.469 in
396915,40B26SS,Pitch:0.500 in|Chain Size:40 
395909,60B49,Pitch:0.750 in|Chain Size:60 
396143,2052B22,Size:C2052 |Pitch:1.250 in|Inside Width :0.375 in|Roller Diameter :0.750 in
396048,60B80,Pitch:0.750 in|Chain Size:60 
394711,35A32,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
397713,T60B25,Pitch:0.750 in|Chain Size:60-3 
396184,2040B19,Size:A2040/C2040 |Pitch:1.000 in|Inside Width :0.312 in|Roller Diameter :0.313 in
396183,2040B17,Size:A2040/C2040 |Pitch:1.000 in|Inside Width :0.312 in|Roller Diameter :0.313 in
397262,50B16F-1D,Pitch:0.625 in|Chain Size:50 
397267,35B18F-1,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in
396879,40A31,Pitch:0.500 in|Chain Size:40 
