main_image,catalog_number,specifications,chain_technical_data,sprocket_diameters,locking_bolts,id
http://chains.ustsubaki.com/ImgMedium/a2154.jpg,CV-2,L - Dimension:7.090 in|H - Dimension:4.330 in|B - Dimension:4.720 to 5.940 in,,,,398086
http://chains.ustsubaki.com/ImgMedium/cc_bs2.png,BS65-65,"Torque:1158.0 lb·ft 1570.0 N·m|Inner Race Max. Overrunning Speed:340 rpm|Drag Torque:2.891 lb·ft 3.92 N·m|A (Overall Length):3.543 in 90.00 mm|B (Diameter):6.299 in 160.00 mm|C (Inside Width):3.346 in 85.00 mm|D (Bolt Circle Diameter):5.512 in 140.00 mm|E (Inner Race O.D.):3.543 in 90.00 mm|S (Thread Depth):0.787 in 20.00 mm|H-M (Size x Pitch No. of Tapped Holes, Qt.):M10 x P1.5 (6) |Weight (Approx.):28.600 lb 13.000 kg",,,,2304754
http://chains.ustsubaki.com/ImgMedium/cc_bs2.png,BS50-45,"Torque:578.0 lb·ft 784.0 N·m|Inner Race Max. Overrunning Speed:300 rpm|Drag Torque:0.723 lb·ft 0.98 N·m|A (Overall Length):2.638 in 67.00 mm|B (Diameter):4.921 in 125.00 mm|C (Inside Width):2.638 in 67.00 mm|D (Bolt Circle Diameter):4.331 in 110.00 mm|E (Inner Race O.D.):2.756 in 70.00 mm|S (Thread Depth):0.630 in 16.00 mm|H-M (Size x Pitch No. of Tapped Holes, Qt.):M8 x P1.25 (4) |Weight (Approx.):10.340 lb 4.700 kg",,,,2304738
http://chains.ustsubaki.com/ImgMedium/a2153.jpg,CV-1,L - Dimension:3.940 in|H - Dimension:2.560 in|B - Dimension:3.700 to 4.530 in,,,,398098
,D120B23,Stock Bore Diameter:1.500 in|Hub Diameter:6.500 in|LTB:4.000 in|Style:B |No. Teeth:23 |Outside Diameter:11.810 in|Pitch Diameter:11.016 in|Caliper Diameter:10.115 in|Max. Bore:4.000 in|Weight:75.000 lb|Tooth Nominal Width:0.894 in|Hardened Teeth:Yes ,Pitch:1.500 in|Chain Size:120-2 ,,,397834
http://chains.ustsubaki.com/ImgMedium/BR20.jpg,BR98HT-R200C-155,Torque:19914.1 lb·ft 27000.0 N·m|Min. Inner Race Overrunning Speed:230 rpm|Max. Inner Race Overrunning Speed:2100 rpm|Max. Engagement:110 rpm|Bore Size:6.102 in 155.00 mm|A (Inner Race Width):3.150 in 80.00 mm|B (Outer Race Width):3.150 in 80.00 mm|C (Outer Race O.D.):12.205 in 310.00 mm|D (Outer Race I.D.):9.449 in 240.00 mm|E (Inner Race O.D.):8.150 in 207.00 mm|G (Bolt Circle Diameter):10.945 in 278.00 mm|Q-R (Mounting Holes Quantity - Size):12-M16 |S-T (Removed Holes Quantity - Size):2-M16 |F (Cam Width):2.480 in 63.00 mm|Weight:72.600 lb 33.000 kg|H (Housing Bore Min.):9.055 in 230.00 mm|M (Counter Bore Depth Max.):0.295 in 7.50 mm|N (Chamfer):0.079 in 2.00 mm,,,,2304710
http://chains.ustsubaki.com/ImgMedium/cc_bs2.png,BS75-65,"Torque:1807.0 lb·ft 2450.0 N·m|Inner Race Max. Overrunning Speed:300 rpm|Drag Torque:4.337 lb·ft 5.88 N·m|A (Overall Length):3.543 in 90.00 mm|B (Diameter):6.693 in 170.00 mm|C (Inside Width):3.346 in 85.00 mm|D (Bolt Circle Diameter):5.906 in 150.00 mm|E (Inner Race O.D.):3.937 in 100.00 mm|S (Thread Depth):0.787 in 20.00 mm|H-M (Size x Pitch No. of Tapped Holes, Qt.):M10 x P1.5 (6) |Weight (Approx.):32.340 lb 14.700 kg",,,,2304766
http://chains.ustsubaki.com/ImgMedium/cc_bs2.png,BS50-1D,"Torque:578.0 lb·ft 784.0 N·m|Inner Race Max. Overrunning Speed:300 rpm|Drag Torque:0.723 lb·ft 0.98 N·m|A (Overall Length):2.638 in 67.00 mm|B (Diameter):4.921 in 125.00 mm|C (Inside Width):2.638 in 67.00 mm|D (Bolt Circle Diameter):4.331 in 110.00 mm|E (Inner Race O.D.):2.756 in 70.00 mm|S (Thread Depth):0.630 in 16.00 mm|H-M (Size x Pitch No. of Tapped Holes, Qt.):M8 x P1.25 (4) |Weight (Approx.):10.340 lb 4.700 kg",,,,2304730
http://chains.ustsubaki.com/ImgMedium/BR20.jpg,BR58HT-R101B-70,Torque:1327.6 lb·ft 1800.0 N·m|Min. Inner Race Overrunning Speed:550 rpm|Max. Inner Race Overrunning Speed:3600 rpm|Max. Engagement:260 rpm|Bore Size:2.756 in 70.00 mm|A (Inner Race Width):1.969 in 50.00 mm|B (Outer Race Width):1.969 in 50.00 mm|C (Outer Race O.D.):6.890 in 175.00 mm|D (Outer Race I.D.):4.921 in 125.00 mm|E (Inner Race O.D.):3.937 in 100.00 mm|G (Bolt Circle Diameter):6.102 in 155.00 mm|Q-R (Mounting Holes Quantity - Size):8-M10 |S-T (Removed Holes Quantity - Size):2-M10 |F (Cam Width):0.984 in 25.00 mm|Weight:14.740 lb 6.700 kg|H (Housing Bore Min.):4.606 in 117.00 mm|M (Counter Bore Depth Max.):0.453 in 11.50 mm|N (Chamfer):0.039 in 1.00 mm,,,,2304678
http://chains.ustsubaki.com/ImgMedium/cc_bs2.png,BS75-2L,"Torque:1807.0 lb·ft 2450.0 N·m|Inner Race Max. Overrunning Speed:300 rpm|Drag Torque:4.337 lb·ft 5.88 N·m|A (Overall Length):3.543 in 90.00 mm|B (Diameter):6.693 in 170.00 mm|C (Inside Width):3.346 in 85.00 mm|D (Bolt Circle Diameter):5.906 in 150.00 mm|E (Inner Race O.D.):3.937 in 100.00 mm|S (Thread Depth):0.787 in 20.00 mm|H-M (Size x Pitch No. of Tapped Holes, Qt.):M10 x P1.5 (6) |Weight (Approx.):32.340 lb 14.700 kg",,,,2304762
http://chains.ustsubaki.com/ImgMedium/cc_bs2.png,BS95-2R,"Torque:5782.5 lb·ft 7840.0 N·m|Inner Race Max. Overrunning Speed:250 rpm|Drag Torque:7.228 lb·ft 9.80 N·m|A (Overall Length):4.528 in 115.00 mm|B (Diameter):9.055 in 230.00 mm|C (Inside Width):4.331 in 110.00 mm|D (Bolt Circle Diameter):7.874 in 200.00 mm|E (Inner Race O.D.):5.118 in 130.00 mm|S (Thread Depth):1.181 in 30.00 mm|H-M (Size x Pitch No. of Tapped Holes, Qt.):M14 x P2.0 (6) |Weight (Approx.):70.840 lb 32.200 kg",,,,2304790
http://chains.ustsubaki.com/ImgMedium/cc_bs2.png,BS85-85,"Torque:4336.9 lb·ft 5880.0 N·m|Inner Race Max. Overrunning Speed:300 rpm|Drag Torque:5.782 lb·ft 7.84 N·m|A (Overall Length):4.528 in 115.00 mm|B (Diameter):8.268 in 210.00 mm|C (Inside Width):4.331 in 110.00 mm|D (Bolt Circle Diameter):7.283 in 185.00 mm|E (Inner Race O.D.):4.528 in 115.00 mm|S (Thread Depth):1.181 in 30.00 mm|H-M (Size x Pitch No. of Tapped Holes, Qt.):M12 x P1.75 (6) |Weight (Approx.):59.840 lb 27.200 kg",,,,2304782
http://chains.ustsubaki.com/ImgMedium/Cam-Clutch-BSEU-Series.jpg,BSEU90-85,Torque Capacity:3467.0 lb·ft 4700.0 N·m|Max. Overrunning Speed:250 rpm|Bore Size:3.346 in 85.00 mm|Inner Race Keyway:22 x 5.4 mm |D (Diameter):7.480 in 190.00 mm|D2:4.724 in 120.00 mm|L1 (Overall Width):2.480 in 63.00 mm|L (Width):0.787 in 20.00 mm|B (Tab Width):3.150 in 80.00 mm|F (End to Center-Line):6.496 in 165.00 mm|b (Slot Width):0.787 in 20.00 mm|N (Slot Height):1.575 in 40.00 mm|E:0.591 in 15.00 mm|J (Chamfer):0.079 in 2.00 mm|Weight (Approx.):22.000 lb 10.000 kg,,,,2304814
http://chains.ustsubaki.com/ImgMedium/Cam-Clutch-BB-Series_.jpg,BB30KK,"Torque Capacity:103.3 lb·ft 140.0 N·m|Max. Overrunning Inner Race:2000 rpm|Max. Overrunning Outer Race:1100 rpm|Drag Torque:0.022 lb·ft 0.03 N·m|Construction:Metal shield on one side, retainer on other side. Keyway on inside and outside diameter of Cam Clutch. Includes both keys. |A (Overall Width):0.630 in 16.00 mm|B (Overall Diameter):2.441 in 62.00 mm|C (Bore Size):1.181 in 30.00 mm|D (Outer Race I.D.):2.228 in 55.00 mm|S (Chamfer):0.039 in 1.00 mm|Dynamic Bearing Loads:2675 lbf 11900 N|Static Bearing Loads:1776 lbf 7900 N|Key Inner Race:8 x 5 x 16 |Key Outer Race:6 x 4 x 16 |Weight:0.500 lb 0.230 kg",,,,2304998
http://chains.ustsubaki.com/ImgMedium/Cam-Clutch-TSS-Series.jpg,TSS10,Bore Size:0.394 in 10.00 mm|Torque Capacity:8.9 lb·ft 12.0 N·m|Max. Overrunning Inner Race:4500 rpm|Max. Overrunning Outer Race:2300 rpm|Drag Torque:0.005 lb·ft 0.01 N·m|Keyway:3 x 1.4 mm |A (Overall Width):0.354 in 9.00 mm|B (Overall Diameter):1.181 in 30.00 mm|C (Outer Race I.D.):1.063 in 27.00 mm|D (Inner Race I.D.):0.614 in 15.60 mm|E (Offset):0.024 in 0.60 mm|F (Chamfer):0.024 in 0.60 mm|Weight:0.059 lb 0.027 kg,,,,2305114
,40B33FL,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:33 |Finished Bore Diameter:0.750 in|Max. Bore:2.250 in|Weight:3.030 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:5.540 in|Pitch Diameter:5.260 in|Caliper Diameter:4.941 in,,2305254
http://chains.ustsubaki.com/ImgMedium/Cam-Clutch-TSS-Series.jpg,TSS45,Bore Size:1.772 in 45.00 mm|Torque Capacity:255.9 lb·ft 347.0 N·m|Max. Overrunning Inner Race:1300 rpm|Max. Overrunning Outer Race:650 rpm|Drag Torque:0.155 lb·ft 0.21 N·m|Keyway:14 x 2.1 mm |A (Overall Width):0.748 in 19.00 mm|B (Overall Diameter):3.346 in 85.00 mm|C (Outer Race I.D.):2.972 in 75.50 mm|D (Inner Race I.D.):2.244 in 57.00 mm|E (Offset):0.047 in 1.20 mm|F (Chamfer):0.039 in 1.00 mm|Weight:1.089 lb 0.495 kg,,,,2305122
http://chains.ustsubaki.com/ImgMedium/MZ20.jpg,MZ70-65,Bore Size:65.00 mm|Bore Keyway:18 x 4.4 mm |Torque Capacity:2242.2 lb·ft 3040.0 N·m|Drag Torque:0.937 lb·ft 1.27 N·m|Max. Overrunning Shaft:1300 rpm|Max. Overrunning Outer Race:250 rpm|Max. Indexing:150 cpm|A (Overall Width):4.134 in 105.00 mm|B (Overall Diameter):6.890 in 175.00 mm|C (Overall Race Width):4.055 in 103.00 mm|D (Pitch Circle Diameter):6.378 in 162.00 mm|E (Outer Race I.D.):5.709 in 145.00 mm|F (Inner Race O.D.):3.740 in 95.00 mm|G (Counter Bore Depth):0.339 in 8.60 mm|S (Thread Depth):0.630 in 16.00 mm|H (Quantity):8 |M (Size x Pitch):M8x1.25 |Weight:29.040 lb 13.200 kg,,,,2305042
http://chains.ustsubaki.com/ImgMedium/PB.jpg,PBUS8-25-RH,Bore Size:1.000 in|Torque Capacity:418.9 lb·ft 568.0 N·m|Max. Overrunning Inner Race:1200 rpm|Max. Overrunning Outer Race:650 rpm|Drag Torque:0.214 lb·ft 0.29 N·m|Max. Indexing:150 cpm|Rotation:Right hand rotation |Keyseat:8 x 3.8 mm |A (Overall Width):3.560 in 90.49 mm|B (Overall Diameter):3.270 in 83.00 mm|C (Hub Diameter):1.750/1.749 in 44.45/44.42 mm|D (Outer Race O.D.):1.750 in 44.45 mm|E (Clutch O.D.):1.770 in 45.00 mm|F (Hub Length):1.437 in 36.51 mm|G (Clutch Length):1.875 in 47.63 mm|J (Groove Position):1.315 in 33.4 mm|M (Groove I.D.):1.696 in 42.82 mm|P (Groove Width):0.056 in 1.42 mm|L (Outer Key Length):1.000 in 25.40 mm|K (Outer Key Dimensions):0.250 x 0.125 in 6.35 x 3.18 mm|N (Set Screw Location):0.236 in 6.00 mm|Lubrication Filler Plug:M6 x P1.0 |Set Screw:1/4-28 x 1/4 |Weight:1.600 kg 3.527 lb,,,,2305098
http://chains.ustsubaki.com/ImgMedium/MZ20.jpg,MZ20-L,"Bore Size:0.750 in|Bore Keyway:3/16 x 3/32"" |Torque Capacity:238.2 lb·ft 323.0 N·m|Drag Torque:0.214 lb·ft 0.29 N·m|Max. Overrunning Shaft:1900 rpm|Max. Overrunning Outer Race:700 rpm|Max. Indexing:150 cpm|A (Overall Width):2.638 in 67.00 mm|B (Overall Diameter):3.150 in 80.00 mm|C (Overall Race Width):2.559 in 65.00 mm|D (Pitch Circle Diameter):2.677 in 68.00 mm|E (Outer Race I.D.):2.165 in 55.00 mm|F (Inner Race O.D.):1.181 in 30.00 mm|G (Counter Bore Depth):0.299 in 7.60 mm|S (Thread Depth):0.472 in 12.00 mm|H (Quantity):6 |M (Size x Pitch):M6x1 |Weight:4.400 lb 2.000 kg",,,,2305026
http://chains.ustsubaki.com/ImgMedium/e142.jpg,160TL1,"Weight:4.000 lb|Use Bushing:3020 |D:5.250 in|P:5.000 in|L:2.000 in|T:1.125 in|Information:TAPER-LOCK type W weld-on hubs are
designed for use in applications such as
welding to plate sprockets, pulleys, and
agitators. They are made of steel, drilled,
tapped, and taper bored for TAPER-LOCK
bushings. ",,,,389948
http://chains.ustsubaki.com/ImgMedium/e142.jpg,35TL1,"Weight:0.800 lb|Use Bushing:1610 |D:3.000 in|P:2.875 in|L:1.000 in|T:0.141 in|Information:TAPER-LOCK type W weld-on hubs are
designed for use in applications such as
welding to plate sprockets, pulleys, and
agitators. They are made of steel, drilled,
tapped, and taper bored for TAPER-LOCK
bushings. ",,,,389968
http://chains.ustsubaki.com/ImgMedium/a1632.jpg,100FW,Type :C |Weight:14.600 lb|Use Bushing:F |D:7.000 in|P:6.625 in|L:2.500 in|T:0.688 in,,,,390729
http://chains.ustsubaki.com/ImgMedium/AL-Series-Leaf-chain.jpg,AL1266,P - Pitch:1.500 in|Lacing:6x6 |Min. Tensile Strength:95000 lb|S - Hole Diameter:0.439 in|Approx. Weight:7.070 lb/ft,,,,391602
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL534,Lacing:3x4 |P - Pitch:0.625 in|Min. Tensile Strength:13200 lb|ASME/ANSI Min. Tensile Strength:11000 lb|S - Hole Diameter:0.236 in|Approx. Weight:1.140 lb/ft,,,,391660
http://chains.ustsubaki.com/ImgMedium/BL-Series-Leaf-chain.jpg,BL866,Lacing:6x6 |P - Pitch:1.000 in|Min. Tensile Strength:69500 lb|ASME/ANSI Min. Tensile Strength:57000 lb|S - Hole Diameter:0.377 in|Approx. Weight:5.070 lb/ft,,,,392495
,60B15T,No. Teeth:15 |Outside Diameter:3.979 in|Suggested Tightener:1 |ANSI Chain No.:60 |Hub Diameter:2.688 in|LTB:1.062 in|Bushed Bore Diameter:0.875 in|Tooth Nom. Thickness:0.459 in|Hardened Teeth:Yes |Weight:2.500 lb,,,,394420
,D80B10,Stock Bore Diameter:1.000 in|Hub Diameter:2.563 in|LTB:2.750 in|Style:B |No. Teeth:10 |Outside Diameter:3.680 in|Pitch Diameter:3.236 in|Caliper Diameter:2.611 in|Max. Bore:1.500 in|Weight:3.500 lb|Tooth Nominal Width:0.557 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80-2 ,,,394555
http://chains.ustsubaki.com/ImgMedium/a1907.jpg,C2040VRP-R4LS,,,,,394438
http://chains.ustsubaki.com/ImgMedium/a1907.jpg,C2060VRP-R4LS,,,,,394426
,40B19F-1G,Hub Diameter:2.500 in|LTB:1.000 in|Style:B |No. Teeth:19 |Finished Bore Diameter:1.438 in|Max. Bore:1.750 in|Weight:1.170 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:3.300 in|Pitch Diameter:3.038 in|Caliper Diameter:2.715 in,,394489
http://chains.ustsubaki.com/ImgMedium/Double-Single-Spkt.jpg,DS100A15,Pitch:1.250 in|No. Teeth:15 |Outside Diameter:6.630 in|Plain Bore:1.250 in|Max. Bore:3.062 in|LTB:2.688 in|C:2.000 in|D:4.594 in|Weight:16.800 lb|Tooth Nominal Width:0.692 in|Hardened Teeth:Yes ,,,,394673
,240B20,Stock Bore Diameter:1.500 in|Hub Diameter:8.000 in|LTB:4.125 in|Style:B |No. Teeth:20 |Max. Bore:5.500 in|Weight:169.000 lb|Tooth Nominal Width:1.738 in|Hardened Teeth:Yes ,Pitch:3.000 in|Chain Size:240 ,Outside Diameter:20.740 in|Pitch Diameter:19.177 in|Caliper Diameter:17.302 in,,394649
,35B14FL,Hub Diameter:1.250 in|LTB:0.750 in|Style:B |No. Teeth:14 |Finished Bore Diameter:0.750 in|Max. Bore:0.875 in|Weight:0.250 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:1.870 in|Pitch Diameter:1.685 in|Caliper Diameter:1.485 in,,394714
,25A48,,Pitch:0.250 in|Chain Size:25 |Inside Width :0.125 in|Roller Diameter :0.130 in,,,394690
,50B24F-1H,Hub Diameter:3.000 in|LTB:1.250 in|Style:B |No. Teeth:24 |Finished Bore Diameter:1.500 in|Max. Bore:2.000 in|Weight:3.000 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:5.120 in|Pitch Sprocket Diameter:4.788 in|Caliper Diameter:4.388 in,,394831
,40B11FL,Hub Diameter:1.375 in|LTB:0.875 in|Style:B |No. Teeth:11 |Finished Bore Diameter:0.750 in|Max. Bore:0.875 in|Weight:0.280 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:2.000 in|Pitch Diameter:1.775 in|Caliper Diameter:1.444 in,,394504
,35B54FJ,Hub Diameter:2.250 in|LTB:1.000 in|Style:B |No. Teeth:54 |Finished Bore Diameter:0.625 in|Max. Bore:1.500 in|Weight:2.200 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:6.660 in|Pitch Diameter:6.449 in|Caliper Diameter:6.249 in,,394799
,35B40F-1B,Hub Diameter:2.250 in|LTB:1.000 in|Style:B |No. Teeth:40 |Finished Bore Diameter:1.125 in|Max. Bore:1.500 in|Weight:1.620 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:4.990 in|Pitch Diameter:4.780 in|Caliper Diameter:4.580 in,,394839
,60B20F-1L,Hub Diameter:3.875 in|LTB:1.250 in|Style:B |No. Teeth:20 |Finished Bore Diameter:1.750 in|Max. Bore:2.625 in|Weight:3.900 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:5.190 in|Pitch Diameter:4.794 in|Caliper Diameter:4.325 in,,394770
,120B18,Stock Bore Diameter:1.250 in|Hub Diameter:5.250 in|LTB:2.375 in|Style:B |No. Teeth:18 |Outside Diameter:9.410 in|Pitch Diameter:8.639 in|Caliper Diameter:7.764 in|Max. Bore:3.500 in|Weight:22.200 lb|Tooth Nominal Width:0.924 in|Hardened Teeth:Yes ,Pitch:1.500 in|Chain Size:120 ,,,395011
,50B20F-1H,Hub Diameter:3.000 in|LTB:1.000 in|Style:B |No. Teeth:20 |Finished Bore Diameter:1.500 in|Max. Bore:2.000 in|Weight:2.100 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:4.320 in|Pitch Sprocket Diameter:3.995 in|Caliper Diameter:3.595 in,,395057
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,40SK84,Hub Diameter:3.875 in|LTB:1.250 in|Style:B |No. Teeth:84 |Outside Diameter:13.660 in|Pitch Diameter:13.372 in|Caliper Diameter:13.059 in|Max. Bore:2.625 in|Weight:11.560 lb|Tooth Nominal Width:0.284 in,Pitch:0.500 in|Chain Size:40 ,,,394760
,35B60F-1C,Hub Diameter:2.250 in|LTB:1.000 in|Style:B |No. Teeth:60 |Finished Bore Diameter:1.188 in|Max. Bore:1.500 in|Weight:2.480 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,Outside Diameter:7.380 in|Pitch Diameter:7.165 in|Caliper Diameter:6.965 in,,394804
,50B18F-1F,Hub Diameter:2.875 in|LTB:1.000 in|Style:B |No. Teeth:18 |Finished Bore Diameter:1.375 in|Max. Bore:1.875 in|Weight:1.900 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:3.920 in|Pitch Sprocket Diameter:3.599 in|Caliper Diameter:3.199 in,,395032
,80B20F-1F,Hub Diameter:4.250 in|LTB:1.500 in|Style:B |No. Teeth:20 |Finished Bore Diameter:1.375 in|Max. Bore:2.750 in|Weight:8.000 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:6.910 in|Pitch Diameter:6.392 in|Caliper Diameter:5.767 in,,394903
,60B34,Stock Bore Diameter:1.000 in|Hub Diameter:4.000 in|LTB:1.250 in|Style:B |No. Teeth:34 |Outside Diameter:8.540 in|Pitch Diameter:8.129 in|Caliper Diameter:7.660 in|Max. Bore:2.750 in|Weight:8.800 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,,,395148
,40B36F-1H,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:36 |Finished Bore Diameter:1.500 in|Max. Bore:2.250 in|Weight:3.390 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:6.020 in|Pitch Diameter:5.737 in|Caliper Diameter:5.425 in,,395070
,40B28F-1D,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:28 |Finished Bore Diameter:1.250 in|Max. Bore:2.250 in|Weight:2.500 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.740 in|Pitch Diameter:4.465 in|Caliper Diameter:4.153 in,,395123
,41B13FH,Hub Diameter:1.563 in|LTB:0.875 in|Style:B |No. Teeth:13 |Finished Bore Diameter:0.500 in|Max. Bore:0.500 in|Weight:0.430 lb|Tooth Nominal Width:0.227 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:41 ,Outside Diameter:2.330 in|Pitch Diameter:2.089 in|Caliper Diameter:1.768 in,,395187
,40B32F-1G,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:32 |Finished Bore Diameter:1.438 in|Max. Bore:2.250 in|Weight:3.000 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:5.380 in|Pitch Diameter:5.101 in|Caliper Diameter:4.788 in,,395152
,80A70,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:70 |Outside Diameter:22.870 in|Pitch Diameter:22.289 in|Caliper Diameter:21.644 in|Weight:59.800 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,,,395273
,41B12FL,Hub Diameter:1.563 in|LTB:0.875 in|Style:B |No. Teeth:12 |Finished Bore Diameter:0.750 in|Max. Bore:0.750 in|Weight:0.330 lb|Tooth Nominal Width:0.227 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:41 ,Outside Diameter:2.170 in|Pitch Diameter:1.932 in|Caliper Diameter:1.626 in,,395169
,120B32,Stock Bore Diameter:1.375 in|Hub Diameter:6.000 in|LTB:2.500 in|Style:B |No. Teeth:32 |Outside Diameter:16.130 in|Pitch Diameter:15.303 in|Caliper Diameter:14.428 in|Max. Bore:4.000 in|Weight:57.000 lb|Tooth Nominal Width:0.924 in|Hardened Teeth:Yes ,Pitch:1.500 in|Chain Size:120 ,,,394960
,50B24F-1G,Hub Diameter:3.000 in|LTB:1.250 in|Style:B |No. Teeth:24 |Finished Bore Diameter:1.438 in|Max. Bore:2.000 in|Weight:3.000 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:5.120 in|Pitch Sprocket Diameter:4.788 in|Caliper Diameter:4.388 in,,395343
,80A112,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:112 |Outside Diameter:36.240 in|Pitch Diameter:35.655 in|Caliper Diameter:35.030 in|Weight:166.000 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,,,395462
http://chains.ustsubaki.com/ImgMedium/Double-Single-Spkt.jpg,DS60A17,Pitch:0.750 in|No. Teeth:17 |Outside Diameter:4.460 in|Plain Bore:0.750 in|Max. Bore:2.250 in|LTB:1.938 in|C:1.484 in|D:3.25 in|Weight:5.300 lb|Tooth Nominal Width:0.459 in|Hardened Teeth:Yes ,,,,395375
,80BTL70,Hub Diameter:5.250 in|LTB:2.000 in|Style:B |No. Teeth:70 |Outside Diameter:22.867 in|Pitch Diameter:22.289 in|Caliper Diameter:21.644 in|Max. Bore:3.000 in|Weight:52.300 lb|Tooth Nom. Width:0.575 in|Hardened Teeth:Yes ,Pitch:1.000 in|Chain Size:80 ,,,395645
,160B19,Stock Bore Diameter:1.500 in|Hub Diameter:7.000 in|LTB:2.750 in|Style:B |No. Teeth:19 |Max. Bore:5.250 in|Weight:52.000 lb|Tooth Nominal Width:1.156 in|Hardened Teeth:Yes ,Pitch:2.000 in|Chain Size:160 ,Outside Diameter:13.190 in|Pitch Diameter:12.152 in|Caliper Diameter:10.985 in,,395699
,25A40,,Pitch:0.250 in|Chain Size:25 |Inside Width :0.125 in|Roller Diameter :0.130 in,,,395683
,50BTL60,Hub Diameter:3.563 in|LTB:1.250 in|Style:B |No. Teeth:60 |Outside Diameter:12.301 in|Pitch Diameter:11.942 in|Caliper Diameter:11.542 in|Max. Bore:2.000 in|Weight:10.800 lb|Tooth Nominal Width:0.343 in,Pitch:0.625 in|Chain Size:50 ,,,395765
,40B96,Stock Bore Diameter:0.750 in|Hub Diameter:4.000 in|LTB:1.250 in|Style:B |No. Teeth:96 |Outside Diameter:15.570 in|Pitch Diameter:15.282 in|Caliper Diameter:14.969 in|Max. Bore:2.750 in|Weight:17.560 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,,,395363
,160A45,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:45 |Weight:204.000 lb|Tooth Nominal Width:1.156 in|Hardened Teeth:Yes ,Pitch:2.000 in|Chain Size:160 ,Outside Diameter:29.800 in|Pitch Diameter:28.672 in|Caliper Diameter:27.529 in,,395478
,50A112,Stock Bore Diameter:0.938 in|Style:A |No. Teeth:112 |Outside Diameter:22.650 in|Pitch Diameter:22.284 in|Caliper Diameter:21.884 in|Weight:37.700 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,,,395757
