id,catalog_number,factors
5075972,239/750KYMBW906A,e - ISO Factor:0.16 |Y0 - ISO Factor:4.23 |Y1 - ISO Factor:6.3 |Y2 - ISO Factor:4.14 |Reference Thermal Speed Rating (Grease):310 |Reference Thermal Speed Rating (Oil):350 |Cg - Geometry Factor:0.1329 
5076296,2MM9104WI,Limiting Speed (Grease):37100 rpm|Limiting Speed (Oil):74200 rpm
5076277,2MM9108WI,Limiting Speed (Grease):19900 rpm|Limiting Speed (Oil):39800 rpm
5076287,2MM9115WI,Limiting Speed (Grease):11000 rpm|Limiting Speed (Oil):22000 rpm
5076375,226W,Limiting Speed (Grease):1390 rpm|Limiting Speed (Oil):1670 rpm
5076379,306W,Limiting Speed (Grease):4900 rpm|Limiting Speed (Oil):5880 rpm
5076364,304W,Limiting Speed (Grease):6940 rpm|Limiting Speed (Oil):8330 rpm
5076384,307W,Limiting Speed (Grease):4350 rpm|Limiting Speed (Oil):5220 rpm
5077000,239/500YMBW509C08C3,e - ISO Factor:0.16 |Y0 - ISO Factor:4.13 |Y1 - ISO Factor:6.15 |Y2 - ISO Factor:4.04 |Reference Thermal Speed Rating (Grease):520 |Reference Thermal Speed Rating (Oil):610 |Cg - Geometry Factor:0.1027 
5076949,23088KYMBW906AC2,e - ISO Factor:0.22 |Y0 - ISO Factor:3.04 |Y1 - ISO Factor:4.53 |Y2 - ISO Factor:2.97 |Reference Thermal Speed Rating (Grease):590 |Reference Thermal Speed Rating (Oil):680 |Cg - Geometry Factor:0.0963 
5077001,240/530YMBW33W45AC3,e - ISO Factor:0.28 |Y0 - ISO Factor:2.37 |Y1 - ISO Factor:3.53 |Y2 - ISO Factor:2.32 |Reference Thermal Speed Rating (Grease):320 |Reference Thermal Speed Rating (Oil):350 |Cg - Geometry Factor:0.1082 
5077027,23096YMBW507C08C3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):600 |Cg - Geometry Factor:0.1015 
5077033,230/560YMBW509C08C2,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):430 |Reference Thermal Speed Rating (Oil):490 |Cg - Geometry Factor:0.1119 
5077037,230/560YMBW509AC08,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):430 |Reference Thermal Speed Rating (Oil):490 |Cg - Geometry Factor:0.1119 
5077036,230/560YMBW507C08C3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):430 |Reference Thermal Speed Rating (Oil):490 |Cg - Geometry Factor:0.1119 
5077051,231/530KYMBW906A,e - ISO Factor:0.3 |Y0 - ISO Factor:2.27 |Y1 - ISO Factor:3.38 |Y2 - ISO Factor:2.22 |Reference Thermal Speed Rating (Grease):310 |Reference Thermal Speed Rating (Oil):340 |Cg - Geometry Factor:0.1109 
5077035,230/560YMBW507C08,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):430 |Reference Thermal Speed Rating (Oil):490 |Cg - Geometry Factor:0.1119 
5077032,230/560YMBW509C08,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):430 |Reference Thermal Speed Rating (Oil):490 |Cg - Geometry Factor:0.1119 
5077053,231/530KYMBW37W906AC3,e - ISO Factor:0.3 |Y0 - ISO Factor:2.27 |Y1 - ISO Factor:3.38 |Y2 - ISO Factor:2.22 |Reference Thermal Speed Rating (Grease):310 |Reference Thermal Speed Rating (Oil):340 |Cg - Geometry Factor:0.1109 
5077054,231/530KYMBW37W906AC4,e - ISO Factor:0.3 |Y0 - ISO Factor:2.27 |Y1 - ISO Factor:3.38 |Y2 - ISO Factor:2.22 |Reference Thermal Speed Rating (Grease):310 |Reference Thermal Speed Rating (Oil):340 |Cg - Geometry Factor:0.1109 
5077050,23188KYMBW25DW906A,e - ISO Factor:0.3 |Y0 - ISO Factor:2.26 |Y1 - ISO Factor:3.37 |Y2 - ISO Factor:2.21 |Reference Thermal Speed Rating (Grease):410 |Reference Thermal Speed Rating (Oil):450 |Cg - Geometry Factor:0.0984 
5077049,23188KYMBW906AC3,e - ISO Factor:0.3 |Y0 - ISO Factor:2.26 |Y1 - ISO Factor:3.37 |Y2 - ISO Factor:2.21 |Reference Thermal Speed Rating (Grease):410 |Reference Thermal Speed Rating (Oil):450 |Cg - Geometry Factor:0.0984 
5077056,23272YMBW33W45AW84,e - ISO Factor:0.35 |Y0 - ISO Factor:1.95 |Y1 - ISO Factor:2.91 |Y2 - ISO Factor:1.91 |Reference Thermal Speed Rating (Grease):410 |Reference Thermal Speed Rating (Oil):450 |Cg - Geometry Factor:0.0891 
5077034,230/560YMBW509C08C3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):430 |Reference Thermal Speed Rating (Oil):490 |Cg - Geometry Factor:0.1119 
5077058,23272YMBW33W45AC3,e - ISO Factor:0.35 |Y0 - ISO Factor:1.95 |Y1 - ISO Factor:2.91 |Y2 - ISO Factor:1.91 |Reference Thermal Speed Rating (Grease):410 |Reference Thermal Speed Rating (Oil):450 |Cg - Geometry Factor:0.0891 
5077059,232/500YMBW33W45A,e - ISO Factor:0.36 |Y0 - ISO Factor:1.9 |Y1 - ISO Factor:2.83 |Y2 - ISO Factor:1.86 |Reference Thermal Speed Rating (Grease):250 |Reference Thermal Speed Rating (Oil):260 |Cg - Geometry Factor:0.11 
5077103,280RU91OD1268R7,Reference Thermal Speed Rating (Grease):620 |Reference Thermal Speed Rating (Oil):680 |Cg - Geometry Factor:0.2008 
5077104,280RU91OE1792R3,Reference Thermal Speed Rating (Grease):620 |Reference Thermal Speed Rating (Oil):680 |Cg - Geometry Factor:0.2008 
5077102,280RU91OD1268R3,Reference Thermal Speed Rating (Grease):620 |Reference Thermal Speed Rating (Oil):680 |Cg - Geometry Factor:0.2008 
5077211,203K,Limiting Speed (Grease):10530 rpm|Limiting Speed (Oil):12280 rpm
5077052,231/530KYMBW37W906A,e - ISO Factor:0.3 |Y0 - ISO Factor:2.27 |Y1 - ISO Factor:3.38 |Y2 - ISO Factor:2.22 |Reference Thermal Speed Rating (Grease):310 |Reference Thermal Speed Rating (Oil):340 |Cg - Geometry Factor:0.1109 
5077461,309W,Limiting Speed (Grease):3450 rpm|Limiting Speed (Oil):4140 rpm
5077457,308W,Limiting Speed (Grease):3850 rpm|Limiting Speed (Oil):4620 rpm
5077913,240/530KYMBW33W45A,e - ISO Factor:0.28 |Y0 - ISO Factor:2.37 |Y1 - ISO Factor:3.53 |Y2 - ISO Factor:2.32 |Reference Thermal Speed Rating (Grease):320 |Reference Thermal Speed Rating (Oil):350 |Cg - Geometry Factor:0.1082 
5078018,230/670KYMBW507C08,e - ISO Factor:0.22 |Y0 - ISO Factor:3.12 |Y1 - ISO Factor:4.65 |Y2 - ISO Factor:3.05 |Reference Thermal Speed Rating (Grease):330 |Reference Thermal Speed Rating (Oil):380 |Cg - Geometry Factor:0.1257 
5077833,7312WN,Limiting Speed (Grease):3690 rpm|Limiting Speed (Oil):4220 rpm
5077465,310W,Limiting Speed (Grease):3130 rpm|Limiting Speed (Oil):3750 rpm
5077952,231/530KYMBW906AC3,e - ISO Factor:0.3 |Y0 - ISO Factor:2.27 |Y1 - ISO Factor:3.38 |Y2 - ISO Factor:2.22 |Reference Thermal Speed Rating (Grease):310 |Reference Thermal Speed Rating (Oil):340 |Cg - Geometry Factor:0.1109 
5078302,24084YMBW33W45AC3,e - ISO Factor:0.29 |Y0 - ISO Factor:2.37 |Y1 - ISO Factor:3.52 |Y2 - ISO Factor:2.31 |Reference Thermal Speed Rating (Grease):440 |Reference Thermal Speed Rating (Oil):490 |Cg - Geometry Factor:0.0934 
5078306,241/600KYMBW33C3,e - ISO Factor:0.35 |Y0 - ISO Factor:1.95 |Y1 - ISO Factor:2.9 |Y2 - ISO Factor:1.9 |Reference Thermal Speed Rating (Grease):150 |Reference Thermal Speed Rating (Oil):160 |Cg - Geometry Factor:0.1189 
5078315,239/850YMBW507C08,e - ISO Factor:0.15 |Y0 - ISO Factor:4.4 |Y1 - ISO Factor:6.56 |Y2 - ISO Factor:4.31 |Reference Thermal Speed Rating (Grease):260 |Reference Thermal Speed Rating (Oil):300 |Cg - Geometry Factor:0.1435 
5078314,239/850YMBW509C08C3,e - ISO Factor:0.15 |Y0 - ISO Factor:4.4 |Y1 - ISO Factor:6.56 |Y2 - ISO Factor:4.31 |Reference Thermal Speed Rating (Grease):260 |Reference Thermal Speed Rating (Oil):300 |Cg - Geometry Factor:0.1435 
5078319,239/850KYMBW40IW534,e - ISO Factor:0.15 |Y0 - ISO Factor:4.4 |Y1 - ISO Factor:6.56 |Y2 - ISO Factor:4.31 |Reference Thermal Speed Rating (Grease):260 |Reference Thermal Speed Rating (Oil):300 |Cg - Geometry Factor:0.1435 
5078301,241/560YMBW33W45A,e - ISO Factor:0.36 |Y0 - ISO Factor:1.87 |Y1 - ISO Factor:2.78 |Y2 - ISO Factor:1.83 |Reference Thermal Speed Rating (Grease):160 |Reference Thermal Speed Rating (Oil):170 |Cg - Geometry Factor:0.1149 
5078331,23272KYMBW906AC3,e - ISO Factor:0.35 |Y0 - ISO Factor:1.95 |Y1 - ISO Factor:2.91 |Y2 - ISO Factor:1.91 |Reference Thermal Speed Rating (Grease):410 |Reference Thermal Speed Rating (Oil):450 |Cg - Geometry Factor:0.0891 
5078321,239/850KYMBW906AC3,e - ISO Factor:0.15 |Y0 - ISO Factor:4.4 |Y1 - ISO Factor:6.56 |Y2 - ISO Factor:4.31 |Reference Thermal Speed Rating (Grease):260 |Reference Thermal Speed Rating (Oil):300 |Cg - Geometry Factor:0.1435 
5078317,23996YMBW507C08C3,e - ISO Factor:0.17 |Y0 - ISO Factor:3.99 |Y1 - ISO Factor:5.94 |Y2 - ISO Factor:3.9 |Reference Thermal Speed Rating (Grease):550 |Reference Thermal Speed Rating (Oil):640 |Cg - Geometry Factor:0.1005 
5078320,239/850KYMBW906A,e - ISO Factor:0.15 |Y0 - ISO Factor:4.4 |Y1 - ISO Factor:6.56 |Y2 - ISO Factor:4.31 |Reference Thermal Speed Rating (Grease):260 |Reference Thermal Speed Rating (Oil):300 |Cg - Geometry Factor:0.1435 
5078305,240/560YMBW33W45A,e - ISO Factor:0.28 |Y0 - ISO Factor:2.42 |Y1 - ISO Factor:3.6 |Y2 - ISO Factor:2.37 |Reference Thermal Speed Rating (Grease):300 |Reference Thermal Speed Rating (Oil):330 |Cg - Geometry Factor:0.1121 
5078333,232/500KYMBW906A,e - ISO Factor:0.36 |Y0 - ISO Factor:1.9 |Y1 - ISO Factor:2.83 |Y2 - ISO Factor:1.86 |Reference Thermal Speed Rating (Grease):250 |Reference Thermal Speed Rating (Oil):260 |Cg - Geometry Factor:0.11 
5078332,23276YMBW507C08C3,e - ISO Factor:0.34 |Y0 - ISO Factor:1.98 |Y1 - ISO Factor:2.95 |Y2 - ISO Factor:1.94 |Reference Thermal Speed Rating (Grease):390 |Reference Thermal Speed Rating (Oil):420 |Cg - Geometry Factor:0.0919 
5078318,239/630KYMBW906A,e - ISO Factor:0.17 |Y0 - ISO Factor:4.02 |Y1 - ISO Factor:5.99 |Y2 - ISO Factor:3.93 |Reference Thermal Speed Rating (Grease):380 |Reference Thermal Speed Rating (Oil):440 |Cg - Geometry Factor:0.1191 
5078304,240/560YMBW33W45AC3,e - ISO Factor:0.28 |Y0 - ISO Factor:2.42 |Y1 - ISO Factor:3.6 |Y2 - ISO Factor:2.37 |Reference Thermal Speed Rating (Grease):300 |Reference Thermal Speed Rating (Oil):330 |Cg - Geometry Factor:0.1121 
5078322,239/530YMBW507C08,e - ISO Factor:0.16 |Y0 - ISO Factor:4.11 |Y1 - ISO Factor:6.12 |Y2 - ISO Factor:4.02 |Reference Thermal Speed Rating (Grease):480 |Reference Thermal Speed Rating (Oil):560 |Cg - Geometry Factor:0.1066 
5078316,239/630YMBW507C08,e - ISO Factor:0.17 |Y0 - ISO Factor:4.02 |Y1 - ISO Factor:5.99 |Y2 - ISO Factor:3.93 |Reference Thermal Speed Rating (Grease):380 |Reference Thermal Speed Rating (Oil):440 |Cg - Geometry Factor:0.1191 
5078323,239/530KYMBW507C08,e - ISO Factor:0.16 |Y0 - ISO Factor:4.11 |Y1 - ISO Factor:6.12 |Y2 - ISO Factor:4.02 |Reference Thermal Speed Rating (Grease):480 |Reference Thermal Speed Rating (Oil):560 |Cg - Geometry Factor:0.1066 
5078336,232/530KYMBW906A,e - ISO Factor:0.35 |Y0 - ISO Factor:1.91 |Y1 - ISO Factor:2.85 |Y2 - ISO Factor:1.87 |Reference Thermal Speed Rating (Grease):230 |Reference Thermal Speed Rating (Oil):240 |Cg - Geometry Factor:0.1145 
5078335,232/500KYMBW906AC4,e - ISO Factor:0.36 |Y0 - ISO Factor:1.9 |Y1 - ISO Factor:2.83 |Y2 - ISO Factor:1.86 |Reference Thermal Speed Rating (Grease):250 |Reference Thermal Speed Rating (Oil):260 |Cg - Geometry Factor:0.11 
5078343,23284KYMBW507C08C3,e - ISO Factor:0.35 |Y0 - ISO Factor:1.9 |Y1 - ISO Factor:2.83 |Y2 - ISO Factor:1.86 |Reference Thermal Speed Rating (Grease):330 |Reference Thermal Speed Rating (Oil):360 |Cg - Geometry Factor:0.0979 
5078334,232/500KYMBW906AC3,e - ISO Factor:0.36 |Y0 - ISO Factor:1.9 |Y1 - ISO Factor:2.83 |Y2 - ISO Factor:1.86 |Reference Thermal Speed Rating (Grease):250 |Reference Thermal Speed Rating (Oil):260 |Cg - Geometry Factor:0.11 
5078345,23284KYMBW906AC3,e - ISO Factor:0.35 |Y0 - ISO Factor:1.9 |Y1 - ISO Factor:2.83 |Y2 - ISO Factor:1.86 |Reference Thermal Speed Rating (Grease):330 |Reference Thermal Speed Rating (Oil):360 |Cg - Geometry Factor:0.0979 
5078342,239/560YMBW507C08,e - ISO Factor:0.16 |Y0 - ISO Factor:4.21 |Y1 - ISO Factor:6.27 |Y2 - ISO Factor:4.12 |Reference Thermal Speed Rating (Grease):450 |Reference Thermal Speed Rating (Oil):530 |Cg - Geometry Factor:0.1099 
5078346,239/560KYMBW507C08,e - ISO Factor:0.16 |Y0 - ISO Factor:4.21 |Y1 - ISO Factor:6.27 |Y2 - ISO Factor:4.12 |Reference Thermal Speed Rating (Grease):450 |Reference Thermal Speed Rating (Oil):530 |Cg - Geometry Factor:0.1099 
5078348,23276KYMBW906AC3,e - ISO Factor:0.34 |Y0 - ISO Factor:1.98 |Y1 - ISO Factor:2.95 |Y2 - ISO Factor:1.94 |Reference Thermal Speed Rating (Grease):390 |Reference Thermal Speed Rating (Oil):420 |Cg - Geometry Factor:0.0919 
5078337,232/530KYMBW906AC3,e - ISO Factor:0.35 |Y0 - ISO Factor:1.91 |Y1 - ISO Factor:2.85 |Y2 - ISO Factor:1.87 |Reference Thermal Speed Rating (Grease):230 |Reference Thermal Speed Rating (Oil):240 |Cg - Geometry Factor:0.1145 
5078370,239/630YMBW509C08,e - ISO Factor:0.17 |Y0 - ISO Factor:4.02 |Y1 - ISO Factor:5.99 |Y2 - ISO Factor:3.93 |Reference Thermal Speed Rating (Grease):380 |Reference Thermal Speed Rating (Oil):440 |Cg - Geometry Factor:0.1191 
5078369,239/600KYMBW906AC3,e - ISO Factor:0.16 |Y0 - ISO Factor:4.2 |Y1 - ISO Factor:6.25 |Y2 - ISO Factor:4.11 |Reference Thermal Speed Rating (Grease):410 |Reference Thermal Speed Rating (Oil):480 |Cg - Geometry Factor:0.1153 
5078341,238/850YMBW20W45A,e - ISO Factor:0.11 |Y0 - ISO Factor:6.23 |Y1 - ISO Factor:9.27 |Y2 - ISO Factor:6.09 |Reference Thermal Speed Rating (Grease):140 |Reference Thermal Speed Rating (Oil):150 |Cg - Geometry Factor:0.141 
5078355,232/670KYMDW906A,e - ISO Factor:0.35 |Y0 - ISO Factor:1.95 |Y1 - ISO Factor:2.91 |Y2 - ISO Factor:1.91 |Reference Thermal Speed Rating (Grease):160 |Reference Thermal Speed Rating (Oil):160 |Cg - Geometry Factor:0.1256 
5078360,239/600YMBW509C08,e - ISO Factor:0.16 |Y0 - ISO Factor:4.2 |Y1 - ISO Factor:6.25 |Y2 - ISO Factor:4.11 |Reference Thermal Speed Rating (Grease):410 |Reference Thermal Speed Rating (Oil):480 |Cg - Geometry Factor:0.1153 
5078379,23192YMBW507C08C3,e - ISO Factor:0.3 |Y0 - ISO Factor:2.24 |Y1 - ISO Factor:3.33 |Y2 - ISO Factor:2.19 |Reference Thermal Speed Rating (Grease):390 |Reference Thermal Speed Rating (Oil):430 |Cg - Geometry Factor:0.1009 
5078361,239/600YMBW509C08C3,e - ISO Factor:0.16 |Y0 - ISO Factor:4.2 |Y1 - ISO Factor:6.25 |Y2 - ISO Factor:4.11 |Reference Thermal Speed Rating (Grease):410 |Reference Thermal Speed Rating (Oil):480 |Cg - Geometry Factor:0.1153 
5078367,23192KYMBW906AC3,e - ISO Factor:0.3 |Y0 - ISO Factor:2.24 |Y1 - ISO Factor:3.33 |Y2 - ISO Factor:2.19 |Reference Thermal Speed Rating (Grease):390 |Reference Thermal Speed Rating (Oil):430 |Cg - Geometry Factor:0.1009 
5078368,239/600KYMBW906A,e - ISO Factor:0.16 |Y0 - ISO Factor:4.2 |Y1 - ISO Factor:6.25 |Y2 - ISO Factor:4.11 |Reference Thermal Speed Rating (Grease):410 |Reference Thermal Speed Rating (Oil):480 |Cg - Geometry Factor:0.1153 
5078349,23280YMBW507AC08C3,e - ISO Factor:0.34 |Y0 - ISO Factor:1.96 |Y1 - ISO Factor:2.93 |Y2 - ISO Factor:1.92 |Reference Thermal Speed Rating (Grease):350 |Reference Thermal Speed Rating (Oil):380 |Cg - Geometry Factor:0.0952 
5078380,23192YMBW98W507C08,e - ISO Factor:0.3 |Y0 - ISO Factor:2.24 |Y1 - ISO Factor:3.33 |Y2 - ISO Factor:2.19 |Reference Thermal Speed Rating (Grease):390 |Reference Thermal Speed Rating (Oil):430 |Cg - Geometry Factor:0.1009 
5078384,231/560KYMBW906AC3,e - ISO Factor:0.29 |Y0 - ISO Factor:2.33 |Y1 - ISO Factor:3.47 |Y2 - ISO Factor:2.28 |Reference Thermal Speed Rating (Grease):290 |Reference Thermal Speed Rating (Oil):310 |Cg - Geometry Factor:0.1148 
5078373,23176KYMBW906AC2,e - ISO Factor:0.3 |Y0 - ISO Factor:2.28 |Y1 - ISO Factor:3.39 |Y2 - ISO Factor:2.23 |Reference Thermal Speed Rating (Grease):510 |Reference Thermal Speed Rating (Oil):560 |Cg - Geometry Factor:0.0895 
5078382,231/560YMBW509C08C3,e - ISO Factor:0.29 |Y0 - ISO Factor:2.33 |Y1 - ISO Factor:3.47 |Y2 - ISO Factor:2.28 |Reference Thermal Speed Rating (Grease):290 |Reference Thermal Speed Rating (Oil):310 |Cg - Geometry Factor:0.1148 
5078390,23180YMBW507C08C3,e - ISO Factor:0.29 |Y0 - ISO Factor:2.32 |Y1 - ISO Factor:3.46 |Y2 - ISO Factor:2.27 |Reference Thermal Speed Rating (Grease):480 |Reference Thermal Speed Rating (Oil):530 |Cg - Geometry Factor:0.0922 
5078330,23272KYMBW40IW534C3,e - ISO Factor:0.35 |Y0 - ISO Factor:1.95 |Y1 - ISO Factor:2.91 |Y2 - ISO Factor:1.91 |Reference Thermal Speed Rating (Grease):410 |Reference Thermal Speed Rating (Oil):450 |Cg - Geometry Factor:0.0891 
5078385,231/560KYMBW37W906AC4,e - ISO Factor:0.29 |Y0 - ISO Factor:2.33 |Y1 - ISO Factor:3.47 |Y2 - ISO Factor:2.28 |Reference Thermal Speed Rating (Grease):290 |Reference Thermal Speed Rating (Oil):310 |Cg - Geometry Factor:0.1148 
5078383,231/560KYMBW906A,e - ISO Factor:0.29 |Y0 - ISO Factor:2.33 |Y1 - ISO Factor:3.47 |Y2 - ISO Factor:2.28 |Reference Thermal Speed Rating (Grease):290 |Reference Thermal Speed Rating (Oil):310 |Cg - Geometry Factor:0.1148 
5078396,230/600KYMBW507C08C4,e - ISO Factor:0.21 |Y0 - ISO Factor:3.27 |Y1 - ISO Factor:4.87 |Y2 - ISO Factor:3.2 |Reference Thermal Speed Rating (Grease):400 |Reference Thermal Speed Rating (Oil):450 |Cg - Geometry Factor:0.1173 
5078374,23176KYMBW906AC3,e - ISO Factor:0.3 |Y0 - ISO Factor:2.28 |Y1 - ISO Factor:3.39 |Y2 - ISO Factor:2.23 |Reference Thermal Speed Rating (Grease):510 |Reference Thermal Speed Rating (Oil):560 |Cg - Geometry Factor:0.0895 
5078398,230/600KYMBW906AC3,e - ISO Factor:0.21 |Y0 - ISO Factor:3.27 |Y1 - ISO Factor:4.87 |Y2 - ISO Factor:3.2 |Reference Thermal Speed Rating (Grease):400 |Reference Thermal Speed Rating (Oil):450 |Cg - Geometry Factor:0.1173 
5078371,23176KYMBW25W507C08C2,e - ISO Factor:0.3 |Y0 - ISO Factor:2.28 |Y1 - ISO Factor:3.39 |Y2 - ISO Factor:2.23 |Reference Thermal Speed Rating (Grease):510 |Reference Thermal Speed Rating (Oil):560 |Cg - Geometry Factor:0.0895 
5078401,23180KYMBW906AC3,e - ISO Factor:0.29 |Y0 - ISO Factor:2.32 |Y1 - ISO Factor:3.46 |Y2 - ISO Factor:2.27 |Reference Thermal Speed Rating (Grease):480 |Reference Thermal Speed Rating (Oil):530 |Cg - Geometry Factor:0.0922 
5078364,232/560KYMBW906A,e - ISO Factor:0.35 |Y0 - ISO Factor:1.96 |Y1 - ISO Factor:2.91 |Y2 - ISO Factor:1.91 |Reference Thermal Speed Rating (Grease):210 |Reference Thermal Speed Rating (Oil):220 |Cg - Geometry Factor:0.1189 
5078381,231/560YMBW33W45C6,e - ISO Factor:0.29 |Y0 - ISO Factor:2.33 |Y1 - ISO Factor:3.47 |Y2 - ISO Factor:2.28 |Reference Thermal Speed Rating (Grease):290 |Reference Thermal Speed Rating (Oil):310 |Cg - Geometry Factor:0.1148 
5078388,23180YMBW509C08C3,e - ISO Factor:0.29 |Y0 - ISO Factor:2.32 |Y1 - ISO Factor:3.46 |Y2 - ISO Factor:2.27 |Reference Thermal Speed Rating (Grease):480 |Reference Thermal Speed Rating (Oil):530 |Cg - Geometry Factor:0.0922 
5078386,230/670YMBW507C08,e - ISO Factor:0.22 |Y0 - ISO Factor:3.12 |Y1 - ISO Factor:4.65 |Y2 - ISO Factor:3.05 |Reference Thermal Speed Rating (Grease):330 |Reference Thermal Speed Rating (Oil):380 |Cg - Geometry Factor:0.1257 
5078407,230/560KYMBW507C08,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):430 |Reference Thermal Speed Rating (Oil):490 |Cg - Geometry Factor:0.1119 
5078397,230/600KYMBW906A,e - ISO Factor:0.21 |Y0 - ISO Factor:3.27 |Y1 - ISO Factor:4.87 |Y2 - ISO Factor:3.2 |Reference Thermal Speed Rating (Grease):400 |Reference Thermal Speed Rating (Oil):450 |Cg - Geometry Factor:0.1173 
5078408,230/560KYMBW906A,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):430 |Reference Thermal Speed Rating (Oil):490 |Cg - Geometry Factor:0.1119 
5078426,23096KYMBW507C08C3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):600 |Cg - Geometry Factor:0.1015 
5078420,23088KYMBW906AC3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.04 |Y1 - ISO Factor:4.53 |Y2 - ISO Factor:2.97 |Reference Thermal Speed Rating (Grease):590 |Reference Thermal Speed Rating (Oil):680 |Cg - Geometry Factor:0.0963 
5078417,230/710YMBW507C08C2,e - ISO Factor:0.21 |Y0 - ISO Factor:3.26 |Y1 - ISO Factor:4.86 |Y2 - ISO Factor:3.19 |Reference Thermal Speed Rating (Grease):310 |Reference Thermal Speed Rating (Oil):350 |Cg - Geometry Factor:0.13 
5078440,230/750YMBW896,e - ISO Factor:0.21 |Y0 - ISO Factor:3.26 |Y1 - ISO Factor:4.85 |Y2 - ISO Factor:3.18 |Reference Thermal Speed Rating (Grease):290 |Reference Thermal Speed Rating (Oil):330 |Cg - Geometry Factor:0.1347 
5078402,230/670KYMBW906AC3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.12 |Y1 - ISO Factor:4.65 |Y2 - ISO Factor:3.05 |Reference Thermal Speed Rating (Grease):330 |Reference Thermal Speed Rating (Oil):380 |Cg - Geometry Factor:0.1257 
5078436,23088YMBW507C08C3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.04 |Y1 - ISO Factor:4.53 |Y2 - ISO Factor:2.97 |Reference Thermal Speed Rating (Grease):590 |Reference Thermal Speed Rating (Oil):680 |Cg - Geometry Factor:0.0963 
5078422,231/600YMBW507C08C3,e - ISO Factor:0.29 |Y0 - ISO Factor:2.32 |Y1 - ISO Factor:3.46 |Y2 - ISO Factor:2.27 |Reference Thermal Speed Rating (Grease):260 |Reference Thermal Speed Rating (Oil):280 |Cg - Geometry Factor:0.1197 
5078429,23096KYMBW906AC3,e - ISO Factor:0.22 |Y0 - ISO Factor:3.14 |Y1 - ISO Factor:4.67 |Y2 - ISO Factor:3.07 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):600 |Cg - Geometry Factor:0.1015 
5078391,23192KYMBW507C08C3,e - ISO Factor:0.3 |Y0 - ISO Factor:2.24 |Y1 - ISO Factor:3.33 |Y2 - ISO Factor:2.19 |Reference Thermal Speed Rating (Grease):390 |Reference Thermal Speed Rating (Oil):430 |Cg - Geometry Factor:0.1009 
