id,catalog_number,basic_load_ratings
5081841,6309-Z,Cr - Dynamic Load Rating:48.8 kN|C0r - Static Load Rating:29.3 kN
5117337,24036EJW33,C0 - Static Radial Rating:2040000 N 460000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1320000 N 296000 lbf
5059826,RA100RR,Static Load Rating:1730 lbf 7700 N|Dynamic Load Rating:3550 lbf 15800 N
5059853,1014KRR,Static Load Rating:1730 lbf 7700 N|Dynamic Load Rating:3550 lbf 15800 N
5082324,6019-2RS,Cr - Dynamic Load Rating:60.5 kN|C0r - Static Load Rating:51 kN
5119436,26348EMBW33W45A,C0 - Static Radial Rating:3690000 N 829000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2910000 N 653000 lbf
5071167,1200KRR,Static Load Rating:6400 lbf 28500 N|Dynamic Load Rating:10800 lbf 48000 N
5119364,22328KEJW33,C0 - Static Radial Rating:1670000 N 375000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1450000 N 326000 lbf
5116236,NJ319EMA,C0 - Static Radial Rating:395000 N 88800 lbf|C - Dynamic Radial Rating:379000 N 85200 lbf
5117148,21315EJW33,C0 - Static Radial Rating:321000 N 72200 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):322000 N 72400 lbf
5113788,GY1108KRRB SGT,Static Load Rating:4400 lbf 19600 N|Dynamic Load Rating:8150 lbf 36000 N
5119298,22352KEMBW33W45A,C0 - Static Radial Rating:4550000 N 1020000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3730000 N 838000 lbf
5082393,63005-2RS,Cr - Dynamic Load Rating:10.1 kN|C0r - Static Load Rating:5.8 kN
5118685,23152KEJW507C08,C0 - Static Radial Rating:3930000 N 885000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2680000 N 603000 lbf
5080627,NJ2344EMA,C0 - Static Radial Rating:3180000 N 715000 lbf|C - Dynamic Radial Rating:2200000 N 495000 lbf
5119406,22230EJW33,C0 - Static Radial Rating:1230000 N 276000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1000000 N 225000 lbf
5120117,23048KEJW33,C0 - Static Radial Rating:2140000 N 480000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1400000 N 315000 lbf
5081802,6212-Z,Cr - Dynamic Load Rating:47.8 kN|C0r - Static Load Rating:32.9 kN
5082339,6207-ZZ,Cr - Dynamic Load Rating:25.7 kN|C0r - Static Load Rating:15.3 kN
5119893,23260KEJW906A,C0 - Static Radial Rating:6170000 N 1390000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4210000 N 946000 lbf
5118261,23044KEMW33,C0 - Static Radial Rating:1970000 N 443000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1340000 N 300000 lbf
5100789,UCP201,Static Load Rating:1495 lbf 6650 N|Dynamic Load Rating:2878 lbf 12800 N
5082346,6300-ZZ,Cr - Dynamic Load Rating:8.1 kN|C0r - Static Load Rating:3.5 kN
5082110,6238,Cr - Dynamic Load Rating:255.0 kN|C0r - Static Load Rating:281.0 kN
5082031,61808-2RS,Cr - Dynamic Load Rating:4.9 kN|C0r - Static Load Rating:4.2 kN
5119334,24168EMBW33W45A,C0 - Static Radial Rating:8900000 N 2000000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5680000 N 1280000 lbf
5110921,6226-2RS,Cr - Dynamic Load Rating:165 kN|C0r - Static Load Rating:148 kN
5118444,6026M,Cr - Dynamic Load Rating:105 kN|C0r - Static Load Rating:96.8 kN
5119214,23960EMBW507C08,C0 - Static Radial Rating:2630000 N 592000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1570000 N 352000 lbf
5116401,22211EJW33,C0 - Static Radial Rating:142000 N 31900 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):140000 N 31400 lbf
5081855,6317-Z,Cr - Dynamic Load Rating:132.7 kN|C0r - Static Load Rating:96.6 kN
5119306,22356EMBW33W45A,C0 - Static Radial Rating:5280000 N 1190000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4280000 N 962000 lbf
5059819,RA203RR,Static Load Rating:6400 lbf 28500 N|Dynamic Load Rating:10800 lbf 48000 N
5082184,6015-ZZ,Cr - Dynamic Load Rating:40.1 kN|C0r - Static Load Rating:33.1 kN
5119145,23072KEMBW507C08,C0 - Static Radial Rating:4610000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2840000 N 638000 lbf
5081770,6201-RS,Cr - Dynamic Load Rating:6.8 kN|C0r - Static Load Rating:3 kN
5120420,23244KEMBW33,C0 - Static Radial Rating:3350000 N 754000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2490000 N 559000 lbf
5082090,21305KEJW33,C0 - Static Radial Rating:44300 N 9970 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):55500 N 12500 lbf
5110856,6210-Z-NR,Cr - Dynamic Load Rating:35 kN|C0r - Static Load Rating:23.2 kN
5081724,6412,Cr - Dynamic Load Rating:109 kN|C0r - Static Load Rating:70.1 kN
5117221,22317KEMW33W800,C0 - Static Radial Rating:584000 N 131000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):543000 N 122000 lbf
5081739,6006-Z,Cr - Dynamic Load Rating:13.2 kN|C0r - Static Load Rating:8.3 kN
5117513,61907-2RZ,Cr - Dynamic Load Rating:10.9 kN|C0r - Static Load Rating:7.8 kN
5079877,VCJ1 1/2,Static Load Rating:4400 lbf 19600 N|Dynamic Load Rating:36000 lbf 8150 N
5116911,23222EMW33,C0 - Static Radial Rating:887000 N 199000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):710000 N 160000 lbf
5068235,RA108RR,Static Load Rating:4400 lbf 19600 N|Dynamic Load Rating:8150 lbf 36000 N
5079820,VCJ1 1/4,Static Load Rating:3400 lbf 15100 N|Dynamic Load Rating:28500 lbf 6400 N
5082269,6210-ZZ,Cr - Dynamic Load Rating:35 kN|C0r - Static Load Rating:23.2 kN
5118445,6220M,Cr - Dynamic Load Rating:122 kN|C0r - Static Load Rating:92.7 kN
5116697,22312KEMW33,C0 - Static Radial Rating:307000 N 69000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):306000 N 68800 lbf
5119402,23230EJW33,C0 - Static Radial Rating:1660000 N 372000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1270000 N 286000 lbf
5081788,6207-RS,Cr - Dynamic Load Rating:25.7 kN|C0r - Static Load Rating:15.3 kN
5118904,24160EMBW507C08,C0 - Static Radial Rating:6270000 N 1410000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4060000 N 913000 lbf
5118322,23048KEMW33C08,C0 - Static Radial Rating:2140000 N 480000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1400000 N 315000 lbf
5082372,6303-2RS,Cr - Dynamic Load Rating:13.6 kN|C0r - Static Load Rating:6.6 kN
5082069,608-2RZ,Cr - Dynamic Load Rating:3.3 kN|C0r - Static Load Rating:1.4 kN
5116992,21311KEJW33,C0 - Static Radial Rating:176000 N 39500 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):188000 N 42400 lbf
5116157,NJ2328EMA,C0 - Static Radial Rating:1420000 N 319000 lbf|C - Dynamic Radial Rating:1180000 N 265000 lbf
5117323,23224KEMW33,C0 - Static Radial Rating:1040000 N 234000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):824000 N 185000 lbf
5117028,21312KEJW33,C0 - Static Radial Rating:219000 N 49200 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):225000 N 50500 lbf
5082255,6310-ZZ,Cr - Dynamic Load Rating:57.5 kN|C0r - Static Load Rating:35.3 kN
5117779,23028KEJW33,C0 - Static Radial Rating:802000 N 180000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):551000 N 124000 lbf
5081763,6019-Z,Cr - Dynamic Load Rating:60.5 kN|C0r - Static Load Rating:51 kN
5080530,23268YMBW33W45A,C0 - Static Radial Rating:8200000 N 1840000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5160000 N 1160000 lbf
5116597,22206EJW33C3,C0 - Static Radial Rating:60800 N 13700 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):67400 N 15200 lbf
5119729,22320EMW22,C0 - Static Radial Rating:853000 N 192000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):768000 N 173000 lbf
5116883,21316KEJW33,C0 - Static Radial Rating:363000 N 81700 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):363000 N 81700 lbf
5118727,23056KEMBW507C08,C0 - Static Radial Rating:2810000 N 631000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1820000 N 410000 lbf
5116367,22212EJW33,C0 - Static Radial Rating:174000 N 39000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):169000 N 38100 lbf
5081838,6308-Z,Cr - Dynamic Load Rating:40.7 kN|C0r - Static Load Rating:24 kN
5082231,6020-2RS,Cr - Dynamic Load Rating:60.2 kN|C0r - Static Load Rating:54.2 kN
5119374,22318EJW33C3,C0 - Static Radial Rating:659000 N 148000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):606000 N 136000 lbf
5113896,YAK 15/16 SGT,Static Load Rating:1700 lbf 7700 N|Dynamic Load Rating:3600 lbf 15800 N
5118343,23128EJW33,C0 - Static Radial Rating:1070000 N 240000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):766000 N 172000 lbf
5110735,6018-NR,Cr - Dynamic Load Rating:58 kN|C0r - Static Load Rating:50.6 kN
5116999,23220KEJW33,C0 - Static Radial Rating:678000 N 152000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):554000 N 124000 lbf
5116590,22206EJW841,C0 - Static Radial Rating:60800 N 13700 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):67400 N 15200 lbf
5082202,6305-ZZ,Cr - Dynamic Load Rating:20.6 kN|C0r - Static Load Rating:11.2 kN
5059718,1112KRR,Static Load Rating:4600 lbf 20500 N|Dynamic Load Rating:8160 lbf 36300 N
5110839,6207-Z-NR,Cr - Dynamic Load Rating:25.7 kN|C0r - Static Load Rating:15.3 kN
5116510,21308EJW33,C0 - Static Radial Rating:102000 N 22900 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):113000 N 25400 lbf
5119548,23052EJW33,C0 - Static Radial Rating:2740000 N 617000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1820000 N 409000 lbf
5118669,23152EMBW507C08,C0 - Static Radial Rating:3930000 N 885000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2680000 N 603000 lbf
5110901,6218-Z-NR,Cr - Dynamic Load Rating:96 kN|C0r - Static Load Rating:71.5 kN
5110690,6009-2RS-NR,Cr - Dynamic Load Rating:19.9 kN|C0r - Static Load Rating:14 kN
5081725,6000-RS,Cr - Dynamic Load Rating:4.6 kN|C0r - Static Load Rating:2 kN
5118377,23052KEMBW33,C0 - Static Radial Rating:2740000 N 617000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1820000 N 409000 lbf
5119481,26344KEMBW33W45A,C0 - Static Radial Rating:3260000 N 733000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2480000 N 558000 lbf
5116167,6307-Z-NR,Cr - Dynamic Load Rating:33.4 kN|C0r - Static Load Rating:19.2 kN
5080156,RAS 15/16,Static Load Rating:1700 lbf 7700 N|Dynamic Load Rating:3600 lbf 15800 N
5116396,22308KEJW33,C0 - Static Radial Rating:147000 N 33100 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):155000 N 34900 lbf
5068252,1108KR,Static Load Rating:4400 lbf 19600 N|Dynamic Load Rating:8130 lbf 36000 N
5076204,RA103RR,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5110762,6034M,Cr - Dynamic Load Rating:168 kN|C0r - Static Load Rating:172 kN
5116192,NJ2222EMA,C0 - Static Radial Rating:527000 N 118000 lbf|C - Dynamic Radial Rating:436000 N 98000 lbf
5118746,23064KEMBW40IW534,C0 - Static Radial Rating:3880000 N 873000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2410000 N 543000 lbf
5110783,6080M,Cr - Dynamic Load Rating:520 kN|C0r - Static Load Rating:865 kN
5116953,23124EMW33,C0 - Static Radial Rating:816000 N 183000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):621000 N 140000 lbf
5117004,22317KEMW33,C0 - Static Radial Rating:584000 N 131000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):543000 N 122000 lbf
5110876,6213-Z-NR,Cr - Dynamic Load Rating:57.2 kN|C0r - Static Load Rating:40 kN
5079934,YCJM3 15/16,Static Load Rating:23500 lbf 104400 N|Dynamic Load Rating:33200 lbf 147500 N
5118648,23160EJW509C08,C0 - Static Radial Rating:5120000 N 1150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3370000 N 757000 lbf
5082019,61812-2RS,Cr - Dynamic Load Rating:11.5 kN|C0r - Static Load Rating:10.6 kN
5081796,6210-RS,Cr - Dynamic Load Rating:35 kN|C0r - Static Load Rating:23.2 kN
5119534,23034EJW33,C0 - Static Radial Rating:1250000 N 282000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):858000 N 193000 lbf
5081850,6314-RS,Cr - Dynamic Load Rating:104.1 kN|C0r - Static Load Rating:68 kN
5081772,6201-Z,Cr - Dynamic Load Rating:6.8 kN|C0r - Static Load Rating:3 kN
5111050,6320-2RS,Cr - Dynamic Load Rating:173 kN|C0r - Static Load Rating:140.2 kN
5116502,21309EJW33,C0 - Static Radial Rating:125000 N 28200 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):138000 N 31000 lbf
5120290,23052EJW507C08,C0 - Static Radial Rating:2740000 N 617000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1820000 N 409000 lbf
5110949,6244M,Cr - Dynamic Load Rating:296 kN|C0r - Static Load Rating:365 kN
5100825,UCF204,Static Load Rating:1495 lbf 6650 N|Dynamic Load Rating:2878 lbf 12800 N
5116753,22219EMW33,C0 - Static Radial Rating:441000 N 99000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):385000 N 86600 lbf
5110732,6017-NR,Cr - Dynamic Load Rating:52.8 kN|C0r - Static Load Rating:44.5 kN
5081690,16101,Cr - Dynamic Load Rating:5.1 kN|C0r - Static Load Rating:2.4 kN
5117494,24032EJW33,C0 - Static Radial Rating:1410000 N 317000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):914000 N 206000 lbf
5075971,23996KYMBW507C08,C0 - Static Radial Rating:5890000 N 1320000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2820000 N 633000 lbf
5081842,6310-RS,Cr - Dynamic Load Rating:57.5 kN|C0r - Static Load Rating:35.3 kN
5116435,22310KEJW33,C0 - Static Radial Rating:241000 N 54200 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):238000 N 53500 lbf
5116165,6308-Z-NR,Cr - Dynamic Load Rating:40.7 kN|C0r - Static Load Rating:24 kN
5118931,23260EMBW507C08,C0 - Static Radial Rating:6170000 N 1390000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4210000 N 946000 lbf
5118706,23152EJW33W45A,C0 - Static Radial Rating:3930000 N 885000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2680000 N 603000 lbf
5116899,23218EJW33,C0 - Static Radial Rating:521000 N 117000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):436000 N 98000 lbf
5119256,22348EMBW33W45A,C0 - Static Radial Rating:3960000 N 890000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3270000 N 734000 lbf
5120196,24164EJW33W45A,C0 - Static Radial Rating:7530000 N 1690000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4790000 N 1080000 lbf
5116099,NJ2224EMA,C0 - Static Radial Rating:630000 N 142000 lbf|C - Dynamic Radial Rating:514000 N 116000 lbf
5100833,UCF208,Static Load Rating:4002 lbf 17800 N|Dynamic Load Rating:6542 lbf 29100 N
5082007,61900-2RS,Cr - Dynamic Load Rating:2.7 kN|C0r - Static Load Rating:1.3 kN
5118384,24176KYMBW33W45A,C0 - Static Radial Rating:10100000 N 2260000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5580000 N 1250000 lbf
5118515,23044EMW33W25,C0 - Static Radial Rating:1970000 N 443000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1340000 N 300000 lbf
5081812,6217-Z,Cr - Dynamic Load Rating:83.2 kN|C0r - Static Load Rating:63.8 kN
5080225,1100KRR,Static Load Rating:1730 lbf 7700 N|Dynamic Load Rating:3550 lbf 15800 N
5081827,6305-RS,Cr - Dynamic Load Rating:20.6 kN|C0r - Static Load Rating:11.2 kN
5116758,22219KEJW33,C0 - Static Radial Rating:441000 N 99000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):385000 N 86600 lbf
5110927,6228M,Cr - Dynamic Load Rating:166 kN|C0r - Static Load Rating:150 kN
5119322,24080EMBW33W45A,C0 - Static Radial Rating:8480000 N 1910000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4790000 N 1080000 lbf
5117713,23230KEMW33,C0 - Static Radial Rating:1660000 N 372000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1270000 N 286000 lbf
5116701,22311KEJW33,C0 - Static Radial Rating:265000 N 59500 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):266000 N 59800 lbf
5081740,6007-RS,Cr - Dynamic Load Rating:15.9 kN|C0r - Static Load Rating:10.3 kN
5082493,6300-2RS,Cr - Dynamic Load Rating:8.1 kN|C0r - Static Load Rating:3.5 kN
5116506,21307EJW33,C0 - Static Radial Rating:77800 N 17500 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):90200 N 20300 lbf
5117395,23218EMW33,C0 - Static Radial Rating:521000 N 117000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):436000 N 98000 lbf
5110801,6202-NR,Cr - Dynamic Load Rating:7.6 kN|C0r - Static Load Rating:3.7 kN
5118117,23044EMW33,C0 - Static Radial Rating:1970000 N 443000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1340000 N 300000 lbf
5100876,UCFC210,Static Load Rating:5238 lbf 23300 N|Dynamic Load Rating:7891 lbf 35100 N
5110780,6072M,Cr - Dynamic Load Rating:460 kN|C0r - Static Load Rating:720 kN
5116934,23926EMW33,C0 - Static Radial Rating:453000 N 102000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):302000 N 67900 lbf
5117891,22226EMW33,C0 - Static Radial Rating:945000 N 212000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):757000 N 170000 lbf
5110713,6013-NR,Cr - Dynamic Load Rating:30.5 kN|C0r - Static Load Rating:23.5 kN
5118398,23136KEJW33,C0 - Static Radial Rating:2000000 N 449000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1410000 N 317000 lbf
5118615,23160EMBW33W40W45A,C0 - Static Radial Rating:5120000 N 1150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3370000 N 757000 lbf
5116643,22311EJW33,C0 - Static Radial Rating:265000 N 59500 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):266000 N 59800 lbf
5119815,22248EJW33W45A,C0 - Static Radial Rating:2950000 N 663000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2330000 N 524000 lbf
5118546,24040EMW33,C0 - Static Radial Rating:2460000 N 552000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1560000 N 351000 lbf
5081747,6009-Z,Cr - Dynamic Load Rating:19.9 kN|C0r - Static Load Rating:14 kN
5120066,23072KEJW507C08,C0 - Static Radial Rating:4610000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2840000 N 638000 lbf
5082491,6213-2RS,Cr - Dynamic Load Rating:57.2 kN|C0r - Static Load Rating:40 kN
5082270,62204-2RS,Cr - Dynamic Load Rating:12.7 kN|C0r - Static Load Rating:6.6 kN
5116624,22220EJ,C0 - Static Radial Rating:502000 N 113000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):435000 N 97700 lbf
5082220,6314-ZZ,Cr - Dynamic Load Rating:104.1 kN|C0r - Static Load Rating:68 kN
5119158,23072EMBW507C08,C0 - Static Radial Rating:4610000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2840000 N 638000 lbf
5117163,22209KEMW33,C0 - Static Radial Rating:101000 N 22800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):104000 N 23500 lbf
5081601,6021-2RS,Cr - Dynamic Load Rating:69.2 kN|C0r - Static Load Rating:61.2 kN
5081669,6028-2RS,Cr - Dynamic Load Rating:110 kN|C0r - Static Load Rating:101.8 kN
5118284,22332EMBW33,C0 - Static Radial Rating:2110000 N 475000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1800000 N 405000 lbf
5081769,6200-Z,Cr - Dynamic Load Rating:5.1 kN|C0r - Static Load Rating:2.4 kN
5119236,23984EMBW33,C0 - Static Radial Rating:4240000 N 953000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2270000 N 511000 lbf
5111084,6411-NR,Cr - Dynamic Load Rating:100.7 kN|C0r - Static Load Rating:62.4 kN
5118722,23060EMBW33,C0 - Static Radial Rating:3570000 N 803000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2330000 N 525000 lbf
5119841,23064EJW25W507C08,C0 - Static Radial Rating:3880000 N 873000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2410000 N 543000 lbf
5116607,21310EJW33,C0 - Static Radial Rating:151000 N 33800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):163000 N 36700 lbf
5119970,23068EJW25W507C08,C0 - Static Radial Rating:4630000 N 1040000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):2890000 N 650000 lbf
5081819,6301-Z,Cr - Dynamic Load Rating:9.7 kN|C0r - Static Load Rating:4.2 kN
5110880,6214-NR,Cr - Dynamic Load Rating:60.8 kN|C0r - Static Load Rating:44 kN
5118189,23052EMBW33,C0 - Static Radial Rating:2740000 N 617000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1820000 N 409000 lbf
5082401,6017,Cr - Dynamic Load Rating:52.8 kN|C0r - Static Load Rating:44.5 kN
5119309,24172EMBW33W45A,C0 - Static Radial Rating:9550000 N 2150000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):5900000 N 1330000 lbf
5110847,6209-2RS-NR,Cr - Dynamic Load Rating:31.2 kN|C0r - Static Load Rating:20.3 kN
5117314,22313EMW33,C0 - Static Radial Rating:346000 N 77800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):344000 N 77400 lbf
5067018,1215KRR,Static Load Rating:9800 lbf 43600 N|Dynamic Load Rating:15600 lbf 69500 N
5118367,23038EJW33,C0 - Static Radial Rating:1580000 N 355000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1060000 N 239000 lbf
5116172,6014-ZZ,Cr - Dynamic Load Rating:38.6 kN|C0r - Static Load Rating:30.4 kN
5110851,6209-Z-NR,Cr - Dynamic Load Rating:31.2 kN|C0r - Static Load Rating:20.3 kN
5117571,23030EJW33,C0 - Static Radial Rating:911000 N 205000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):621000 N 140000 lbf
5119718,6319-Z,Cr - Dynamic Load Rating:153 kN|C0r - Static Load Rating:118 kN
5118891,24160EMBW33W45A,C0 - Static Radial Rating:6270000 N 1410000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):4060000 N 913000 lbf
5116670,22316KEJW33,C0 - Static Radial Rating:534000 N 120000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):499000 N 112000 lbf
5117208,22311EMW33W800,C0 - Static Radial Rating:265000 N 59500 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):266000 N 59800 lbf
5082103,22309KEMW33W800,C0 - Static Radial Rating:169000 N 37900 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):180000 N 40500 lbf
5082024,61810-ZZ,Cr - Dynamic Load Rating:6.2 kN|C0r - Static Load Rating:5.8 kN
5116821,22213EMW33,C0 - Static Radial Rating:204000 N 45900 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):198000 N 44600 lbf
5120126,24064EJW33W45A,C0 - Static Radial Rating:5380000 N 1210000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):3130000 N 703000 lbf
5077313,YA103RR,Static Load Rating:2500 lbf 11100 N|Dynamic Load Rating:4900 lbf 21800 N
5116467,22310EMW33,C0 - Static Radial Rating:225000 N 50600 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):227000 N 51000 lbf
5116995,22317KEJW33,C0 - Static Radial Rating:584000 N 131000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):543000 N 122000 lbf
5120039,23238EJW33,C0 - Static Radial Rating:2610000 N 586000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1940000 N 436000 lbf
5116673,22312EJW33,C0 - Static Radial Rating:307000 N 69000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):306000 N 68800 lbf
5082259,6220-ZZ,Cr - Dynamic Load Rating:122 kN|C0r - Static Load Rating:92.7 kN
5081761,6017-Z,Cr - Dynamic Load Rating:52.8 kN|C0r - Static Load Rating:44.5 kN
5118233,23134EMW33,C0 - Static Radial Rating:1710000 N 384000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1220000 N 274000 lbf
5120283,23238KEJW33,C0 - Static Radial Rating:2610000 N 586000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1940000 N 436000 lbf
