id,catalog_number,abutment_and_fillet_dimensions
5117119,22319EJW33C3,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:122.000 mm 4.800 in|Da - Outer Ring Backing Diameter:180.000 mm 7.100 in"
5117135,23122KEJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:126.000 mm 5.000 in|Da - Outer Ring Backing Diameter:166.000 mm 6.500 in"
5117133,23122EJW33C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:126.000 mm 5.000 in|Da - Outer Ring Backing Diameter:166.000 mm 6.500 in"
5117112,22313EJW33C2,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:84.000 mm 3.300 in|Da - Outer Ring Backing Diameter:127.000 mm 5.000 in"
5117143,23026EJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:146.000 mm 5.800 in|Da - Outer Ring Backing Diameter:185.000 mm 7.300 in"
5117152,23120EMW33W21A,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:114.000 mm 4.500 in|Da - Outer Ring Backing Diameter:150.000 mm 6.000 in"
5117142,23026KEJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:146.000 mm 5.800 in|Da - Outer Ring Backing Diameter:185.000 mm 7.300 in"
5117159,22211KEMW33C3,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:66.000 mm 2.600 in|Da - Outer Ring Backing Diameter:91.000 mm 3.600 in"
5117151,21315KEJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:99.000 mm 3.900 in|Da - Outer Ring Backing Diameter:144.000 mm 5.700 in"
5117140,23026EJW33C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:146.000 mm 5.800 in|Da - Outer Ring Backing Diameter:185.000 mm 7.300 in"
5117121,22319KEJW33C3,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:122.000 mm 4.800 in|Da - Outer Ring Backing Diameter:180.000 mm 7.100 in"
5117162,24024EJW33W89C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:132.000 mm 5.200 in|Da - Outer Ring Backing Diameter:167.000 mm 6.600 in"
5117164,22217EJW33C2,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:101.000 mm 4.000 in|Da - Outer Ring Backing Diameter:139.000 mm 5.500 in"
5117172,22314EJW33C2,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:91.000 mm 3.600 in|Da - Outer Ring Backing Diameter:135.000 mm 5.300 in"
5117166,23122EMW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:126.000 mm 5.000 in|Da - Outer Ring Backing Diameter:166.000 mm 6.500 in"
5117132,23122EJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:126.000 mm 5.000 in|Da - Outer Ring Backing Diameter:166.000 mm 6.500 in"
5117173,24124EJW33C2,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:135.000 mm 5.300 in|Da - Outer Ring Backing Diameter:182.000 mm 7.200 in"
5117178,22218EJW841C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:105.000 mm 4.200 in|Da - Outer Ring Backing Diameter:146.000 mm 5.800 in"
5117165,22319EMW33W800C4,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:122.000 mm 4.800 in|Da - Outer Ring Backing Diameter:180.000 mm 7.100 in"
5117176,23218KEJW841C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:107.000 mm 4.200 in|Da - Outer Ring Backing Diameter:147.000 mm 5.800 in"
5117179,22205EJW841C4,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.040 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.040 in|da - Inner Ring Backing Diameter:30.000 mm 1.200 in|Da - Outer Ring Backing Diameter:47.000 mm 1.900 in"
5117149,21315EJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:99.000 mm 3.900 in|Da - Outer Ring Backing Diameter:144.000 mm 5.700 in"
5117193,24024EJW841C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:132.000 mm 5.200 in|Da - Outer Ring Backing Diameter:167.000 mm 6.600 in"
5117189,21313EJW33C2,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:86.000 mm 3.400 in|Da - Outer Ring Backing Diameter:126.000 mm 5.000 in"
5117171,22311EJW33C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:69.000 mm 2.700 in|Da - Outer Ring Backing Diameter:106.000 mm 4.200 in"
5117186,24024KEJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:132.000 mm 5.200 in|Da - Outer Ring Backing Diameter:167.000 mm 6.600 in"
5117177,22212KEJW33C2,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:72.000 mm 2.800 in|Da - Outer Ring Backing Diameter:100.000 mm 4.000 in"
5117181,22313KEJW33C2,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:84.000 mm 3.300 in|Da - Outer Ring Backing Diameter:127.000 mm 5.000 in"
5117188,22313EJW841C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:84.000 mm 3.300 in|Da - Outer Ring Backing Diameter:127.000 mm 5.000 in"
5117174,22313KEMW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:84.000 mm 3.300 in|Da - Outer Ring Backing Diameter:127.000 mm 5.000 in"
5117192,24024EJW841C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:132.000 mm 5.200 in|Da - Outer Ring Backing Diameter:167.000 mm 6.600 in"
5117191,22222KEJW33C5,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:133.000 mm 5.200 in|Da - Outer Ring Backing Diameter:182.000 mm 7.200 in"
5117194,22224KEJW22C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:143.000 mm 5.600 in|Da - Outer Ring Backing Diameter:196.000 mm 7.700 in"
5117200,22224EJW33C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:143.000 mm 5.600 in|Da - Outer Ring Backing Diameter:196.000 mm 7.700 in"
5117175,22313KEMW33C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:84.000 mm 3.300 in|Da - Outer Ring Backing Diameter:127.000 mm 5.000 in"
5117187,22311EJW33W21A,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:69.000 mm 2.700 in|Da - Outer Ring Backing Diameter:106.000 mm 4.200 in"
5117182,22313KEJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:84.000 mm 3.300 in|Da - Outer Ring Backing Diameter:127.000 mm 5.000 in"
5117218,23220EMW33C2,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:119.000 mm 4.700 in|Da - Outer Ring Backing Diameter:164.000 mm 6.500 in"
5117205,22309EJW33C4,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:58.000 mm 2.300 in|Da - Outer Ring Backing Diameter:90.000 mm 3.500 in"
5117207,22206EJW841C3,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.040 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.040 in|da - Inner Ring Backing Diameter:38.000 mm 1.500 in|Da - Outer Ring Backing Diameter:56.000 mm 2.200 in"
5117216,24024EJW33W89C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:132.000 mm 5.200 in|Da - Outer Ring Backing Diameter:167.000 mm 6.600 in"
5117190,22312EJW33C2,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:77.000 mm 3.000 in|Da - Outer Ring Backing Diameter:117.000 mm 4.600 in"
5117228,22224EJW33W22C2,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:143.000 mm 5.600 in|Da - Outer Ring Backing Diameter:196.000 mm 7.700 in"
5117206,22309EJW33W21FC3,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:58.000 mm 2.300 in|Da - Outer Ring Backing Diameter:90.000 mm 3.500 in"
5117222,22319EMW33C2,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:122.000 mm 4.800 in|Da - Outer Ring Backing Diameter:180.000 mm 7.100 in"
5117224,24030EJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:165.000 mm 6.500 in|Da - Outer Ring Backing Diameter:209.000 mm 8.200 in"
5117225,24030EJW33C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:165.000 mm 6.500 in|Da - Outer Ring Backing Diameter:209.000 mm 8.200 in"
5117214,24030EJW841C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:165.000 mm 6.500 in|Da - Outer Ring Backing Diameter:209.000 mm 8.200 in"
5117220,24122EJW841C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:124.000 mm 4.900 in|Da - Outer Ring Backing Diameter:164.000 mm 6.500 in"
5117217,23220KEJW33C2,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:119.000 mm 4.700 in|Da - Outer Ring Backing Diameter:164.000 mm 6.500 in"
5117238,24130EJW33C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:169.000 mm 6.700 in|Da - Outer Ring Backing Diameter:227.000 mm 8.900 in"
5117231,22224KEJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:143.000 mm 5.600 in|Da - Outer Ring Backing Diameter:196.000 mm 7.700 in"
5117210,22314EMW33W800C2,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:91.000 mm 3.600 in|Da - Outer Ring Backing Diameter:135.000 mm 5.300 in"
5117237,24130EJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:169.000 mm 6.700 in|Da - Outer Ring Backing Diameter:227.000 mm 8.900 in"
5117219,24122EJW33C2,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:124.000 mm 4.900 in|Da - Outer Ring Backing Diameter:164.000 mm 6.500 in"
5117241,24130EJW841C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:169.000 mm 6.700 in|Da - Outer Ring Backing Diameter:227.000 mm 8.900 in"
5117213,24030EJW841C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:165.000 mm 6.500 in|Da - Outer Ring Backing Diameter:209.000 mm 8.200 in"
5117249,23032EMW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:180.000 mm 7.100 in|Da - Outer Ring Backing Diameter:224.000 mm 8.800 in"
5117239,24130KEJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:169.000 mm 6.700 in|Da - Outer Ring Backing Diameter:227.000 mm 8.900 in"
5117257,23130EMW33C5,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:173.000 mm 6.800 in|Da - Outer Ring Backing Diameter:229.000 mm 9.000 in"
5117229,24030KEJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:165.000 mm 6.500 in|Da - Outer Ring Backing Diameter:209.000 mm 8.200 in"
5117244,23032KEMW33C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:180.000 mm 7.100 in|Da - Outer Ring Backing Diameter:224.000 mm 8.800 in"
5117246,23228KEMW33C3,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:165.000 mm 6.500 in|Da - Outer Ring Backing Diameter:229.000 mm 9.000 in"
5117250,23032EMW33C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:180.000 mm 7.100 in|Da - Outer Ring Backing Diameter:224.000 mm 8.800 in"
5117255,23130EMW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:173.000 mm 6.800 in|Da - Outer Ring Backing Diameter:229.000 mm 9.000 in"
5117252,23228EMW33C4,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:165.000 mm 6.500 in|Da - Outer Ring Backing Diameter:229.000 mm 9.000 in"
5117262,23322EMW33W800C3,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:136.000 mm 5.400 in|Da - Outer Ring Backing Diameter:209.000 mm 8.200 in"
5117243,23032KEMW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:180.000 mm 7.100 in|Da - Outer Ring Backing Diameter:224.000 mm 8.800 in"
5117263,23322EMW33W800C4,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:136.000 mm 5.400 in|Da - Outer Ring Backing Diameter:209.000 mm 8.200 in"
5117271,22214EJW33C4,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:84.000 mm 3.300 in|Da - Outer Ring Backing Diameter:114.000 mm 4.500 in"
5117266,23130KEMW33C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:173.000 mm 6.800 in|Da - Outer Ring Backing Diameter:229.000 mm 9.000 in"
5117259,23130KEMW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:173.000 mm 6.800 in|Da - Outer Ring Backing Diameter:229.000 mm 9.000 in"
5117273,23928EMW33C3,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:152.000 mm 6.000 in|Da - Outer Ring Backing Diameter:180.000 mm 7.100 in"
5117264,23322EMW33W800C6,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:136.000 mm 5.400 in|Da - Outer Ring Backing Diameter:209.000 mm 8.200 in"
5117256,23130EMW33C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:173.000 mm 6.800 in|Da - Outer Ring Backing Diameter:229.000 mm 9.000 in"
5117267,23130EMW33W25,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:173.000 mm 6.800 in|Da - Outer Ring Backing Diameter:229.000 mm 9.000 in"
5117265,22214EMWSLBC3,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:84.000 mm 3.300 in|Da - Outer Ring Backing Diameter:114.000 mm 4.500 in"
5117275,23322EMW800C4,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:136.000 mm 5.400 in|Da - Outer Ring Backing Diameter:209.000 mm 8.200 in"
5117272,23322EMW33W22C7,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:136.000 mm 5.400 in|Da - Outer Ring Backing Diameter:209.000 mm 8.200 in"
5117278,22313EMW800C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:84.000 mm 3.300 in|Da - Outer Ring Backing Diameter:127.000 mm 5.000 in"
5117279,23122KEMW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:126.000 mm 5.000 in|Da - Outer Ring Backing Diameter:166.000 mm 6.500 in"
5117274,23322EMW810C4,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:136.000 mm 5.400 in|Da - Outer Ring Backing Diameter:209.000 mm 8.200 in"
5117270,22214EJW33C3,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:84.000 mm 3.300 in|Da - Outer Ring Backing Diameter:114.000 mm 4.500 in"
5117301,22217KEJW33C2,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:101.000 mm 4.000 in|Da - Outer Ring Backing Diameter:139.000 mm 5.500 in"
5117299,22216EJW841C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:95.000 mm 3.700 in|Da - Outer Ring Backing Diameter:129.000 mm 5.100 in"
5117282,24038EJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:210.000 mm 8.300 in|Da - Outer Ring Backing Diameter:268.000 mm 10.600 in"
5117302,22222KEJW33C2,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:133.000 mm 5.200 in|Da - Outer Ring Backing Diameter:182.000 mm 7.200 in"
5117290,22319KEMW33W800C4,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:122.000 mm 4.800 in|Da - Outer Ring Backing Diameter:180.000 mm 7.100 in"
5117304,22212EJW33C2,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:72.000 mm 2.800 in|Da - Outer Ring Backing Diameter:100.000 mm 4.000 in"
5117316,22313EMW33C4,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:84.000 mm 3.300 in|Da - Outer Ring Backing Diameter:127.000 mm 5.000 in"
5117300,22218KEJW33C2,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:105.000 mm 4.200 in|Da - Outer Ring Backing Diameter:146.000 mm 5.800 in"
5117306,22210EJW841C3,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.040 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.040 in|da - Inner Ring Backing Diameter:59.000 mm 2.300 in|Da - Outer Ring Backing Diameter:82.000 mm 3.200 in"
