catalog_number,industry_crossover_numbers,id
18300,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>00072-0808</td>
    </tr>

        <tr>
        <td>272x8x8x8</td>
    </tr>

        <tr>
        <td>72 1/2 x 1/2 x 1/2</td>
    </tr>

        <tr>
        <td>72-8-8</td>
    </tr>

        <tr>
        <td>72-88</td>
    </tr>

        <tr>
        <td>72-8D</td>
    </tr>

        <tr>
        <td>72-F-08x08</td>
    </tr>

        <tr>
        <td>72A-8D</td>
    </tr>

        <tr>
        <td>72F-88</td>
    </tr>

        <tr>
        <td>72FF</td>
    </tr>

        <tr>
        <td>S72-8-8</td>
    </tr>

    </table>",2530208
18301,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>00072-1008</td>
    </tr>

        <tr>
        <td>272x10</td>
    </tr>

        <tr>
        <td>72 5/8 x 5/8 x 1/2</td>
    </tr>

        <tr>
        <td>72-10-8</td>
    </tr>

        <tr>
        <td>72-108</td>
    </tr>

        <tr>
        <td>72-10D</td>
    </tr>

        <tr>
        <td>72A-10D</td>
    </tr>

        <tr>
        <td>72F-108</td>
    </tr>

        <tr>
        <td>72H</td>
    </tr>

        <tr>
        <td>S72-10-8</td>
    </tr>

    </table>",2530209
18303,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>00072-1212</td>
    </tr>

        <tr>
        <td>272x12x12x12</td>
    </tr>

        <tr>
        <td>72-1212</td>
    </tr>

        <tr>
        <td>72-12E</td>
    </tr>

        <tr>
        <td>72A-12E</td>
    </tr>

        <tr>
        <td>72JJ</td>
    </tr>

    </table>",2530211
12254,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>1553</td>
    </tr>

    </table>",2529896
12250,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>1518</td>
    </tr>

    </table>",2529894
12256,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>1563</td>
    </tr>

    </table>",2529897
12252,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>1522</td>
    </tr>

    </table>",2529895
46924I,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>MBV50</td>
    </tr>

        <tr>
        <td>MBV50</td>
    </tr>

        <tr>
        <td>MV609-8</td>
    </tr>

    </table>",2531957
20085N,blank value,2530785
20084N,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>32096018</td>
    </tr>

    </table>",2530784
20092N,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>32096222</td>
    </tr>

    </table>",2530792
20083N,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>32096014</td>
    </tr>

    </table>",2530783
20088N,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>32096022</td>
    </tr>

    </table>",2530788
10404,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>02471-0404</td>
    </tr>

        <tr>
        <td>171PMTNS-4-4</td>
    </tr>

        <tr>
        <td>1871x4x4</td>
    </tr>

        <tr>
        <td>271PC-4x4</td>
    </tr>

        <tr>
        <td>971-4-4PXDOT</td>
    </tr>

        <tr>
        <td>DQ71-44</td>
    </tr>

        <tr>
        <td>PC1471-4B</td>
    </tr>

    </table>",2529645
10159,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04044-04</td>
    </tr>

        <tr>
        <td>144F-4</td>
    </tr>

        <tr>
        <td>144F-4</td>
    </tr>

        <tr>
        <td>144x4 / 244x4</td>
    </tr>

        <tr>
        <td>44-4</td>
    </tr>

        <tr>
        <td>44-4 / 144-4</td>
    </tr>

        <tr>
        <td>44.25</td>
    </tr>

        <tr>
        <td>44C</td>
    </tr>

        <tr>
        <td>44F-4 / 244X4</td>
    </tr>

        <tr>
        <td>44x4</td>
    </tr>

        <tr>
        <td>52-4</td>
    </tr>

        <tr>
        <td>644-F-04</td>
    </tr>

        <tr>
        <td>644F04</td>
    </tr>

        <tr>
        <td>A  00340</td>
    </tr>

        <tr>
        <td>FF144-4</td>
    </tr>

        <tr>
        <td>LT2-4</td>
    </tr>

        <tr>
        <td>S44-4 / S144-4</td>
    </tr>

        <tr>
        <td>T2-4</td>
    </tr>

        <tr>
        <td>T2F-4</td>
    </tr>

    </table>",2529445
10158,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04044-03</td>
    </tr>

        <tr>
        <td>144F-3</td>
    </tr>

        <tr>
        <td>244x3</td>
    </tr>

        <tr>
        <td>44 3/16</td>
    </tr>

        <tr>
        <td>44-3</td>
    </tr>

        <tr>
        <td>44-3 / 144-3</td>
    </tr>

        <tr>
        <td>44B</td>
    </tr>

        <tr>
        <td>44F-3</td>
    </tr>

        <tr>
        <td>44x3</td>
    </tr>

        <tr>
        <td>644-F-03</td>
    </tr>

        <tr>
        <td>FF144-3</td>
    </tr>

        <tr>
        <td>LT2-3</td>
    </tr>

        <tr>
        <td>S44-3 / S144-3</td>
    </tr>

        <tr>
        <td>T2-3</td>
    </tr>

    </table>",2529444
26012424,blank value,2539610
26012020,blank value,2539609
26011616,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>2601-16-16-16</td>
    </tr>

    </table>",2539608
26011612,blank value,2539607
26011412,blank value,2539606
10157,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04044-02</td>
    </tr>

        <tr>
        <td>144-2</td>
    </tr>

        <tr>
        <td>244x2</td>
    </tr>

        <tr>
        <td>44-2</td>
    </tr>

        <tr>
        <td>44.125</td>
    </tr>

        <tr>
        <td>44A</td>
    </tr>

        <tr>
        <td>44F-2</td>
    </tr>

        <tr>
        <td>644-F-02</td>
    </tr>

        <tr>
        <td>644F02</td>
    </tr>

        <tr>
        <td>FF144-2</td>
    </tr>

        <tr>
        <td>LT2-2</td>
    </tr>

        <tr>
        <td>S144-2</td>
    </tr>

        <tr>
        <td>T2-2</td>
    </tr>

    </table>",2529443
10165,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04044-14</td>
    </tr>

        <tr>
        <td>44-14</td>
    </tr>

        <tr>
        <td>44.875</td>
    </tr>

        <tr>
        <td>44F-14</td>
    </tr>

        <tr>
        <td>44M</td>
    </tr>

        <tr>
        <td>44x14</td>
    </tr>

        <tr>
        <td>RT2-14</td>
    </tr>

        <tr>
        <td>S144-14</td>
    </tr>

        <tr>
        <td>T2-14</td>
    </tr>

    </table>",2529452
12027,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04342-08</td>
    </tr>

        <tr>
        <td>142-8</td>
    </tr>

        <tr>
        <td>2300X8</td>
    </tr>

        <tr>
        <td>300-8</td>
    </tr>

        <tr>
        <td>302x8</td>
    </tr>

        <tr>
        <td>353F</td>
    </tr>

        <tr>
        <td>42-IN 1/2</td>
    </tr>

        <tr>
        <td>42-W-08</td>
    </tr>

        <tr>
        <td>42I-8</td>
    </tr>

        <tr>
        <td>42IF-8</td>
    </tr>

        <tr>
        <td>42IFHD-8</td>
    </tr>

        <tr>
        <td>IFHD42-8</td>
    </tr>

    </table>",2529807
12023,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04342-03</td>
    </tr>

        <tr>
        <td>142-3</td>
    </tr>

        <tr>
        <td>300-3</td>
    </tr>

        <tr>
        <td>302x3</td>
    </tr>

        <tr>
        <td>353B</td>
    </tr>

        <tr>
        <td>42-IN 3/16</td>
    </tr>

        <tr>
        <td>42-W-03</td>
    </tr>

        <tr>
        <td>42I-3</td>
    </tr>

        <tr>
        <td>42IF-3</td>
    </tr>

        <tr>
        <td>42IFHD-3</td>
    </tr>

        <tr>
        <td>IFHD42-3</td>
    </tr>

    </table>",2529803
12025,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04342-05</td>
    </tr>

        <tr>
        <td>142-5</td>
    </tr>

        <tr>
        <td>2300X5</td>
    </tr>

        <tr>
        <td>300-5</td>
    </tr>

        <tr>
        <td>302x5</td>
    </tr>

        <tr>
        <td>353D</td>
    </tr>

        <tr>
        <td>42-IN 5/16</td>
    </tr>

        <tr>
        <td>42-W-05</td>
    </tr>

        <tr>
        <td>42I-5</td>
    </tr>

        <tr>
        <td>42IF-5</td>
    </tr>

        <tr>
        <td>42IFHD-5</td>
    </tr>

        <tr>
        <td>IFHD42-5</td>
    </tr>

    </table>",2529805
12026,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04342-06</td>
    </tr>

        <tr>
        <td>142-6</td>
    </tr>

        <tr>
        <td>2300X6</td>
    </tr>

        <tr>
        <td>300-6</td>
    </tr>

        <tr>
        <td>302E</td>
    </tr>

        <tr>
        <td>302x6</td>
    </tr>

        <tr>
        <td>42-IN 3/8</td>
    </tr>

        <tr>
        <td>42-W-06</td>
    </tr>

        <tr>
        <td>42I-6</td>
    </tr>

        <tr>
        <td>42IF-6</td>
    </tr>

        <tr>
        <td>42IFHD-6</td>
    </tr>

        <tr>
        <td>IFHD42-6</td>
    </tr>

    </table>",2529806
12022,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04342-02</td>
    </tr>

        <tr>
        <td>142-2</td>
    </tr>

        <tr>
        <td>2300X3</td>
    </tr>

        <tr>
        <td>300-2</td>
    </tr>

        <tr>
        <td>302x2</td>
    </tr>

        <tr>
        <td>353A</td>
    </tr>

        <tr>
        <td>42-IN 1/8</td>
    </tr>

        <tr>
        <td>42-W-02</td>
    </tr>

        <tr>
        <td>42I-2</td>
    </tr>

        <tr>
        <td>42IF-2</td>
    </tr>

        <tr>
        <td>42IFHD-2</td>
    </tr>

        <tr>
        <td>IFHD42-2</td>
    </tr>

    </table>",2529802
12024,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04342-04</td>
    </tr>

        <tr>
        <td>142-4</td>
    </tr>

        <tr>
        <td>2300X4</td>
    </tr>

        <tr>
        <td>300-4</td>
    </tr>

        <tr>
        <td>302x4</td>
    </tr>

        <tr>
        <td>353C</td>
    </tr>

        <tr>
        <td>42-IN 1/4</td>
    </tr>

        <tr>
        <td>42-W-04</td>
    </tr>

        <tr>
        <td>42I-4</td>
    </tr>

        <tr>
        <td>42IF-4</td>
    </tr>

        <tr>
        <td>42IFHD-4</td>
    </tr>

        <tr>
        <td>IFHD42-4</td>
    </tr>

    </table>",2529804
77145,blank value,2536130
77346,blank value,2536257
77347,blank value,2536258
77341,blank value,2536254
77416,blank value,2536269
28231,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06124-04</td>
    </tr>

        <tr>
        <td>106-0387</td>
    </tr>

        <tr>
        <td>111-4</td>
    </tr>

        <tr>
        <td>116-45 1/4</td>
    </tr>

        <tr>
        <td>124-4</td>
    </tr>

        <tr>
        <td>124-B-04</td>
    </tr>

        <tr>
        <td>124A-B</td>
    </tr>

        <tr>
        <td>124SC</td>
    </tr>

        <tr>
        <td>2214P-4-4</td>
    </tr>

        <tr>
        <td>224-4</td>
    </tr>

        <tr>
        <td>23350x4</td>
    </tr>

        <tr>
        <td>23350X4</td>
    </tr>

        <tr>
        <td>306-0404</td>
    </tr>

        <tr>
        <td>3060404C</td>
    </tr>

        <tr>
        <td>3350x4</td>
    </tr>

        <tr>
        <td>73350-4</td>
    </tr>

        <tr>
        <td>PF2214-4-4</td>
    </tr>

        <tr>
        <td>S224-04</td>
    </tr>

        <tr>
        <td>X124-B</td>
    </tr>

    </table>",2528475
28234,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06124-12</td>
    </tr>

        <tr>
        <td>106-0396</td>
    </tr>

        <tr>
        <td>111-12</td>
    </tr>

        <tr>
        <td>116-45 3/4</td>
    </tr>

        <tr>
        <td>124-12</td>
    </tr>

        <tr>
        <td>124A-E</td>
    </tr>

        <tr>
        <td>2214P-12-12</td>
    </tr>

        <tr>
        <td>23350x12</td>
    </tr>

        <tr>
        <td>23350X12</td>
    </tr>

        <tr>
        <td>306-1212</td>
    </tr>

        <tr>
        <td>3061212C</td>
    </tr>

        <tr>
        <td>3350x12</td>
    </tr>

        <tr>
        <td>PF2214-12-12</td>
    </tr>

        <tr>
        <td>X124-E</td>
    </tr>

    </table>",2528478
28233,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06124-08</td>
    </tr>

        <tr>
        <td>106-0393</td>
    </tr>

        <tr>
        <td>111-8</td>
    </tr>

        <tr>
        <td>116-45 1/2</td>
    </tr>

        <tr>
        <td>124-8</td>
    </tr>

        <tr>
        <td>124-B-08</td>
    </tr>

        <tr>
        <td>124A-D</td>
    </tr>

        <tr>
        <td>124SF</td>
    </tr>

        <tr>
        <td>2214P-8-8</td>
    </tr>

        <tr>
        <td>224-8</td>
    </tr>

        <tr>
        <td>23350x8</td>
    </tr>

        <tr>
        <td>23350X8</td>
    </tr>

        <tr>
        <td>306-0808</td>
    </tr>

        <tr>
        <td>3060808C</td>
    </tr>

        <tr>
        <td>3350x8</td>
    </tr>

        <tr>
        <td>45E8-88 EXT</td>
    </tr>

        <tr>
        <td>73350-8</td>
    </tr>

        <tr>
        <td>PF2214-8-8</td>
    </tr>

        <tr>
        <td>S224-08</td>
    </tr>

        <tr>
        <td>X124-D</td>
    </tr>

    </table>",2528477
46072,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>09404-06</td>
    </tr>

        <tr>
        <td>132-6</td>
    </tr>

        <tr>
        <td>241-C</td>
    </tr>

        <tr>
        <td>2509X6</td>
    </tr>

        <tr>
        <td>2509x6</td>
    </tr>

        <tr>
        <td>31C-N</td>
    </tr>

        <tr>
        <td>43D</td>
    </tr>

        <tr>
        <td>43P</td>
    </tr>

        <tr>
        <td>6893</td>
    </tr>

        <tr>
        <td>737-6</td>
    </tr>

        <tr>
        <td>7LE</td>
    </tr>

        <tr>
        <td>DC601-6</td>
    </tr>

        <tr>
        <td>PDC601-6</td>
    </tr>

        <tr>
        <td>SV601-6</td>
    </tr>

        <tr>
        <td>V601-6</td>
    </tr>

    </table>",2531693
28230,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06124-02</td>
    </tr>

        <tr>
        <td>106-0384</td>
    </tr>

        <tr>
        <td>111-2</td>
    </tr>

        <tr>
        <td>116-45 1/8</td>
    </tr>

        <tr>
        <td>124-2</td>
    </tr>

        <tr>
        <td>124-B-02</td>
    </tr>

        <tr>
        <td>124A-A</td>
    </tr>

        <tr>
        <td>124SA</td>
    </tr>

        <tr>
        <td>2214P-2-2</td>
    </tr>

        <tr>
        <td>224-2</td>
    </tr>

        <tr>
        <td>23350x2</td>
    </tr>

        <tr>
        <td>23350X2</td>
    </tr>

        <tr>
        <td>306-0202</td>
    </tr>

        <tr>
        <td>3060202C</td>
    </tr>

        <tr>
        <td>3350x2</td>
    </tr>

        <tr>
        <td>73350-2</td>
    </tr>

        <tr>
        <td>PF2214-2-2</td>
    </tr>

        <tr>
        <td>S224-02</td>
    </tr>

        <tr>
        <td>X124-A</td>
    </tr>

    </table>",2528474
28232,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>06124-06</td>
    </tr>

        <tr>
        <td>106-0390</td>
    </tr>

        <tr>
        <td>111-6</td>
    </tr>

        <tr>
        <td>116-45 3/8</td>
    </tr>

        <tr>
        <td>124-6</td>
    </tr>

        <tr>
        <td>124-B-06</td>
    </tr>

        <tr>
        <td>124A-C</td>
    </tr>

        <tr>
        <td>124SE</td>
    </tr>

        <tr>
        <td>2214P-6-6</td>
    </tr>

        <tr>
        <td>224-6</td>
    </tr>

        <tr>
        <td>23350x6</td>
    </tr>

        <tr>
        <td>23350X6</td>
    </tr>

        <tr>
        <td>306-0606</td>
    </tr>

        <tr>
        <td>3060606C</td>
    </tr>

        <tr>
        <td>3350x6</td>
    </tr>

        <tr>
        <td>73350-6</td>
    </tr>

        <tr>
        <td>PF2214-6-6</td>
    </tr>

        <tr>
        <td>S224-06</td>
    </tr>

        <tr>
        <td>X124-C</td>
    </tr>

    </table>",2528476
