id;catalog_number;description;add_descr;attributes
2887669;HDC36-126-1795;Durham HDC36-126-1795 12G-HDC BDLP 24X36X78 126B #17 6^BA CH 95;nan;nan
2887673;HDC36-24DC24TB2S95;Durham HDC36-24DC24TB2S95 12G HDC DLP 36X36X78 12PB 24TB 2S 6^BA CH #95;nan;nan
2887677;HDC36-96-4S1795;Durham HDC36-96-4S1795 12G-HDC BDLP 24X36X78 96B #17 4S 6^BA CH 95;nan;nan
2887681;HDC36-DC16TB4DR2S95;Durham HDC36-DC16TB4DR2S95 HDC JANITORIAL BLP 36X36X78 12PB 24TB 4S 6^BA CH #95;nan;nan
2887685;HDC48-134-3S95;Durham HDC48-134-3S95 12G-HDC BDLP 24X48X78 134B 3S 6^BA CH 95;nan;nan
2887693;HDC60-156-3S1795;Durham HDC60-156-3S1795 12G-HDC BDLP 24X60X78 156B #17 3S 6^BA CH 95;nan;nan
2887697;HDC60-198-5295;Durham HDC60-198-5295 12G-HDC BDLP 24X60X78 198B #52 6^BA CH 95;nan;nan
2887701;HDC72-192-3S5295;Durham HDC72-192-3S5295 12G-HDC BDLP 24X72X78 192B #52 3S 6^BA CH 95;nan;nan
2887709;HDCC243636-2S95;Durham HDCC243636-2S95 12G-HDC COUNTER TOP CV 24X36X36 2S CH 95;nan;nan
2887713;HDCC244878-4S95;Durham HDCC244878-4S95 12G-HDC CLEARVIEW 24X48X78 4S 6^BA CH 95;nan;nan
2887717;HDCD243678-3M95;Durham HDCD243678-3M95 12G-HDC 3DR MID 24X36X78 3S 6^BA CH 95;nan;nan
2887721;HDCD246078-6B95;Durham HDCD246078-6B95 12G-HDC 6DR BTM 24X60X78 4S 6^BA CH 95;nan;nan
2887725;HDCM36-12-2S95;Durham HDCM36-12-2S95 12G-HDC STORAGE 24X36X80 MOBILE BLP 12B 2S CH 6PH RS SB 95;nan;nan
2887729;HDCM36-4S-95;Durham HDCM36-4S-95 12G-HDC STORAGE 24X36X80 MOBILE BLP4S CH 6PH RS SB 95;nan;nan
2887733;HDCM48-42-1795;Durham HDCM48-42-1795 12G-HDC STORAGE 24X48X80 MOBILE BLP 42B #17 CH 6PH RS SB 95;nan;nan
2887737;HDCO243678-4S95;Durham HDCO243678-4S95 12G-HDC OUTDOOR 24X36X78 4S 6^BA CH 95;nan;nan
2887741;HDCP244878-4S95;Durham HDCP244878-4S95 12G-HDC PEGBOARD 24X48X78 4S 6^BA CH 95;nan;nan
2887749;HDC-SH-2418-95;Durham HDC-SH-2418-95 HDC CAB SHELF 20 27/32^ X 15 9/16^ #95 GRAY;nan;nan
2887753;HDC-SH-2442-95;Durham HDC-SH-2442-95 HDC CAB SHELF 20 27/32^ X 39 9/16^ #95 GRAY;nan;nan
2887757;HDCV243678-4S95;Durham HDCV243678-4S95 12G-HDC VENTILATED 24X36X78 4S 6^BA CH 95;nan;nan
2887761;HDCV36-12B-2S5295;Durham HDCV36-12B-2S5295 12G-HDC VENTILATED 24X36X78 BLP12B #52 2S 6^BA CH 95;nan;nan
2887765;HDCV36-30B-95;Durham HDCV36-30B-95 12G-HDC VENTILATED 24X36X78 BLP 30B  6^BA CH 95;nan;nan
2887769;HDCV48-18B-3S1795;Durham HDCV48-18B-3S1795 12G-HDC VENTILATED 24X48X78 BLP 18B #17 3S 6^BA CH 95;nan;nan
2887773;HDCV48-24B-2S5295;Durham HDCV48-24B-2S5295 12G-HDC VENTILATED 24X48X78 BLP 24B #52 2S 6^BA CH 95;nan;nan
2887777;HDCV48-42B-95;Durham HDCV48-42B-95 12G-HDC VENTILATED 24X48X78 BLP 42B  6^BA CH 95;nan;nan
2887781;HDCV60-54B-1795;Durham HDCV60-54B-1795 12G-HDC VENTILATED 24X60X78 BLP54B #17 6^BA CH 95;nan;nan
2887785;HDDS243678-8S95;Durham HDDS243678-8S95 12G-HDDS DBL SHFT 24X36X78 8S 6^BA CH 95;nan;nan
2887789;HDDS246078-8S95;Durham HDDS246078-8S95 12G-HDDS DBL SHFT 24X60X78 8S 6^BA CH 95;nan;nan
2887793;HDJC243678-4S95;Durham HDJC243678-4S95 12G-HDC JANITORIAL 24X36X78 4S 6^BA CH 95;nan;nan
2887797;HDJC244878-156-4S95;Durham HDJC244878-156-4S95 12G-HDC JANITORIAL BDLP 24X48X78 156B 4S 6^BA CH 95;nan;nan
2887801;HDS-2448-95;Durham HDS-2448-95 HEAVY DUTY SHELVING SHELF ONLY 24X48 #95 GRAY;nan;nan
2887805;HDWB-3048-177-95;Durham HDWB-3048-177-95 HVY DTY WK BCH 30X48X34 177D #95 GRAY;nan;nan
2887809;HDWB-3672-177-95;Durham HDWB-3672-177-95 HVY DTY WK BCH 36X72X34 177D #95 GRAY;nan;nan
2887813;HDWC244878-5S95;Durham HDWC244878-5S95 12G-HDC WARDROBE 24X48X78 5S 6^BA CH 95;nan;nan
2887817;HET-2436-2-5K-95;Durham HET-2436-2-5K-95 2SC 24X36 5K LD 8PH RS 95;nan;nan
2887825;HET-3048-3-5K-95;Durham HET-3048-3-5K-95 3SC 30X48 5K SH LD 8PH RS 95;nan;nan
2887829;HET-3648-2-95;Durham HET-3648-2-95 2SC 36X48 4K SH LD 6PH RS 95;nan;nan
2887833;HMT-1836-2-95;Durham HMT-1836-2-95 2SC 18X36 1.2K LD 5PU RS 95;nan;nan
2887837;HMT-2448-2-95;Durham HMT-2448-2-95 2SC 24X48 1.2K LD 5PU RS 95;nan;nan
2887841;HMT-3060-2-95;Durham HMT-3060-2-95 2SC 30X60 1.2K LD 5PU RS 95;nan;nan
2887845;HSR-303085-95;Durham HSR-303085-95 HORIZ. STORAGE RACK 30X30X85 #95 GRAY;nan;nan
2887849;HTL-3660-DD-95;Durham HTL-3660-DD-95 SEC TRK 36X60 2K 6PH RS 95;nan;nan
2887853;HTLS-3060-DD-95;Durham HTLS-3060-DD-95 SEC TRK SOLID 30X60 2K 6PH RS 95;nan;nan
2887857;HWB-3648-177D-95;Durham HWB-3648-177D-95 14000# HD WORK BENCH W/ #177 DRAWER #95 GRAY;nan;nan
2887861;HWB-3672-177D-95;Durham HWB-3672-177D-95 14000# HD WORK BENCH W/ #177 DRAWER #95 GRAY;nan;nan
2887865;HWBMT-364834-95;Durham HWBMT-364834-95 HD WB MACH TABLE 36X48X34 14K #95 GRAY;nan;nan
2887869;HWBMT-367224-95;Durham HWBMT-367224-95 HD WB MACH TABLE 36X72X24 14K #95 GRAY;nan;nan
2887873;JC-137-3S-5295;Durham JC-137-3S-5295 FDC 48X24X78 137B #52 3S 6^BA KH 95;nan;nan
2887881;JC-482478-BDLP-95;Durham JC-482478-BDLP-95 FDC 48X24X78 BDLP 6^BA KH 95;nan;nan
2887885;JCBDLP724RDR-1795;Durham JCBDLP724RDR-1795 FDC 48X24X78 72B #17 1S 4D 12DS KH 95;nan;nan
2887889;LDO-1830-2-95;Durham LDO-1830-2-95 2SC 18X30 1.2K OH BLU 5PU RSSB 95;nan;nan
2887893;LDO-2436-3-95;Durham LDO-2436-3-95 3SC 24X36 1.2K OH BLU 5PU  RS SB 95;nan;nan
2887897;LDO-2448-3-95;Durham LDO-2448-3-95 3SC 24X48 1.2K OH BLU 5PU RSSB 95;nan;nan
2887901;LDO-3048-3-95;Durham LDO-3048-3-95 3SC 30X48 1.2K OH BLU 5PU  RSSB 95;nan;nan
2887905;LIC-2436-2-95;Durham LIC-2436-2-95 2SC 24X36 1.2K OH BLU 8PN RS RM 95;nan;nan
2887909;LIC-3060-2-95;Durham LIC-3060-2-95 2SC 30X60 1.2K OH BLU 8PN RS RM 95;nan;nan
2887913;LPRSS-17.25X68-95;Durham LPRSS-17.25X68-95 LOUVERED PANEL STAND 17-1/4^ X 68^ #95 GRAY;nan;nan
2887921;LPW-34.5X64-95;Durham LPW-34.5X64-95 LOUVERED PANEL WALL (2) 17.25^ x 64^ PANELS #95 GRAY;nan;nan
2887925;MAS-1560-95;Durham MAS-1560-95 MOBILE ADJ SHELF 14 3/8^ X 59 1/2^ #95 GRAY;nan;nan
2887929;MAS-3672-95;Durham MAS-3672-95 MOBILE ADJ SHELF 33 3/8^ X 71 1/2^ #95 GRAY;nan;nan
2887933;MSB3-2036-95;Durham MSB3-2036-95 MOBILE STORAGE BIN 3 CPT 20^X36^X45 1/2^ 6PH RS SB 95;nan;nan
2887941;MT182442-2K195;Durham MT182442-2K195 MACH TBL 182442 2K 1SH #95;nan;nan
2887945;MT243624-2K195;Durham MT243624-2K195 MACH TBL 243624 2K 1SH #95;nan;nan
2887949;MT243636-2K195;Durham MT243636-2K195 MACH TBL 243636 2K 1SH #95;nan;nan
2887953;MT244830-2K195;Durham MT244830-2K195 MACH TBL 244830 2K 1SH #95;nan;nan
2887957;MT244842-2K195;Durham MT244842-2K195 MACH TBL 244842 2K 1SH #95;nan;nan
2887961;MT367236-3K295;Durham MT367236-3K295 MACH TBL 367236 3K 2SH #95;nan;nan
2887965;MTD182436-2K195;Durham MTD182436-2K195 MACH TBL DRW 182436 2K 1SH #95;nan;nan
2887969;MTD243630-2K195;Durham MTD243630-2K195 MACH TBL DRW 243630 2K 1SH #95;nan;nan
2887973;MTD244824-2K195;Durham MTD244824-2K195 MACH TBL DRW 244824 2K 1SH #95;nan;nan
2887977;MTDM182418-2K195;Durham MTDM182418-2K195 MACH TBL DRW MBL 182418 2K 1SH 3PL #95;nan;nan
2887981;MTDM182442-2K195;Durham MTDM182442-2K195 MACH TBL DRW MBL 182442 2K 1SH 3PL #95;nan;nan
2887985;MTDM243636-2K195;Durham MTDM243636-2K195 MACH TBL DRW MBL 243636 2K 1SH 3PL #95;nan;nan
2887989;MTDM244830-2K195;Durham MTDM244830-2K195 MACH TBL DRW MBL 244830 2K 1SH 3PL #95;nan;nan
2887993;MTM182424-2K195;Durham MTM182424-2K195 MACH TBL MBL 182424 2K 1SH 3PL #95;nan;nan
2887997;MTM183630-2K295;Durham MTM183630-2K295 MACH TBLE MBL 183630 2K 2SH 3PL #95;nan;nan
2888001;MTM243630-2K195;Durham MTM243630-2K195 MACH TBL MBL 243630 2K 1SH 3PL #95;nan;nan
2888005;MTM243642-2K195;Durham MTM243642-2K195 MACH TBL MBL 243642 2K 1SH 3PL #95;nan;nan
2888013;MTM246030-2K295;Durham MTM246030-2K295 MACH TBLE MBL 246030 2K 2SH 3PL #95;nan;nan
2888021;OPC-2436-3-95;Durham OPC-2436-3-95 3SC 24X36X37 5/8 1.2K SH WS 5PURS SB 95;nan;nan
2888025;OPC-3060-3-95;Durham OPC-3060-3-95 3SC 30X60X37 5/8 1.2K SH WS 5PU RS SB 95;nan;nan
2888029;OPT-4830-95;Durham OPT-4830-95 OPEN PORTABLE TRUCK 48X30 #95 GRAY;nan;nan
2888033;OPT-7236-95;Durham OPT-7236-95 OPEN PORTABLE TRUCK 72X36 #95 GRAY;nan;nan
2888037;PAT-36-6-9-95;Durham PAT-36-6-9-95 PAN & TRAY RACK 36^D 9 TRAY #95 GRAY;nan;nan
2888041;PSD-2430-3-D-95;Durham PSD-2430-3-D-95 3SC 24X30 1.2K LU 1D 5PU RS 95;nan;nan
2888045;RB17-10-95;Durham RB17-10-95 RB17 10 SEC. STEM ASY 41 1/4^ #95 GRAY;nan;nan
2888049;RB28-6-95;Durham RB28-6-95 RB28 6 SEC STEM ASY 40 3/8^ #95 GRAY;nan;nan
2888053;RB28-9-95;Durham RB28-9-95 RB28 9 SEC STEM ASY 59 1/8^ #95 GRAY;nan;nan
2888057;RB34-7-95;Durham RB34-7-95 RB34 7 SEC STEM ASY 57 1/2^ #95 GRAY;nan;nan
2888061;RB44-10CPT-95;Durham RB44-10CPT-95 RB44 10 CPT #95 GRAY;nan;nan
2888065;RB44-6-95;Durham RB44-6-95 RB44 6 SEC STEM ASY 69 5/16^ #95 GRAY;nan;nan
2888069;RIC-2436-2-95;Durham RIC-2436-2-95 2SC 24X36 1.2K SH LD 8PN RS RM 95;nan;nan
2888073;RIC-3036-2-95;Durham RIC-3036-2-95 2SC 30X36 1.2K SH LD 8PN RS RM 95;nan;nan
2888077;RSC12-1830-2-3.6K-95;Durham RSC12-1830-2-3.6K-95 2SC 18X30X38-5/8 3.6K 12^LU SH 6PH RS 95;nan;nan
2888081;RSC-1830-2-95;Durham RSC-1830-2-95 2SC 18X30 1.2K SH LU 5PU RS 95;nan;nan
2888085;RSC-1836-2-95;Durham RSC-1836-2-95 2SC 18X36 1.2K SH LU 5PU RS 95;nan;nan
2888089;RSC-1836-BLP-112-220-95;Durham RSC-1836-BLP-112-220-95 2SC 18X36 1.2K SH LU LP 5PU 112B 95;nan;nan
2888093;RSC-2436-2-2DR-95;Durham RSC-2436-2-2DR-95 2SC 24X36 SH LU 2D 5PU RS 95;nan;nan
2888097;RSC-2436-2-PB-2DR-95;Durham RSC-2436-2-PB-2DR-95 2SC 24X36 SH LU 5PU 2DR PB 95;nan;nan
2888101;RSC-2436-4-3K-95;Durham RSC-2436-4-3K-95 4SC 24X36 3K SH LU 6PH RS #95;nan;nan
2888105;RSC-2436-BLP-64-210-95;Durham RSC-2436-BLP-64-210-95 2SC 24X36 1.2K SH LU LP 5PU 64B 95;nan;nan
2888109;RSC-2448-2-95;Durham RSC-2448-2-95 2SC 24X48 1.2K SH LU 5PU RS 95;nan;nan
2888117;RSC-3036-2-2DR-95;Durham RSC-3036-2-2DR-95 2SC 30X36 SH LU 2D 5PU RS 95;nan;nan
2888121;RSC-3048-2-95;Durham RSC-3048-2-95 2SC 30X48 1.2K SH LU 5PU RS 95;nan;nan
2888125;RSC-3060-2-3K-TLD-95;Durham RSC-3060-2-3K-TLD-95 2SC 30X60 3K SH TLD 6PH RS 95;nan;nan
2888129;RSC-3060-3-95;Durham RSC-3060-3-95 3SC 30X60 1.2K SH LU 5PU RS 95;nan;nan
2888133;RSC3-1830-2-3.6K-95;Durham RSC3-1830-2-3.6K-95 2SC 18X30X38-5/8 3.6K 3^LU SH 6PH RS 95;nan;nan
2888137;RSC3-2436-2-95;Durham RSC3-2436-2-95 2SC 24X36X35 1.2K 3^LU SH 5PU RS 95;nan;nan
2888141;RSC6-1830-2-95;Durham RSC6-1830-2-95 2SC 18X30X35 1.2K 6^LU SH 5PU RS 95;nan;nan
2888145;RSC6-2448-2-3.6K-95;Durham RSC6-2448-2-3.6K-95 2SC 24X48X38-5/8 3.6K 6^ LU SH 6PH RS 95;nan;nan
2888149;RSCE-1830-2-95;Durham RSCE-1830-2-95 2SC 18X30 1.2K ERG  ALU 5PU RS SB  95;nan;nan
2888153;RSCE-1836-2-3.6K-TLD-95;Durham RSCE-1836-2-3.6K-TLD-95 2SC 18X36 3.6K ERG TLD 6PH RS SB 95;nan;nan
2888157;RSCE-2436-2-3.6K-ALD-95;Durham RSCE-2436-2-3.6K-ALD-95 2SC 24X36 3.6K ERG ALD 6PH RS SB 95;nan;nan
2888161;RSCE-2448-2-3.6K-95;Durham RSCE-2448-2-3.6K-95 2SC 24X48 3.6K ERG ALU 6PH RS SB 95;nan;nan
2888165;RSCE-2448-2-TLD-95;Durham RSCE-2448-2-TLD-95 2SC 24X48 1.2K ERG TLD 5PU RS SB 95;nan;nan
2888169;RSCE-3048-2-95;Durham RSCE-3048-2-95 2SC 30X48 1.2K ERG ALU 5PU RS SB 95;nan;nan
2888173;RSCE-3060-2-3.6K-TLD-95;Durham RSCE-3060-2-3.6K-TLD-95 2SC 30X60 3.6K ERG TLD 6PH RS SB 95;nan;nan
2888177;RSCR-2436-ALD-95;Durham RSCR-2436-ALD-95 2SC 24X36 1.5K RHSH LD 8PN RS 95;nan;nan
2888181;RSCR-3048-ALD-95;Durham RSCR-3048-ALD-95 2SC 30X48 1.5K RH SH LD 8PN RS 95;nan;nan
2888185;RSIC-2436-2-8PN-95;Durham RSIC-2436-2-8PN-95 2RSIC 24X36 1.2K SH ALD 8PN RS RM ES 95;nan;nan
2888189;SJC-BDLP-192-95;Durham SJC-BDLP-192-95 DDC 48X24X84 192B KH 95;nan;nan
2888193;SSC-185-3S-1795;Durham SSC-185-3S-1795 FDC 60X24X84 185B #17 3S 6^BA PH 95;nan;nan
2888197;SSC-185-3S-NL-5295;Durham SSC-185-3S-NL-5295 FDC 60X24X78 185B #52 3S PH N/LEGS 95^;nan;nan
2888201;SSC-227-95;Durham SSC-227-95 FDC 60X24X84 227B 6^BA PH 95;nan;nan
2888205;SSC-602484-3S-95;Durham SSC-602484-3S-95 FDC 60X24X84 3S 6^BA PH 95;nan;nan
2888213;SSC-722484-BDLP-264-1795;Durham SSC-722484-BDLP-264-1795 FDC 72X24X84 264B #17 6^BA PH 95;nan;nan
2888217;SSC-722484-BDLP-95;Durham SSC-722484-BDLP-95 FDC 72X24X84 6^BA PH 95;nan;nan
2888221;TRM-3630-95;Durham TRM-3630-95 TRAY-MESH 36X30 #95 GRAY;nan;nan
2888225;VSC-242478-95;Durham VSC-242478-95 VISIBLE STG CAB 4 AD SH 24X24X78 #95 GRAY;nan;nan
2888229;WBF-3096-95;Durham WBF-3096-95 ERGO FOLDING LEG WORK BENCH 30X96 #95 GRAY;nan;nan
2888233;WBF-3696-95;Durham WBF-3696-95 ERGO FOLDING LEG WORK BENCH 36X96 #95 GRAY;nan;nan
2888237;WBF-TH-3060-95;Durham WBF-TH-3060-95 FOLDING LEG WORKBENCH TEMP HDBD 30X60 #95 GRAY;nan;nan
2888241;WBF-TH-3660-95;Durham WBF-TH-3660-95 FOLDING LEG WORKBENCH TEMP HDBD 36X60 #95 GRAY;nan;nan
2888245;WBF-TH-4896-95;Durham WBF-TH-4896-95 FOLDING LEG WORKBENCH TEMP HDBD 48X96 #95 GRAY;nan;nan
2888249;WB-SHELF-96-95;Durham WB-SHELF-96-95 12^ X 92 1/2^ WK BENCH SH FOR 96^ #95;nan;nan
2888253;102PC227-95;Durham 102PC227-95 501 HDL2/PC227 DL24 #95 GRAY;nan;nan
2888257;113-95;Durham 113-95 DL 16 W/C #95 GRAY;nan;nan
2888261;119PC227-95;Durham 119PC227-95 501 HDL2/PC227 ADL #95 GRAY;nan;nan
2888265;124-95-20-4/PK;Durham 124-95-20-4/PK SCOOP DL20 #195 4-PACK;nan;nan
2888273;LP16-CLEAR;Durham LP16-CLEAR 16 CPTCLEAR POLYPRO;nan;nan
2888277;LPADJ-CLEAR;Durham LPADJ-CLEAR ADJ LP W/20 DIV CLEAR;nan;nan
2888281;204-95;Durham 204-95 DS 21 W/C #95 GRAY;nan;nan
2888293;522-43;Durham 522-43 70 KIT #43 WHITE;nan;nan
2888297;PB30162-08;Durham PB30162-08 PB DIV HORZ PKG OF 6 BLACK PB30210 / PB30220 BINS;nan;nan
2888309;SP13-CLEAR;Durham SP13-CLEAR 13 CMPTCLEAR POLYPRO;nan;nan
2888313;SPOS12-CLR;Durham SPOS12-CLR SP12 OFST PARTITION CLR;nan;nan
2888317;505-43;Durham 505-43 16 UNIT VERT#43 WHITE;nan;nan
2888321;550-43;Durham 550-43 GLOVE DISPENSER#43 WHITE;nan;nan
2888325;PB30230-17;Durham PB30230-17 PLASTIC BIN 6W X 11L X 5H #17 RED;nan;nan
2888333;783-95-DURHAM;Durham 783-95-Durham G-DRW11 W/DURHAM EMBOSS #95 GRAY;nan;nan
2888337;1370;Durham 1370 RB34/44 PIN WASHER BEARING SET;nan;nan
2888341;H465;Durham H465 MED CAB & AEROSOL HANDLE;nan;nan
2888345;512G-43;Durham 512G-43 24P #43 W/GASKET W/PART;nan;nan
2888349;PB30210-21;Durham PB30210-21 PLASTIC BIN 4W X 5 L X 3 H #21 YELLOW;nan;nan
2888357;H472;Durham H472 BLK P-HANDLE0507B2P02;nan;nan
2888361;497-43;Durham 497-43 MULTIPURPOSE KIT #43 POLYPROPYLENE;nan;nan
2888365;224-D842;Durham 224-D842 DL-20 COVER LABEL;nan;nan
2888369;224-D847;Durham 224-D847 DL-12 COVER LABEL;nan;nan
2888373;224-D854;Durham 224-D854 ADS COVER LABEL;nan;nan
2888377;224-D861;Durham 224-D861 DS-16 COVER LABEL;nan;nan
2888381;224-D865;Durham 224-D865 ADLH COVER LABEL;nan;nan
2888385;120-95;Durham 120-95 DIV SCPADLBAG OF 9;nan;nan
2888389;D855;Durham D855 SM CPT CVR POUCH 8 7/8^X11 3/8^;nan;nan
2886865;004-95;Durham 004-95 9 D CABINET#95 GRAY;nan;nan
2886869;012-D850;Durham 012-D850 CAB LABELS 10 PAGES;nan;nan
2886873;017-95;Durham 017-95 48 D UNIT #95 GRAY;nan;nan
2886877;024-95;Durham 024-95 30 DR11 ASY. UNIT #95 GRAY;nan;nan
2886881;028-95;Durham 028-95 60 DR17 ASY. UNIT #95 GRAY;nan;nan
2886885;032-95;Durham 032-95 18DR17 CAB#95 GRAY;nan;nan
2886889;052-43;Durham 052-43 SPILL CAB#43 WHITE;nan;nan
2886893;056-95-SHELF;Durham 056-95-SHELF AU-3 SHELF#95 GRAY;nan;nan
2886897;061-95-ADJFS;Durham 061-95-ADJFS ADJUSTABLE FLAT SHELF AEROSOL CABINET #95 GRAY;nan;nan
2886901;1012-GP;Durham 1012-GP FS SH-PAN 13^ X 19^ X .055 NOM GALV FORM;nan;nan
2886913;102-95-IND;Durham 102-95-IND DL 24 W/C#95 GRAYIND;nan;nan
2886917;1030S-50;Durham 1030S-50 FSC 30 GAL. 2 SC DR 43^X18^X45-3/8^ #50 YEL;nan;nan
2886921;1045S-50;Durham 1045S-50 FSC 45 GAL. 2 SC DR 43^X18^X66-3/8^ #50 YEL;nan;nan
2886925;1060ML-50;Durham 1060ML-50 FSC 60 GAL. 2 MAN DR 34^X34^X71^ W/LEGS #50 YEL;nan;nan
2886929;1090-GP;Durham 1090-GP FS SH-PAN 28-1/2^ X 39^ X .055 NOM GALV FORM;nan;nan
2886933;1090SL-50;Durham 1090SL-50 FSC 90 GAL. 2 SC DR 43^X34^X72-3/8^ W/LEGS #50 YEL;nan;nan
2886937;1108-95;Durham 1108-95 RB17 8 SECTION #95 GRAY;nan;nan
2886941;1141-95;Durham 1141-95 RB17 ADJ MET. DIV. 20 PACK # 95 GRAY;nan;nan
2886945;123-95-IND;Durham 123-95-IND DL SHELL W/C#95INDIV;nan;nan
2886949;124-95-12;Durham 124-95-12 SCOOPDL 12#95 GRAY;nan;nan
2886953;124-95-24;Durham 124-95-24 SCOOPDL 24#95 GRAY;nan;nan
2886957;124-95-EXL;Durham 124-95-EXL SCOOP EXL#95 GRAY;nan;nan
2886961;1342-95;Durham 1342-95 RB34BS ADJ. DIV. 1 PACK 13 7/8 X 7 #95 GRAY;nan;nan
2886965;202-95-IND;Durham 202-95-IND DS 24 W/C#95 GRAYIND;nan;nan
2886969;211-95-IND;Durham 211-95-IND DS 12-C#95 GRAYIND;nan;nan
2886973;2201-95;Durham 2201-95 EMC 18X24 PH 1D 2DR 5PU #95;nan;nan
2886977;2210-95;Durham 2210-95 EMC 18X36 PH 2D 1SH 5PU #95;nan;nan
2886981;2211-95;Durham 2211-95 EMC 18X36 PH 1D 1SH 4DR 5PU #95;nan;nan
2886989;2213A-LU-95;Durham 2213A-LU-95 EMC 18X36 PH 2D 1SH 2DR LU 5PU #95;nan;nan
2886993;227-95-IND;Durham 227-95-IND DS17-C #95 IND CTN;nan;nan
2886997;229-95-17;Durham 229-95-17 SCOOPDS 17#95 GRAY;nan;nan
2887001;229-95-ADS;Durham 229-95-ADS SCOOP ADS#95 GRAY;nan;nan
2887005;2500-4S-95;Durham 2500-4S-95 FDC 16GA 24X36X84 4S KH 95;nan;nan
2887009;2501-BDLP-102-3S-95;Durham 2501-BDLP-102-3S-95 FDC 16GA 24X36X72 BDLP 102B 3S KH 95;nan;nan
2887013;2501M-BLP-12-2S-1795;Durham 2501M-BLP-12-2S-1795 FDC 16GA 24X36X80 MOBILE BLP 12B #172S 6PH RS SB 95;nan;nan
2887017;2501M-BLP-30-5295;Durham 2501M-BLP-30-5295 FDC 16GA 24X36X80 MOBILE BLP 30B #52 6PH RS SB 95;nan;nan
2887021;2502-138-3S-5295;Durham 2502-138-3S-5295 FDC 16GA 24X48X72 BDLP 138B#52 3S KH 95;nan;nan
2887025;2502-186-95;Durham 2502-186-95 FDC 16GA 24X48X72 BDLP 186B KH 95;nan;nan
2887029;2502M-BLP-18-2S-95;Durham 2502M-BLP-18-2S-95 FDC 16GA 24X48X80 MOBILE BLP 18B 2S 6PH RS SB 95;nan;nan
2887033;2502M-BLP-4S-95;Durham 2502M-BLP-4S-95 FDC 16GA 24X48X80 MOBILE BLP 4S 6PH RS SB 95;nan;nan
2887037;2506-4S-95;Durham 2506-4S-95 FDC 16GA 24X60X84 6BA 4S KH 95;nan;nan
2887041;2603-156B-1795;Durham 2603-156B-1795 FDC 16GA 18X36X84 BDLP 156B#17 KH 95;nan;nan
2887045;2702-4S-95;Durham 2702-4S-95 14G-HDC 18X36X78 4S 6^BA CH 95;nan;nan
2887049;291-95;Durham 291-95 LPR RACK#95 GRAY;nan;nan
2887053;2SPT-3048-1-2K-95;Durham 2SPT-3048-1-2K-95 TWO SIDED PKG TRUCK 1 SHELF #95;nan;nan
2887057;3000-95;Durham 3000-95 FDC 24X36X35.5 2D 1SH KH #95;nan;nan
2887061;302B-15.75-95;Durham 302B-15.75-95 2LR 15.75 BEARING RACK #95 GRAY;nan;nan
2887069;305B-95;Durham 305B-95 5 LR TT BEARING RACK#95 GRAY;nan;nan
2887073;309B-95;Durham 309B-95 2 LR 12.5 TT BEARING RACK#95 GRAY;nan;nan
2887077;3100-BLP-20-95;Durham 3100-BLP-20-95 PFDC 24X36X40.5 PH 2D BLP 20B 6PH KH #95;nan;nan
2887081;311-95-5.75/LEG;Durham 311-95-5.75/LEG BLR TT#95W/ 5.75^ LEGS;nan;nan
2887085;315-95-5.75/LEG;Durham 315-95-5.75/LEG BSR STAND#95 GRAY W/5.75^ LEG;nan;nan
2887093;330-95;Durham 330-95 12 BIN SB #95 GRAY;nan;nan
2887097;3402-95;Durham 3402-95 FDMC 24X48 1S SH 1D VS 5DR 6PH #95;nan;nan
2887101;343-95;Durham 343-95 AU-19^AERO CAB#95 GRAY;nan;nan
2887105;3500-138B-1795;Durham 3500-138B-1795 FDC 36X24X84 BDLP 138B#17 2S KH 95;nan;nan
2887113;3501524RDR-95;Durham 3501524RDR-95 FDC 36X24X72 52B 1S 4D 12DS KH 95;nan;nan
2887117;3501-95;Durham 3501-95 FDC 36X24X72 3S KH 95;nan;nan
2887121;3501-BDLP-132-1795;Durham 3501-BDLP-132-1795 FDC 36X24X72 132B #17 KH 95;nan;nan
2887129;3501-DLP-72/40B-96-1795;Durham 3501-DLP-72/40B-96-1795 FDC 36X24X72 96B #17 72/40B KH 95;nan;nan
2887133;3501-DLP-PB-96-2S-5295;Durham 3501-DLP-PB-96-2S-5295 FDC 36X24X72 2S PB DLP 96B #52 KH 95;nan;nan
2887137;3501M-BLP-12-2S-5295;Durham 3501M-BLP-12-2S-5295 FDC 14GA 24X36X80 MOBILE BLP 12B #522S 6PH RS SB 95;nan;nan
2887141;3501M-BLP-30-95;Durham 3501M-BLP-30-95 FDC 14GA 24X36X80 MOBILE BLP 30B 6PH RS SB 95;nan;nan
2887145;3502-138-3S-95;Durham 3502-138-3S-95 FDC 48X24X72 BDLP 138B 3S KH 95;nan;nan
2887149;3502-4S-95;Durham 3502-4S-95 FDC 48X24X72 4S KH 95;nan;nan
2887153;3502M-BLP-18-2S-95;Durham 3502M-BLP-18-2S-95 FDC 14GA 24X48X80 MOBILE BLP 18B 2S 6PH RS SB 95;nan;nan
2887157;3502M-BLP-4S-95;Durham 3502M-BLP-4S-95 FDC 14GA 24X48X80 MOBILE BLP 4S 6PH RS SB 95;nan;nan
2887161;353-95;Durham 353-95 16 BIN SB #95 GRAY;nan;nan
2887165;358-95;Durham 358-95 36 BIN SB #95 GRAY;nan;nan
