id,catalog_number,add_descr,attributes
2887571,EMDC-481872-24B-2S-1795,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC-481872-24B-2S-1795|Weight:350 lbs. / 159 kgs.|Shelves:2|Capacity:Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 48 x 18 x 72  mm: 1219 x 457 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (24) 8-1/4 x 14-5/8 x 7"
2887583,EMDC-482472-24B-2S-95,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC-482472-24B-2S-95|Weight:406 lbs. / 184 kgs.|Shelves:2|Capacity:Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 48 x 24 x 72  mm: 1219 x 610 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (24) 8-1/4 x 14-5/8 x 7"
2887587,EMDC-482472-6B-3S-1795,Clearview Cabinets with Hook-On Bins® and Shelves,"Model:EMDC-482472-6B-3S-1795|Weight:406 lbs. / 184 kgs.|Shelves:3|Capacity:Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 48 x 24 x 72  mm: 1219 x 610 x 1829|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (6) 16-3/4 x 14-5/8 x 7"
2887599,FDC-SH-3624-95,,"Model:FDC-SH-3624-95|Shelves:1|Capacity:900 lbs. / 408 kgs.|Dimensions Overall:in: 35-1/2 x 21-3/8 x 1-1/8 mm: 902 x 543 x 29|Colors:Durable gray textured powder coat finish|Fits Models:36"" Wide"
2887591,EMDC-482472-PB-2S-95,48 Wide Ventilated 5-S Storage Cabinet with Steel Pegboard and 2 Adjustable Shelves,"Model:EMDC-482472-PB-2S-95|Weight:392 lbs. / 178 kgs.|Drawers:N/A|Shelves:2|Capacity:700 lbs. / 318 kgs. per shelf|Dimensions Overall:in: 48 x 24 x 72  mm: 1219 x 610 x 1829|Bins:N/A|Dimensions Bins:N/A|Material:14 Gauge All Welded Steel|Colors:Durable, textured, gray powder coat finish|No of Drawers:N/A|Drawer Dimensions:N/A"
2887603,FDC-SH-6024-95,,"Model:FDC-SH-6024-95|Shelves:1|Capacity:300 lbs. / 136 kgs.|Dimensions Overall:in: 59-1/2 x 21-3/8 x 1-1/8 mm: 1511 x 543 x 29|Colors:Durable gray textured powder coat finish|Fits Models:60"" Wide"
2887595,EX-3048-2SC-6PH-95,,Model:EX-3048-2SC-6PH-95|Weight:230 lbs. / 104 kgs.|Dimensions Overall:in: 48 x 30 x 57   mm: 1219 x 762 x 1448
2887607,FS-SH-1439,,Model:FS-SH-1439|Shelves:1|Dimensions Overall:in: 39-5/8 x 13-7/16 x 1-3/8 mm: 1007 x 341 x 35|Colors:Silver|Fits Models:12 Gallons - Horizontal
2887667,HDC36-108-3S5295,,"Model:HDC36-108-3S5295|Weight:520 lbs. / 236 kgs. |Shelves:(3) Adjustable|Capacity:1900 lbs. - Adjustable|Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1982|Bins:in:  (96) 4-3/16 x 7-7/16 x 3  (12) 8-1/4 x 14-5/8 x 7|Colors:Durable, textured, gray powder coat finish"
2887659,HDC-246066-3S95,,"Model:HDC-246066-3S95|Weight:595 lbs. / 270 kgs.|Shelves:3|Capacity:1650 lbs. / 749 kgs. |Material:12 Gauge Steel|Colors:Durable, textured, gray powder coat finish|Depth:in: 24  mm: 610|Height:in: 66  mm:1676|Width:in: 60  mm:1524"
2887675,HDC36-60-2S6D5295,,"Model:HDC36-60-2S6D5295|Weight:518 lbs. / 235 lbs.|Shelves:(2) -Adjustable   (6) -Door Shelves|Capacity:1900 lbs. - Adjustable  25 lbs. - Door Shelves|Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1982|Bins:in:  (48) 4-3/16 x 7-7/16 x 3  (12) 8-1/4 x 14-5/8 x 7|Colors:Durable, textured, gray powder coat finish"
2887663,HDC36-102-3S1795,,"Model:HDC36-102-3S1795|Weight:514 lbs. / 234 kgs. |Shelves:(3) Adjustable |Capacity:1900 lbs. - Adjustable|Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1982|Bins:in:  (48) 4-3/16 x 5-7/16 x 3  (48) 4-3/16 x 7-7/16 x 3  (6) 8-1/4 x 14-5/8 x 7|Colors:Durable, textured, gray powder coat finish"
2887687,HDC48-162-5295,12 Gauge Cabinet with 162 Hook-On-Bins,"Model:HDC48-162-5295|Weight:598 lbs. / 272 kgs.|Dimensions Overall:in: 48 x 24 x 78  mm: 1220 x 610 x 1982|Bins:in:  (60) 4 x 5 x 3  (60) 4 x 7 x 3  (24) 6 x 11 x 5  (12) 8 x 15 x 7  (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887695,HDC60-156-3S95,,"Model:HDC60-156-3S95|Weight:786 lbs / 356 kgs.|Shelves:3- Adjustable|Capacity:1625 lbs. - Adjustable|Dimensions Overall:in: 60 x 24 x 78  mm: 1524 x 610 x 1982|Bins:in:  (72) 4-3/16 x 5-7/16 x 3  (72) 4-3/16 x 7-7/16 x 3  (12) 8-1/4 x 14-5/8 x 7|Colors:Durable, textured, gray powder coat finish"
2887655,HDC-243678-4S95,,"Model:HDC-243678-4S95|Weight:475 lbs. / 216 kgs.|Shelves:4 adjustable|Capacity:1900 lbs. / 862 kgs.|Material:12 Gauge Steel|Colors:Durable, textured, gray powder coat finish  |Depth:in: 24  mm: 610|Height:in:78  mm:1981|Width:in: 36   mm: 915"
2887651,HDC-203678-4S95,,"Model:HDC-203678-4S95|Weight:435 lbs. / 197 kgs.|Shelves:4 adjustable|Capacity:1900 lbs. / 862 kgs.|Material:12 Gauge Steel|Colors:Durable, textured, gray powder coat finish|Depth:in: 20  mm: 508|Height:in:78  mm:1981|Width:in: 36   mm: 915"
2887699,HDC60-72DC18TB5B95,,"Model:HDC60-72DC18TB5B95|Weight:922 lbs. / 418 kgs.|Drawers:(2) 30-9/16 x 20-1/8 x 4 (2) 30-9/16 x 20-1/8 x 6|Shelves:(1) 59-7/8 x 21-3/8   (1) 36-3/16 x 20-1/16|Capacity:Shelf Cap. 1625 lbs.|Dimensions Overall:in: 60 x 35-1/2 x 60|Bins:(18) 15 x 5-3/4 x 6-1/2 (60) 4 x 5 x 3|Colors:Durable, textured, gray powder coat finish|No of Drawers:4"
2887691,HDC48-84-2S6D5295,,"Model:HDC48-84-2S6D5295|Weight:626 lbs. / 284 kgs.|Shelves:(2) Adjustble   (6) Door shelves|Capacity:1200 lbs. - Adjustable  25 lbs. - Door Shelves|Dimensions Overall:in: 48 x 24 x 78  mm: 1220 x 610 x 1982|Bins:in:  (60) 4-3/16 x 7-7/16 x 3  (24) 8-1/4 x 14-5/8 x 7|Colors:Durable, textured, gray powder coat finish"
2887715,HDCD243678-120-4M95,,"Model:HDCD243678-120-4M95|Weight:822 lbs. / 373 kgs.|Drawers:4|Shelves:(1)  in: 20 27/32 X 15 9/16|Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1981|Bins:(96) 4-3/16 x 5-7/16 x 3  (12) 5-1/2 x 11-3/8 x 5  (12) 8-1/4 x 14-5/8 x 7|Colors:Durable, grey, powder coat finish|No of Drawers:4|Drawer Dimensions:(2) 36 x 14 x 4  (2) 36 x 14 x 6|No of Bins:120"
2887711,HDCC244842-2S95,12 Gauge Countertop Clearview Shelf Cabinet,"Model:HDCC244842-2S95|Weight:353 lbs. | 160 kgs.|Shelves:2|Capacity:1200 lbs. per shelf |Dimensions Overall:in: 48 x 24 x 42  mm: 1219 x 610 x 1067|Colors:Durable, textured, gray powder coat paint "
2887683,HDC48-134-3S1795,,"Model:HDC48-134-3S1795|Weight:632 lbs. / 287 kgs. |Shelves:(3) Adjustable |Capacity:1200 lbs. - Adjustable|Dimensions Overall:in: 48 x 24 x 78  mm: 1220 x 610 x 1982|Bins:in:  (60) 4-3/16 x 5-7/16 x 3  (60) 4-3/16 x 7-7/16 x 3  (8) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7|Colors:Durable, textured, gray powder coat finish"
2887671,HDC36-126-95,12 Gauge Cabinet with 126 Hook-On-Bins,"Model:HDC36-126-95|Weight:512 lbs. / 233 kgs.|Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1982|Bins:in:  (48) 4 x 5 x 3  (48) 4 x 7 x 3  (12) 6 x 11 x 5  (12) 8 x 15 x 7  (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887719,HDCD243678-8M95,,"Model:HDCD243678-8M95|Weight:836 lbs. | 379 kgs.|Shelves:1|Capacity:1900 lbs. per shelf  400 lbs. per drawer|Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1981|Colors:Durable, textured, gray powder coat finish|No of Drawers:8|Drawer Dimensions:(4) 29-3/4 x 20-1/8 x 4  (4) 29-3/4 x 20-1/8 x 6"
2887727,HDCM36-30-5295,Mobile Cabinet with Hook-On Bins ,"Model:HDCM36-30-5295|Weight:475 lbs. / 216 kgs.|Dimensions Overall:in: 36 x 24 x 80  mm: 915 x 610 x 2032|Material:12 Gauge Mobile Cabinet Bins|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (12) 6 x 11 x 5   (12) 8 x 15 x 7   (6) 16 x 15 x 7"
2887723,HDCM36-12-2S1795,Mobile Cabinet with Hook-On Bins and Shelves,"Model:HDCM36-12-2S1795|Weight:447 lbs. / 203 kgs.|Shelves:2|Capacity:Overall Capacity of 3,600 lbs. / 1633 kgs  Shelf Capacity of 900 lbs. / 408 kgs|Dimensions Overall:in: 36 x 24 x 80  mm: 915 x 610 x 2032|Material:12 Gauge all welded steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (12) 8 x 15 x 7"
2887703,HDC72-240-1795,12 Gauge Cabinet with 240 Hook-On-Bins,"Model:HDC72-240-1795|Weight:874 lbs. / 397 kgs.|Dimensions Overall:in: 72 x 24 x 78  mm: 1829 x 610 x 1982|Bins:in:  (84) 4 x 5 x 3  (84) 4 x 7 x 3  (36) 6 x 11 x 5  (24) 8 x 15 x 7  (12) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887731,HDCM48-18-2S5295,Mobile Cabinet with Hook-On Bins and Shelves,"Model:HDCM48-18-2S5295|Weight:573 lbs. / 260 kgs.|Shelves:2|Capacity:Overall Capacity of 3,600 lbs. / 1633 kgs  Shelf Capacity of 900 lbs. / 408 kgs|Dimensions Overall:in: 48 x 24 x 80  mm: 1219 x 610 x 2032|Material:12 Gauge All Welded Steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (12) 8 x 15 x 7  (6) 16 x 15 x 7"
2887735,HDCM48-42-95,Mobile Cabinet with Hook-On Bins,"Model:HDCM48-42-95|Weight:547 lbs. / 248 kgs.|Dimensions Overall:in: 48 x 24 x 80  mm: 1219 x 610 x 2032|Material:12 Gauge Mobile Cabinet Bins|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (24) 6 x 11 x 5   (12) 8 x 15 x 7   (6) 16 x 15 x 7"
2887739,HDCO246078-4S95,12 Gauge Cabinet with 4 Shelves. (for outdoor use) ,"Model:HDCO246078-4S95|Weight:768 lbs. / 348 kgs.|Shelves:(4) 1650 lbs. / 749 kgs.  Capacity|Dimensions Overall:in: 60 x 24 x 78  mm: 1524 x 610 x 1981|Material:12 Gauge Steel|Colors:Durable, textured, gray powder coat finish "
2887707,HDCC203636-2S95,12 Gauge Countertop Clearview Shelf Cabinet,"Model:HDCC203636-2S95|Weight:240 lbs. | 109 kgs.|Shelves:2|Capacity:1900 lbs. per shelf|Dimensions Overall:in: 36 x 20 x 36  mm: 915 x 508 x 915|Colors:Durable, textured, gray powder coat paint "
2887751,HDC-SH-2430-95,,"Model:HDC-SH-2430-95|Shelves:1|Capacity:1600 lbs. / 726 kgs.|Dimensions Overall:in: 27-9/16 x 20-27/32 x 1-3/8 mm: 700 x 530 x 35|Colors:Durable gray textured powder coat finish |Fits Models:48"" Wide"
2887755,HDC-SH-2460-95,,"Model:HDC-SH-2460-95|Shelves:1|Capacity:1650 lbs / 749 kgs.|Dimensions Overall:in: 57-15/16 x 20-37/32 x 1-3/8 mm: 1472 x 523 x 35|Colors:Durable gray powder coat finish|Fits Models:60"" Wide"
2887759,HDCV246078-4S95,12 Gauge ventilated cabinets ,"Model:HDCV246078-4S95|Weight:666 lbs. / 302 kgs.|Shelves:4 Adjustable|Capacity:1650 lbs. per shelf / 749 kgs.|Dimensions Overall:in: 60 x 24 x 78  mm: 1524 x 610 x 1981|Colors:Durable, textured, gray powder coat paint"
2887763,HDCV36-30B-1795,12 Gauge Cabinets,"Model:HDCV36-30B-1795|Weight:470 lbs. / 213 lbs.|Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1981|Dimensions Bins:in:  (12) 6 x 11 x 5   (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887771,HDCV48-18B-3S95,12 Gauge Cabinets,"Model:HDCV48-18B-3S95|Weight:548 lbs. / 249 kgs.|Shelves:3|Capacity:Shelf Capacity 1200 lbs. / 544 kgs.|Dimensions Overall:in: 48 x 24 x 78  mm: 1219 x 610 x 1981|Dimensions Bins:in:   (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887767,HDCV36-6B-3S5295,12 Gauge Cabinets,"Model:HDCV36-6B-3S5295|Weight:470 lbs. / 213 kgs.|Shelves:3|Capacity:470 lbs. / 213 kgs.|Dimensions Overall:in: 36 x 24 x 78  mm: 864 x 610 x 1981|Dimensions Bins:in: (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887747,HDC-SH-2024-95,,"Model:HDC-SH-2024-95|Shelves:1|Capacity:1900 lbs. / 862 kgs.|Dimensions Overall:in: 21-15/16 x 16-27/32 x 1-3/8 mm: 395 x 530 x 35|Colors:Durable gray powder coat finish|Fits Models:24"" Wide"
2887775,HDCV48-42B-1795,12 Gauge Cabinets,"Model:HDCV48-42B-1795|Weight:548 lbs. / 249 kgs.|Dimensions Overall:in: 48 x 24 x 78  mm: 1219 x 610 x 1981|Dimensions Bins:in:  (24) 6 x 11 x 5   (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887791,HDDS247278-8S95,,Model:HDDS247278-8S95|Weight:838 lbs. / 380 kgs.|Shelves:8|Capacity:1300 lbs. per shelf |Dimensions Overall:in: 72 x 24 x 78  mm: 1829 x 610 x 1981|Colors:Durable textured gray powder coat paint 
2887803,HDS-HUP-72,High Additional Uprights,Model:HDS-HUP-72|Weight:6 lbs. / 4 kgs.
2887811,HDWC243678-5S95,,"Model:HDWC243678-5S95|Weight:511 lbs.|Shelves:4|Capacity:1900 lbs. / 862 kgs.   per Shelf   |Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1981|Colors:Durable, textured, gray powder coat finish|No of Drawers:NA|Drawer Dimensions:NA"
2887779,HDCV60-12B-3S5295,12 Gauge Cabinets,"Model:HDCV60-12B-3S5295|Weight:666 lbs. / 302 kgs.|Shelves:3|Capacity:Shelf Capacity 1625 lbs. / 737 kgs.|Dimensions Overall:in: 60 x 24 x 78  mm: 1524 x 610 x 1981|Dimensions Bins:in: (12) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887795,HDJC244878-156-4S1795,,"Model:HDJC244878-156-4S1795|Weight:590 lbs. / 268 kgs.|Shelves:4|Capacity:1900 lbs. / 862 kgs. per shelf|Dimensions Overall:in: 36 x 24 x 78   mm: 915 x 610 x 1981|Colors:Durable, textured, gray powder coat finish"
2887799,HDJC246078-4S95,,"Model:HDJC246078-4S95|Weight:669 lbs. / 304 kgs.|Shelves:4|Capacity:1750 lbs. / 794 kgs. per shelf|Dimensions Overall:in: 60 x 24 x 78   mm: 1524 x 610 x 1981|Colors:Durable, textured, gray powder coat finish"
2887787,HDDS244878-8S95,,Model:HDDS244878-8S95|Weight:642 lbs. / 291 kgs.|Shelves:8|Capacity:1275 lbs.(578.33 kgs) per shelf|Dimensions Overall:in: 48 x 24 x 78  mm: 1219 x 610 x 1981|Colors:Durable textured gray powder coat paint 
2887831,HET-3672-2-95,,"Model:HET-3672-2-95|Weight:284 lbs. / 129 kgs.|Shelves:2 Shelves|Dimensions Overall:in: 36 x 72 x 37-1/2   mm: 915 x 1829 x 953  *handle adds 6"" to length  |Colors:Durable, gray, textured powder coat finish"
2887823,HET-3048-2-5K-95,,"Model:HET-3048-2-5K-95|Weight:218 lbs. / 99 kgs.|Shelves:2 shelves|Dimensions Overall:in: 30 x 48 x 39-1/2   mm: 762 x 1219 x 1003  *handle adds 6"" to length|Colors:Durable, gray, textured powder coat finish"
2887783,HDCV60-54B-95,12 Gauge Cabinets,"Model:HDCV60-54B-95|Weight:666 lbs. / 302 kgs.|Dimensions Overall:in: 60 x 24 x 78  mm: 1524 x 610 x 1981|Dimensions Bins:in:  (36) 6 x 11 x 5   (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887819,HET-2436-3-5K-95,,"Model:HET-2436-3-5K-95|Weight:200 lbs. / 91 kgs.|Shelves:3 Shelves|Dimensions Overall:in: 24 x 36 x 39-1/2   mm: 610 x 915 x 1003  *handle adds 6"" to length|Colors:Durable, gray, textured powder coat finish"
2887835,HMT-2436-2-95,,"Model:HMT-2436-2-95|Weight:102 lbs. / 46 kgs.|Shelves:2 Shelves|Dimensions Overall:in: 24 x 36 x 30-1/4  mm: 610 x 915 x 768|Colors:Durable, gray, textured powder coat finish"
2887839,HMT-3048-2-95,,"Model:HMT-3048-2-95|Weight:131 lbs. / 60 kgs.|Shelves:2 Shelves|Dimensions Overall:in: 30 x 48 x 30-1/4  mm: 762 x 1219 x 768|Colors:Durable, gray, textured powder coat finish"
2887815,HDWC246078-5S95,,"Model:HDWC246078-5S95|Weight:697 lbs.|Shelves:4|Capacity:1200 lbs. / 544   per Shelf   |Dimensions Overall:in: 60 x 24 x 78  mm: 1524 x 610 x 1981|Colors:Durable, textured, gray powder coat finish|No of Drawers:NA|Drawer Dimensions:NA"
2887847,HTL-3060-DD-2AS-95,,"Model:HTL-3060-DD-2AS-95|Weight:339 lbs. / 154 kgs.|Shelves:2|Capacity:2,000 lbs. / 907 kgs.|Dimensions Overall:in: *60-1/2 x 32-1/16 x 56-7/16  mm: 1537 x 814 x 1434  *handle add 6"" to width|Colors:Durable, textured, gray powder coat finish"
2887867,HWBMT-366030-95,Extra Heavy Duty Machine Tables - Top shelf Only,"Model:HWBMT-366030-95|Weight:385 lbs. / 175 kgs.|Shelves:1|Capacity:14000 lbs. / 6350 kgs.|Dimensions Overall:in: 60 x 36 x 30  mm: 1524 x 915 x 762|Colors:Durable, textured, gray powder coat finish"
2887871,HWBMT-367234-95,Extra Heavy Duty Machine Tables - Top shelf Only,"Model:HWBMT-367234-95|Weight:465 lbs. / 211 kgs.|Shelves:1|Capacity:14000 lbs. / 6350 kgs.|Dimensions Overall:in: 72 x 36 x 34  mm: 1829 x 915 x 864|Colors:Durable, textured, gray powder coat finish"
2887875,JC-171-1795,,Model:JC-171-1795|Weight:540 lbs. / 245 kgs.|Dimensions Overall:in: 48 x 24 x 78   mm: 1219 x 610 x 1981|Bins:171|Dimensions Bins:in:  (64) 4-3/16 x 5-7/16 x 3  (64) 4-3/16 x 7-7/16 x 3  (24) 5-1/2 x 11-3/8 x 5  (13) 8-1/4 x 14-5/8 x 7  (6) 16-3/4 x 14-5/8 x 7
2887879,JC-482478-4S-95,,"Model:JC-482478-4S-95|Weight:440 lbs. / 200 kgs.|Shelves:(4) Adjustable  Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 48 x 24 x 72  mm: 1219 x 610 x 1981|Colors:Durable, textured, gray powder coat finish"
2887843,HMT-3672-2-95,,"Model:HMT-3672-2-95|Weight:231 lbs. / 105 kgs.|Shelves:2 Shelves|Dimensions Overall:in: 72 x 36 x 30-1/4  mm: 1829 x 915 x 768|Colors:Durable, gray, textured powder coat finish"
2887883,JCBDLP694RDR-5295,,Model:JCBDLP694RDR-5295|Weight:450 lbs. / 204 kgs.|Drawers:4|Shelves:2 - Shelves (1 Adjustable)  12 - Door Shelves|Dimensions Overall:in: 48 x 24 x 72   mm: 1219 x 610 x 1829|Bins:69|Dimensions Bins:in:   (56) 4 x 5 x 3  (11) 8 x 15 x 7  (2) 16 x 15 x 7|Drawer Dimensions:in:  (2)   40-13/16 x 14 11/16 x 3  (1)  40-13/16 x 14 11/16 x 5  (1)  40-13/16 x 14 11/16 x 6
2887891,LDO-2436-2-95,Low Deck Service Truck,"Model:LDO-2436-2-95|Weight:100 lbs. / 45 kgs.|Shelves:2|Capacity:1,200 lbs.|Dimensions Overall:in: 39 x 24-1/4 x 37-1/2  mm: 991 x 616 x 953|Colors:Durable, textured, gray powder coat finish "
2887903,LDO-3060-2-ALU-95,Low Deck Service Truck,"Model:LDO-3060-2-ALU-95|Weight:142 lbs. / 65 kgs.|Shelves:2|Capacity:1,200 lbs.|Dimensions Overall:in: 63 x 30-1/4 x 37-1/2  mm: 1600 x 768 x 953|Colors:Durable, textured, gray powder coat finish "
2887911,LPRDS-34.5X68-95,Free Standing Louvered Panel Rack ,"Model:LPRDS-34.5X68-95|Weight:213 lbs. / 97 kgs.|Capacity:2000 lbs. / 907 kgs.|Dimensions Overall:in: 34-1/2 x 68  mm: 876 x 1727|Bins:Hook-On Bins� sold separately and only sold in full carton quantities.  (use suffix -21 for yellow bins, -17 for red bins & -52 for blue bins)|No of Bins:*Quantity to fit Louvered Panel  (272) PB30210  (272) PB30220  (132) PB30230  (64) PB30240  (32) PB30250"
2887887,JCBDLP724RDR-95,,Model:JCBDLP724RDR-95|Weight:462 lbs. / 210 kgs.|Drawers:4|Shelves:2 - Shelves (1 Adjustable)  12 - Door Shelves|Dimensions Overall:in: 48 x 24 x 78   mm: 1219 x 610 x 1981|Bins:72|Dimensions Bins:in:   (56) 4 x 5 x 3   (8) 6 x 11 x 5   (6) 8 x 15 x 7   (2) 16 x 15 x 7|Drawer Dimensions:in:  (2)   40-13/16 x 14 11/16 x 3  (1)  40-13/16 x 14 11/16 x 5  (1)  40-13/16 x 14 11/16 x 6
2887895,LDO-2448-2-95, Low Deck Service Truck,"Model:LDO-2448-2-95|Weight:116 lbs. / 53 kgs.|Shelves:2|Capacity:1,200 lbs.|Dimensions Overall:in: 51 x 24-1/4 x 37-1/2  mm: 1296 x 616 x 953|Colors:Durable, textured, gray powder coat finish "
2887863,HWBMT-364824-95,Extra Heavy Duty Machine Tables - Top shelf Only,"Model:HWBMT-364824-95|Weight:325 lbs. / 148 kgs.|Shelves:1|Capacity:14000 lbs. / 6350 kgs.|Dimensions Overall:in: 48 x 36 x 24   mm: 1219 x 915 x 610|Colors:Durable, textured, gray powder coat finish"
2887931,MBC-3060-95,,"Model:MBC-3060-95|Weight:494 lbs. / 224 kgs.|Dimensions Overall:in:  66-3/8 x 32-1/8 x 33-7/8   mm: 1686 x 816 x 861|Colors:Durable, textured, gray powder coat finish|Drawer Dimensions:in:   (4) 29-9/16 x 14-1/8 x 4 (2) 29-9/16 x 14-1/8 x 6 (2) 29-9/16 x 14-1/8 x 8"
2887899,LDO-3048-2-95, Low Deck Service Truck,"Model:LDO-3048-2-95|Weight:127 lbs. / 58 kgs.|Shelves:2|Capacity:1,200 lbs.|Dimensions Overall:in: 51 x 30-1/4 x 37-1/2  mm: 1296 x 768 x 953|Colors:Durable, textured, gray powder coat finish "
2887923,LPW-46X64-95,Wall Mountable Louvered Panel (include 2 panels),"Model:LPW-46X64-95|Weight:55 lbs. / 25 kgs.|Capacity:1000 lbs. / 454 kgs.|Dimensions Overall:in: 46 x 64  mm: 1169 x 1626|Bins:Hook-On Bins� sold separately and only sold in full carton quantities.  (use suffix -21 for yellow bins, -17 for red bins & -52 for blue bins)|No of Bins:*Quantity to fit Louvered Panel  (176) PB30210  (176) PB30220  (84) PB30230  (40) PB30240  (16) PB30250"
2887935,MSB9-2036-95,9 Opening Mobile Storage Bin,"Model:MSB9-2036-95|Weight:240 lbs. / 109 kgs.|Dimensions Overall:in: 36 x 24 x 49-1/4  mm: 915 x 610 x 1251|Colors:Durable. textured, gray powder coat finish|No of Bins:9"
2887947,MT243630-2K295,Medium Duty Machine Tables - 2 Shelves,"Model:MT243630-2K295|Weight:110 lbs. / 50 kgs.|Shelves:2|Capacity:2000 lbs. / 907 kgs.|Dimensions Overall:in: 36 x 24 x 30  mm: 915 x 610 x 762|Colors:Durable, textured, gray powder coat finish|Drawer Dimensions:NA -   (provisions for optional drawer Model # 177-DRAWER-95)"
2887951,MT244818-2K195,Medium Duty Machine Tables - Top Shelf Only,"Model:MT244818-2K195|Weight:96 lbs. / 44 kgs.|Drawers:NA -   (provisions for optional drawer Model # 177-DRAWER-95)|Shelves:1|Capacity:2000 lbs. / 908 kgs.|Dimensions Overall:in: 48 x 24 x 18  mm: 1219 x 610 x 457|Colors:Durable, textured, gray powder coat finish|Drawer Dimensions:NA"
2887967,MTD243618-2K195,Medium Duty Machine Tables With Drawer and Top Shelf Only,"Model:MTD243618-2K195|Weight:111 lbs. / 50 kgs.|Drawers:1|Shelves:1|Capacity:2000 lbs. / 908 kgs.|Dimensions Overall:in: 36 x 24 x 18  mm: 915 x 610 x 457|Colors:Durable, textured, gray powder coat finish|Drawer Dimensions:in: 12-1/2 x 18-1/2 x 4-3/4"
2887971,MTD243642-2K195,Medium Duty Machine Tables With Drawer and Top Shelf Only,"Model:MTD243642-2K195|Weight:120 lbs. / 55 kgs.|Drawers:1|Shelves:1|Capacity:2000 lbs. / 908 kgs.|Dimensions Overall:in: 36 x 24 x 42  mm: 915 x 610 x 1069|Colors:Durable, textured, gray powder coat finish|Drawer Dimensions:in: 12-1/2 x 18-1/2 x 4-3/4"
2887987,MTDM244818-2K195,Mobile Medium Duty Machine Tables with Drawer & Top Shelf Only,"Model:MTDM244818-2K195|Weight:113 lbs. / 51 kgs.|Drawers:(1)   in: 12-1/2 x 18-1/2 x 4-3/4|Shelves:1|Capacity:2,000 lbs. / 907 kgs. |Dimensions Overall:in: 24 x 48 x 18  mm: 610 x 1219 x 457|Colors:Durable, textured, gray powder coat finish"
2887975,MTD244836-2K195,Medium Duty Machine Tables With Drawer and Top Shelf Only,"Model:MTD244836-2K195|Weight:127 lbs. / 58 kgs.|Drawers:1|Shelves:1|Capacity:2000 lbs. / 908 kgs.|Dimensions Overall:in: 48 x 24 x 36  mm: 1219 x 610 x 915|Colors:Durable, textured, gray powder coat finish|Drawer Dimensions:in: 12-1/2 x 18-1/2 x 4-3/4"
2887963,MTD182424-2K195,Medium Duty Machine Tables With Drawer and Top Shelf Only,"Model:MTD182424-2K195|Weight:100 lbs. / 45 kgs.|Drawers:1|Shelves:1|Capacity:2000 lbs. / 908 kgs.|Dimensions Overall:in: 24 x 18 x 24  mm: 610 x 457 x 610|Colors:Durable, textured, gray powder coat finish|Drawer Dimensions:in: 12-1/2 x 18-1/2 x 4-3/4"
2887979,MTDM182430-2K195,Mobile Medium Duty Machine Tables with Drawer & Top Shelf Only,"Model:MTDM182430-2K195|Weight:96 lbs. / 44 kgs.|Drawers:(1)   in: 12-1/2 x 18-1/2 x 4-3/4|Shelves:1|Capacity:2,000 lbs. / 907 kgs.|Dimensions Overall:in: 18 x 24 x 30  mm: 457 x 610 x 762|Colors:Durable, textured, gray powder coat finish"
